Mesh_Sizes,CgDiagCPU,CgLusgsCPU,CgDiagGPU,GmresDiagGPU
19684,0.180341666666667,0.165162777777778,0.517303611111111,0.365786111111111
98304,2.22303361111111,1.96754638888889,2.22161111111111,2.58377777777778
169708,4.68201416666667,3.99056361111111,4.06652611111111,4.60352861111111
243165,8.11480555555556,6.82845,6.6806475,7.39474638888889
515679,24.9077719444444,20.7155313888889,17.8938516666667,20.6850272222222
1101351,79.9043819444445,65.3800969444445,56.283895,62.2742163888889
