Mesh_Sizes,AmgClassCPU,AmgFreeCPU,CgDiagCPU,CgLusgsCPU,GmresDiagCPU,GmresLusgsCPU
19684,0.802737039599266,0.39773148322307,0.264705262187677,0.146042461685939,0.569829790471231,0.291859434550482
98304,5.05972240417481,2.34874618647531,2.15278298175375,1.13254996724666,4.92354601661677,2.20522847180906
169708,6.86473944942284,3.56551330071552,3.49157770991112,1.80815610953267,7.51789290542427,3.08301874605329
243165,7.99811881917396,4.46108587742072,4.38261004846629,2.27783119441379,9.37087291922645,3.78715080280888
515679,10.0874956778503,4.90274450149218,6.12015848210391,3.31847001687782,14.0616684884486,5.34680225616368
1101351,11.3249184030275,4.91024579567808,7.65719263997198,4.27090875012563,20.1679690356878,7.131382465579
