Mesh_Sizes,AmgClassCPU,AmgFreeCPU,CgDiagGPU,GmresDiagGPU
19684,0.24844,0.19429,0.517303611111111,0.365786111111111
98304,2.86048138888889,2.27400055555556,2.22161111111111,2.58377777777778
169708,5.81455416666667,4.83866027777778,4.06652611111111,4.60352861111111
