#GpuGmresDiag19684
Simulated_Time(sec),CPU_Time(sec)
1.00E-03,3.1
2.20E-03,7.402
3.64E-03,8.161
5.37E-03,8.937
7.44E-03,9.68
9.93E-03,10.474
1.26E-02,11.315
1.48E-02,12.177
1.67E-02,13.009
1.85E-02,13.798
2.02E-02,14.601
2.17E-02,15.409
2.32E-02,16.209
2.46E-02,17.009
2.59E-02,17.8
2.72E-02,18.594
2.84E-02,19.386
2.96E-02,20.199
3.08E-02,20.964
3.19E-02,21.759
3.30E-02,22.562
3.41E-02,23.457
3.51E-02,24.308
3.61E-02,25.086
3.70E-02,25.878
3.79E-02,26.669
3.88E-02,27.505
3.97E-02,28.367
4.06E-02,29.238
4.14E-02,30.029
4.23E-02,30.865
4.31E-02,31.709
4.39E-02,32.501
4.47E-02,33.333
4.55E-02,34.136
4.63E-02,34.907
4.71E-02,35.684
4.78E-02,36.495
4.86E-02,37.39
4.93E-02,38.204
5.00E-02,39.024
5.07E-02,39.822
5.14E-02,40.593
5.20E-02,41.375
5.27E-02,42.223
5.34E-02,42.992
5.41E-02,43.861
5.48E-02,44.7
5.55E-02,45.49
5.62E-02,46.282
5.68E-02,47.05
5.75E-02,47.829
5.81E-02,48.6
5.88E-02,49.381
5.94E-02,50.182
6.01E-02,51.041
6.07E-02,51.88
6.13E-02,52.703
6.19E-02,53.529
6.25E-02,54.299
6.31E-02,55.097
6.37E-02,55.889
6.43E-02,56.68
6.49E-02,57.435
6.55E-02,58.238
6.60E-02,59.008
6.66E-02,59.888
6.71E-02,60.716
6.77E-02,61.532
6.82E-02,62.357
6.88E-02,63.183
6.93E-02,63.952
6.99E-02,64.701
7.04E-02,65.53
7.10E-02,66.377
7.15E-02,67.227
7.20E-02,68.042
7.26E-02,68.891
7.31E-02,69.734
7.36E-02,70.576
7.42E-02,71.413
7.47E-02,72.207
7.52E-02,73.0
7.57E-02,73.821
7.63E-02,74.617
7.68E-02,75.411
7.73E-02,76.18
7.78E-02,76.955
7.83E-02,77.727
7.88E-02,78.522
7.93E-02,79.315
7.98E-02,80.074
