Simulated_Time,AmgClassCPU,AmgFreeCPU,CgDiagCPU,CgLusgsCPU,GmresDiagCPU,GmresLusgsCPU,CgDiagGPU,GmresDiagGPU
0.00100,26.589,107.298,11.136,10.516,25.823,13.093,11.044,11.584
0.00220,72.198,185.545,45.692,44.442,67.524,47.872,46.47,45.338
0.00341,83.588,217.433,52.562,50.224,79.07,54.438,53.984,51.353
0.00448,94.681,239.983,59.429,55.911,90.654,60.967,61.703,57.362
0.00545,104.16,249.077,66.301,61.36,100.796,66.89,69.629,63.205
0.00635,113.181,255.977,73.264,66.791,111.401,72.812,77.185,69.034
0.00719,122.118,262.677,80.132,72.23,121.084,78.735,84.869,74.655
0.00798,131.082,269.426,86.984,77.601,130.307,84.662,92.854,80.197
0.00873,139.779,276.183,93.799,82.876,139.245,90.586,100.737,85.684
0.00944,148.43,282.884,100.753,88.108,147.999,96.513,108.273,91.139
0.01010,157.294,289.586,107.573,93.299,156.756,102.438,115.789,96.639
0.01080,166.006,296.439,114.398,98.465,165.618,108.363,120.524,102.113
0.01140,174.846,303.171,121.311,103.633,174.379,114.29,128.014,107.603
0.01210,183.663,309.877,128.22,108.786,183.186,120.218,135.628,113.094
0.01270,192.537,316.584,135.052,113.941,192.05,126.148,143.143,118.578
0.01330,201.238,323.505,141.884,119.1,200.825,132.081,150.759,124.154
0.01380,209.916,330.369,148.795,124.233,209.654,138.017,158.733,129.64
0.01440,218.588,337.085,155.648,129.379,218.423,143.951,166.227,135.232
0.01500,227.406,343.827,162.527,134.512,227.191,149.888,173.713,141.204
0.01550,236.073,350.581,169.443,139.662,236.077,155.864,181.246,147.085
0.01600,243.233,357.298,176.452,144.876,244.846,161.803,188.871,152.566
0.01650,250.556,364.016,183.34,150.065,253.617,167.744,196.374,158.039
0.01710,257.785,370.765,190.228,155.231,262.393,173.686,203.864,163.511
0.01760,266.701,377.487,197.124,160.412,271.165,179.671,211.487,168.936
0.01810,275.779,384.212,204.02,165.596,279.477,185.617,219.004,174.387
0.01850,284.805,390.937,210.91,170.887,288.27,191.563,226.51,179.893
0.01900,293.824,397.742,217.805,176.101,297.048,197.514,234.012,185.415
0.01950,301.174,404.47,224.781,181.318,305.825,203.527,241.599,190.807
0.02000,308.337,411.206,231.673,186.548,314.698,209.479,249.13,196.233
0.02040,315.474,417.939,238.561,191.765,323.481,215.434,256.797,201.745
0.02090,322.448,424.758,245.539,197.055,331.8,221.387,264.779,207.143
0.02130,331.049,431.495,252.435,202.291,340.247,227.342,272.767,212.568
0.02170,339.906,438.232,259.341,207.664,349.033,233.301,280.699,218.069
0.02220,349.955,444.862,266.243,213.395,360.227,239.863,288.334,224.101
0.02260,357.1,452.13,273.143,218.913,370.87,245.823,295.938,229.856
0.02300,364.066,457.041,279.506,224.234,379.661,251.806,300.725,235.359
0.02340,372.945,461.946,285.955,229.431,387.525,257.787,305.61,240.708
0.02390,379.954,466.853,292.86,234.891,396.789,263.75,313.312,246.41
0.02430,387.34,472.255,299.806,240.659,408.436,270.323,320.905,252.475
0.02470,394.306,477.365,310.058,246.192,419.099,276.29,328.514,258.322
0.02510,403.46,482.474,316.653,251.547,430.21,282.861,333.393,264.287
0.02540,411.191,487.384,323.212,256.971,441.326,289.433,340.97,270.147
