Timesteps,AmgClassCPU,AmgFreeCPU,CgDiagCPU,CgLusgsCPU,GmresDiagCPU,GmresLusgsCPU,CgDiagGPU,GmresDiagGPU
82,709.25,710.18,592.14,476.14,857.31,542.02,590.03,503.93
83,719.09,717.17,599.24,481.90,868.46,549.22,597.87,510.07
84,730.29,725.22,606.19,487.71,881.00,556.43,605.98,516.30
85,737.45,732.83,613.07,493.31,893.09,563.04,613.62,522.47
86,744.68,740.43,620.03,498.94,905.18,570.25,621.25,528.61
87,751.67,747.59,626.88,504.42,915.88,576.86,628.87,534.61
88,758.92,755.00,633.82,510.06,927.02,583.46,636.58,540.96
89,766.13,762.60,640.75,515.82,938.66,590.67,644.22,547.12
90,773.49,770.31,647.72,521.65,953.10,597.28,651.99,553.71
91,784.79,777.79,658.19,527.48,965.64,603.92,660.22,559.98
92,796.25,785.19,664.95,532.99,976.79,610.53,668.18,565.95
93,808.14,792.80,671.98,538.63,987.62,617.74,675.92,571.87
94,819.53,800.49,678.93,544.31,1000.17,624.35,683.91,578.28
95,831.10,808.51,685.86,550.12,1011.84,631.63,691.56,584.34
96,842.15,816.32,692.80,555.88,1024.39,638.85,699.28,590.62
97,852.98,823.60,699.94,561.63,1036.59,645.46,707.06,596.81
98,860.16,830.60,706.88,567.27,1048.20,652.10,715.02,602.88
99,867.19,836.79,713.81,572.78,1058.87,658.11,719.83,608.69
100,874.52,842.97,720.75,578.36,1069.08,664.11,727.49,614.60
101,883.08,848.95,727.49,583.70,1077.41,670.11,732.35,620.45
102,891.68,854.73,733.64,588.86,1085.77,676.11,737.16,625.85
103,902.41,862.33,740.57,594.56,1098.31,683.32,744.92,632.03
104,912.53,869.14,747.40,600.08,1109.53,689.92,752.90,638.00
105,923.01,876.40,754.33,605.85,1121.64,696.52,760.63,644.21
106,930.07,882.99,761.26,611.41,1133.29,702.53,765.43,650.36
107,937.31,889.57,768.14,616.93,1144.47,709.12,770.19,656.27
108,945.53,895.19,773.93,621.91,1151.43,714.51,774.98,661.69
109,953.82,900.80,779.98,626.94,1158.92,719.89,779.77,667.46
110,960.63,906.36,786.09,632.13,1166.82,725.27,784.56,673.14
111,971.26,914.16,793.01,637.83,1178.88,732.47,792.18,679.49
112,978.50,921.63,800.10,643.65,1191.42,739.06,799.82,685.72
113,985.62,928.61,807.03,649.56,1203.94,745.65,807.46,691.95
114,995.04,935.19,813.95,655.08,1215.20,751.66,812.24,698.00
115,1004.44,941.56,820.55,660.50,1225.86,757.64,817.02,703.79
116,1012.11,947.62,826.77,665.72,1235.14,763.62,821.80,709.49
117,1019.44,953.38,833.27,670.96,1243.97,769.60,826.58,715.05
118,1026.70,959.14,839.78,676.19,1252.31,775.58,831.37,720.52
119,1035.15,966.93,846.70,681.90,1264.48,782.83,838.95,726.66
120,1042.33,974.20,853.61,687.62,1276.53,790.02,846.57,732.80
121,1050.72,981.37,860.52,693.35,1288.58,796.60,854.16,738.94
122,1058.80,988.35,867.43,698.88,1300.63,803.33,861.79,745.06
123,1065.75,994.15,873.93,704.18,1309.49,809.36,866.56,750.59
124,1072.97,1000.74,880.84,709.76,1319.70,815.34,874.20,756.41
125,1080.01,1006.70,887.32,715.06,1328.50,821.31,879.33,761.96
126,1086.76,1012.66,893.49,720.28,1336.84,827.33,884.19,767.44
127,1094.25,1018.41,899.96,725.47,1345.64,832.73,888.96,772.97
128,1102.77,1026.28,906.87,731.19,1358.66,839.92,896.59,779.14
129,1110.95,1033.87,913.79,736.98,1370.71,846.50,904.20,785.28
130,1118.95,1040.84,920.71,742.69,1383.22,853.13,911.92,791.50
131,1126.99,1047.65,927.62,748.39,1395.27,859.71,919.50,797.66
132,1134.86,1054.02,934.17,753.89,1405.46,865.68,924.27,803.46
133,1142.51,1059.97,940.40,759.09,1414.72,871.66,929.05,809.10
134,1150.06,1065.93,946.59,764.30,1423.52,877.68,933.85,814.65
135,1157.68,1072.14,953.11,769.66,1433.26,883.65,938.62,820.50
136,1164.86,1078.50,960.02,775.34,1443.45,889.62,946.16,826.68
137,1172.09,1086.30,966.93,781.09,1456.43,896.81,953.79,832.90
138,1179.26,1093.68,973.89,786.82,1468.48,903.42,961.47,839.05
139,1188.15,1101.05,980.81,792.55,1480.53,910.01,969.06,845.07
140,1197.01,1108.43,987.71,798.19,1493.32,916.59,976.64,851.30
141,1206.92,1120.49,994.67,803.95,1505.84,923.77,984.26,857.36
142,1217.39,1128.20,1001.65,809.63,1517.45,931.00,992.02,863.60
143,1228.07,1135.52,1008.56,815.28,1528.57,938.18,999.60,869.73
144,1235.46,1142.83,1015.42,820.85,1541.08,945.37,1007.18,876.06
145,1242.66,1149.98,1022.39,826.52,1552.67,952.63,1014.86,882.12
146,1253.84,1157.49,1029.30,832.31,1565.25,959.82,1022.45,888.43
147,1264.72,1165.21,1036.21,838.15,1579.62,967.00,1030.32,895.01
148,1275.17,1172.04,1043.08,843.65,1593.06,973.58,1038.27,901.43
149,1282.35,1178.97,1050.13,849.30,1605.58,980.16,1045.87,907.61
150,1292.68,1185.68,1057.04,854.76,1618.10,986.74,1053.47,913.85
151,1299.70,1195.26,1063.83,860.13,1628.29,993.32,1058.23,919.69
152,1306.70,1208.15,1070.47,865.53,1638.95,999.90,1063.00,925.66
153,1317.80,1227.47,1077.30,871.02,1651.45,1006.50,1070.61,931.91
154,1329.21,1281.53,1084.21,876.68,1666.75,1013.68,1078.31,938.59
155,1340.46,1331.12,1091.11,882.33,1678.81,1020.87,1086.31,944.79
156,1347.63,1338.14,1097.71,887.48,1687.62,1026.84,1091.44,950.48
157,1354.52,1343.07,1104.46,892.92,1698.74,1033.42,1096.19,956.49
158,1361.74,1348.32,1111.37,898.62,1710.93,1040.61,1103.94,962.76
159,1368.90,1353.45,1118.28,904.33,1723.45,1047.19,1111.93,969.05
160,1376.15,1358.58,1125.27,910.04,1736.08,1053.83,1119.55,975.29
161,1383.19,1363.51,1132.09,915.58,1746.74,1060.41,1124.35,981.10
162,1389.88,1368.44,1138.73,921.11,1757.41,1066.38,1129.14,987.00
163,1396.97,1373.40,1145.64,926.55,1768.10,1072.35,1133.95,992.88
164,1403.96,1378.53,1152.53,932.01,1778.29,1078.33,1138.82,998.69
165,1410.67,1383.25,1158.67,937.19,1787.27,1084.31,1143.56,1004.36
166,1419.34,1387.98,1164.87,942.37,1795.60,1089.67,1148.33,1010.17
167,1427.78,1392.91,1171.48,947.62,1803.94,1095.65,1153.10,1015.57
168,1434.87,1397.89,1178.10,952.87,1812.88,1101.62,1157.96,1021.05
169,1445.49,1403.02,1185.01,958.58,1824.93,1108.80,1165.59,1027.33
170,1452.54,1407.95,1191.82,964.16,1836.53,1115.38,1170.36,1033.39
171,1459.71,1413.08,1198.88,969.88,1847.65,1121.96,1177.97,1039.39
172,1466.88,1418.21,1205.79,975.45,1859.81,1128.64,1185.63,1045.55
173,1474.10,1423.40,1212.66,981.06,1869.59,1134.61,1190.40,1051.37
174,1481.07,1428.33,1219.31,986.53,1880.72,1141.19,1195.17,1057.76
175,1487.91,1433.25,1225.90,991.91,1891.84,1147.17,1199.94,1063.80
176,1496.37,1438.18,1232.40,997.25,1902.49,1153.20,1204.72,1069.79
177,1505.21,1443.31,1239.23,1002.65,1913.61,1159.20,1209.52,1075.85
178,1513.61,1448.50,1246.27,1008.14,1924.27,1165.17,1214.26,1081.75
179,1521.53,1453.63,1253.23,1013.62,1934.57,1171.14,1219.03,1087.57
180,1528.28,1458.56,1259.44,1018.79,1943.50,1177.15,1223.80,1093.17
181,1535.08,1463.28,1265.62,1023.98,1952.30,1183.14,1228.53,1098.75
182,1542.43,1468.63,1272.52,1029.72,1966.42,1190.33,1236.22,1105.29
183,1549.59,1473.85,1279.43,1035.36,1978.47,1196.91,1243.83,1111.57
184,1556.66,1479.18,1286.34,1041.00,1991.64,1203.49,1251.41,1117.91
185,1563.67,1484.31,1293.23,1046.65,2004.15,1210.07,1258.99,1124.21
186,1570.90,1489.84,1300.37,1052.41,2015.30,1216.65,1266.57,1130.22
187,1578.18,1495.02,1306.95,1057.88,2025.96,1222.62,1271.34,1136.03
188,1585.10,1500.21,1313.59,1063.36,2036.61,1229.20,1276.11,1141.94
189,1591.88,1504.93,1319.84,1068.61,2046.80,1235.17,1280.98,1147.85
190,1598.80,1510.06,1326.22,1073.89,2055.60,1241.14,1285.84,1153.43
191,1606.05,1514.99,1332.68,1079.21,2063.93,1247.12,1290.61,1159.41
192,1613.42,1520.02,1339.18,1084.46,2074.13,1253.19,1295.38,1165.75
193,1621.21,1525.18,1346.11,1089.90,2084.78,1259.34,1300.15,1172.07
194,1628.75,1530.31,1352.93,1095.41,2096.37,1265.31,1307.78,1178.16
195,1635.98,1535.44,1359.11,1100.63,2105.17,1271.28,1312.52,1183.73
196,1644.77,1540.77,1366.02,1106.36,2118.28,1278.47,1320.38,1190.07
197,1653.61,1546.10,1373.05,1112.02,2131.72,1285.05,1328.31,1196.51
198,1661.14,1558.27,1379.96,1117.91,2148.45,1292.84,1336.09,1203.60
199,1671.69,1572.03,1386.86,1123.58,2160.50,1300.03,1344.10,1209.96
200,1681.49,1580.27,1393.77,1129.36,2173.94,1307.21,1351.75,1216.48
201,1691.42,1588.51,1400.76,1135.19,2188.84,1314.40,1359.40,1223.18
202,1698.55,1595.95,1407.59,1140.75,2199.96,1320.97,1367.01,1229.19
203,1705.95,1604.60,1414.49,1146.47,2215.85,1328.19,1374.65,1236.16
204,1714.39,1610.99,1421.47,1152.02,2226.97,1334.77,1382.35,1242.17
205,1724.74,1618.40,1428.39,1157.74,2239.00,1341.96,1390.28,1248.27
206,1734.91,1626.05,1435.30,1163.36,2252.43,1348.54,1397.89,1254.71
207,1744.91,1633.47,1442.08,1168.83,2265.40,1355.13,1405.48,1261.18
208,1756.07,1641.29,1448.99,1174.48,2278.38,1362.31,1413.12,1267.45
209,1763.28,1649.12,1455.90,1180.23,2290.89,1369.49,1420.72,1273.81
210,1773.73,1656.74,1462.81,1185.87,2304.33,1376.07,1428.28,1280.30
211,1784.65,1668.12,1469.76,1191.63,2318.99,1383.31,1435.95,1286.92
212,1794.32,1677.85,1476.73,1197.10,2331.98,1389.89,1443.53,1293.21
213,1801.68,1685.89,1483.64,1202.76,2344.68,1396.47,1451.23,1299.58
214,1811.27,1693.53,1490.49,1208.25,2355.80,1403.05,1458.89,1305.62
215,1820.07,1700.61,1497.43,1213.73,2366.27,1409.02,1463.66,1311.54
216,1827.08,1707.62,1503.93,1219.12,2376.92,1414.99,1468.43,1317.51
217,1836.52,1714.84,1510.53,1224.57,2387.70,1421.57,1473.20,1323.52
218,1843.45,1721.17,1517.10,1229.84,2396.50,1427.57,1477.97,1329.13
219,1850.49,1727.77,1523.48,1235.11,2406.22,1433.54,1482.84,1334.92
220,1857.47,1734.78,1529.81,1240.38,2416.46,1439.51,1487.61,1340.67
221,1864.49,1741.17,1536.31,1245.71,2425.26,1445.48,1492.36,1346.28
222,1873.15,1747.45,1542.83,1251.09,2434.52,1451.47,1499.91,1352.00
223,1881.20,1753.22,1549.53,1256.50,2442.85,1457.45,1504.69,1357.48
224,1889.30,1759.00,1556.27,1261.94,2452.12,1463.43,1512.26,1363.15
225,1897.56,1764.98,1562.47,1267.20,2460.98,1469.40,1517.03,1368.66
226,1906.39,1771.52,1569.11,1272.56,2469.78,1475.37,1521.79,1374.40
227,1914.56,1777.54,1575.40,1277.77,2478.11,1481.36,1526.56,1379.89
228,1921.73,1786.20,1582.31,1283.51,2492.48,1488.55,1534.18,1386.43
229,1928.68,1792.60,1588.94,1288.92,2501.27,1494.52,1538.95,1392.00
230,1935.93,1800.43,1595.91,1294.54,2514.25,1501.10,1546.53,1398.46
231,1943.13,1807.86,1602.84,1300.17,2526.30,1507.68,1554.20,1404.65
232,1952.52,1815.28,1609.51,1305.63,2538.58,1514.25,1559.31,1410.92
233,1961.57,1822.79,1616.33,1311.09,2550.18,1520.83,1566.90,1417.01
234,1968.32,1830.01,1623.15,1316.56,2561.36,1527.41,1571.78,1423.10
235,1975.31,1837.02,1629.87,1321.98,2572.49,1533.38,1579.84,1429.11
236,1982.26,1843.42,1636.41,1327.36,2581.75,1539.35,1584.63,1434.75
237,1990.37,1849.92,1642.95,1332.76,2590.54,1545.32,1589.37,1440.33
238,1998.90,1856.52,1649.61,1338.13,2600.26,1551.30,1596.90,1446.11
239,2007.45,1863.33,1656.14,1343.47,2610.45,1557.29,1601.67,1451.93
240,2016.18,1870.19,1662.83,1348.86,2620.64,1563.26,1606.44,1457.77
241,2025.29,1877.00,1669.52,1354.26,2630.83,1569.23,1611.21,1463.71
242,2032.69,1883.60,1676.08,1359.60,2640.60,1575.20,1615.99,1469.90
243,2040.05,1890.20,1682.65,1364.93,2650.32,1581.22,1620.76,1475.71
244,2047.25,1897.00,1689.40,1370.40,2660.69,1587.19,1625.53,1481.57
245,2054.07,1903.80,1696.26,1375.84,2671.41,1593.16,1633.12,1487.52
246,2061.02,1910.81,1702.89,1381.26,2682.57,1599.13,1637.89,1493.57
247,2069.03,1919.32,1709.80,1386.96,2695.56,1606.31,1645.49,1499.92
248,2076.78,1925.94,1716.70,1392.69,2707.63,1612.89,1653.07,1506.01
249,2084.48,1933.98,1723.68,1398.26,2720.61,1619.47,1660.71,1512.36
250,2091.64,1942.22,1730.58,1403.90,2734.13,1626.04,1668.30,1518.80
251,2099.58,1950.67,1737.39,1409.46,2747.59,1632.65,1675.86,1525.29
252,2106.98,1959.94,1744.33,1415.29,2760.58,1639.83,1683.59,1531.65
253,2116.34,1974.16,1751.36,1421.04,2774.95,1647.02,1691.19,1538.34
254,2125.58,1980.92,1758.26,1426.62,2789.82,1654.39,1698.86,1544.99
255,2132.65,1986.67,1765.08,1432.20,2800.93,1661.11,1703.62,1550.98
256,2139.91,1993.43,1772.06,1437.89,2813.97,1668.30,1711.25,1557.32
257,2147.47,2000.25,1778.97,1443.54,2828.31,1675.48,1718.94,1564.09
258,2158.81,2007.83,1785.88,1449.41,2840.91,1682.69,1729.25,1570.09
259,2166.68,2015.68,1792.79,1455.05,2852.97,1689.26,1734.03,1576.25
260,2178.00,2028.63,1799.93,1460.93,2868.77,1696.46,1741.66,1583.47
261,2189.08,2036.67,1806.84,1466.59,2881.28,1703.65,1749.22,1589.63
262,2199.13,2044.36,1813.44,1472.16,2893.62,1710.83,1756.82,1595.88
263,2208.66,2051.41,1820.41,1477.83,2906.59,1717.41,1764.40,1602.30
264,2215.63,2057.19,1826.94,1483.07,2916.09,1723.38,1769.16,1607.95
265,2225.60,2064.41,1833.58,1488.52,2927.67,1729.95,1776.71,1613.92
266,2235.67,2071.62,1840.49,1494.12,2940.18,1736.53,1784.31,1620.16
267,2242.71,2078.22,1847.32,1499.58,2951.77,1743.10,1791.86,1626.15
268,2249.88,2083.78,1853.99,1505.02,2961.48,1749.07,1796.63,1631.87
269,2259.66,2091.00,1860.89,1510.69,2974.46,1755.65,1804.38,1638.12
270,2266.64,2097.83,1867.51,1516.07,2986.96,1762.22,1812.07,1644.38
271,2276.30,2104.72,1874.38,1521.60,2999.01,1768.80,1816.84,1650.62
272,2285.91,2111.53,1881.17,1527.05,3011.52,1775.38,1824.37,1656.90
273,2295.74,2127.10,1888.04,1532.61,3024.03,1782.14,1831.98,1663.20
274,2302.69,2136.89,1894.82,1538.08,3034.69,1788.15,1836.75,1669.13
275,2309.64,2141.82,1901.64,1543.39,3045.34,1794.73,1841.52,1674.98
276,2316.47,2146.77,1908.10,1548.84,3053.68,1800.70,1846.29,1680.44
277,2323.46,2151.69,1914.89,1554.28,3063.40,1806.84,1851.05,1686.09
278,2332.50,2156.82,1921.75,1559.77,3074.52,1813.58,1855.91,1692.07
279,2339.48,2161.74,1927.83,1564.94,3084.24,1819.55,1860.77,1697.77
280,2348.36,2166.86,1934.23,1570.18,3093.97,1825.52,1865.54,1703.53
281,2355.11,2174.60,1940.57,1575.40,3103.23,1831.83,1870.31,1709.16
282,2363.32,2190.77,1946.83,1580.54,3111.65,1837.96,1875.07,1714.73
283,2371.31,2204.88,1953.47,1585.97,3120.45,1843.93,1879.86,1720.67
284,2378.06,2220.13,1960.19,1591.34,3130.18,1849.90,1884.70,1726.33
285,2385.84,2232.32,1966.31,1596.33,3137.58,1855.29,1889.44,1731.65
286,2394.80,2243.88,1973.36,1601.99,3150.09,1861.86,1897.02,1737.89
287,2401.64,2257.66,1979.98,1607.37,3159.88,1868.44,1901.79,1743.61
288,2408.61,2269.05,1986.76,1612.87,3171.00,1875.01,1909.33,1749.67
289,2417.42,2280.67,1993.31,1618.29,3181.65,1881.59,1914.10,1755.56
290,2426.05,2292.02,1999.99,1623.66,3191.41,1887.56,1918.87,1761.31
291,2434.72,2305.95,2006.53,1628.95,3201.59,1893.53,1923.63,1767.15
292,2443.61,2317.30,2013.11,1634.30,3211.81,1899.49,1928.39,1772.98
293,2452.42,2331.06,2019.71,1639.66,3222.00,1905.46,1933.24,1778.79
294,2461.09,2342.40,2026.28,1645.03,3232.68,1911.43,1940.79,1784.73
295,2471.11,2353.95,2033.18,1650.64,3245.37,1918.01,1948.38,1791.00
296,2481.23,2365.30,2040.08,1656.28,3258.82,1924.58,1956.04,1797.43
297,2490.23,2376.92,2046.62,1661.65,3269.48,1931.19,1960.81,1803.33
298,2497.30,2388.27,2053.34,1667.09,3281.06,1937.16,1968.38,1809.41
299,2504.47,2399.85,2060.24,1672.57,3293.28,1943.13,1975.97,1815.56
300,2511.46,2411.40,2067.00,1678.01,3304.87,1949.10,1983.62,1821.67
301,2518.53,2422.95,2073.87,1683.45,3316.45,1955.07,1988.39,1827.87
302,2527.40,2434.50,2080.57,1688.88,3328.03,1961.64,1995.96,1833.94
303,2534.80,2446.45,2087.47,1694.55,3341.95,1968.82,2003.48,1840.45
304,2542.18,2458.00,2094.40,1700.32,3358.70,1976.01,2011.18,1847.40
305,2550.67,2472.82,2101.49,1705.93,3372.73,1983.20,2018.80,1853.90
306,2558.87,2485.97,2108.39,1711.61,3386.65,1990.38,2026.39,1860.31
307,2566.48,2496.49,2115.18,1717.08,3397.30,1996.96,2031.15,1866.30
308,2574.95,2502.67,2122.19,1722.77,3411.18,2004.24,2038.76,1872.99
309,2581.92,2507.82,2128.87,1728.14,3421.83,2010.81,2043.50,1878.79
310,2589.07,2513.58,2135.77,1733.77,3435.38,2017.99,2051.12,1885.21
311,2596.26,2519.37,2142.49,1739.26,3448.11,2024.57,2058.83,1891.48
312,2605.58,2525.33,2149.45,1744.87,3462.54,2031.84,2066.40,1898.11
313,2615.33,2531.51,2156.35,1750.53,3476.45,2039.02,2073.98,1904.62
314,2625.34,2537.67,2163.25,1756.18,3490.36,2046.20,2081.57,1911.17
315,2635.19,2543.85,2170.22,1761.86,3504.27,2053.44,2089.14,1917.52
316,2642.58,2550.22,2177.14,1767.57,3516.43,2061.23,2096.75,1923.76
317,2650.04,2559.22,2184.04,1773.35,3532.21,2068.41,2104.34,1930.53
318,2657.34,2570.33,2190.90,1778.86,3544.25,2074.99,2111.99,1936.78
319,2664.24,2578.50,2197.80,1784.37,3555.83,2081.62,2116.76,1942.85
320,2671.02,2586.67,2204.05,1789.61,3565.61,2087.58,2121.51,1948.61
321,2678.10,2598.34,2209.46,1794.39,3572.55,2092.94,2126.28,1953.85
322,2685.88,2612.04,2215.69,1799.60,3580.41,2098.91,2131.05,1959.45
323,2694.08,2618.21,2222.51,1805.06,3590.23,2105.49,2135.81,1965.65
324,2702.13,2624.18,2229.15,1810.40,3600.42,2111.45,2140.57,1971.50
325,2709.71,2629.73,2235.59,1815.60,3609.24,2117.42,2145.35,1977.07
326,2716.88,2634.88,2241.66,1820.69,3617.57,2123.39,2150.12,1982.54
327,2723.87,2640.44,2248.41,1826.03,3626.36,2129.36,2154.95,1988.11
328,2730.89,2647.66,2255.30,1831.63,3640.36,2135.93,2162.65,1994.69
329,2739.84,2654.45,2262.07,1837.10,3653.33,2142.51,2170.33,2001.04
330,2747.05,2660.21,2268.97,1842.73,3664.75,2149.08,2178.26,2007.04
331,2755.59,2666.59,2275.81,1848.30,3675.46,2155.71,2183.10,2012.94
332,2762.52,2673.05,2282.40,1853.73,3687.20,2161.68,2187.87,2018.96
333,2769.52,2679.84,2289.28,1859.29,3699.24,2168.26,2195.43,2025.12
334,2778.40,2686.43,2295.89,1864.66,3709.89,2174.83,2200.20,2031.01
335,2786.95,2698.47,2302.67,1870.18,3720.54,2180.80,2207.80,2036.81
336,2795.41,2708.93,2309.25,1875.54,3731.19,2186.77,2212.55,2042.74
337,2804.02,2715.53,2315.58,1880.83,3741.59,2192.73,2217.32,2048.96
338,2810.78,2721.60,2322.05,1886.11,3750.39,2198.70,2222.08,2054.51
339,2819.04,2727.59,2328.71,1891.55,3759.73,2204.79,2226.85,2060.17
340,2826.03,2734.40,2335.04,1896.81,3769.92,2210.94,2234.35,2065.97
341,2833.10,2740.60,2341.46,1902.06,3779.64,2216.95,2239.11,2071.70
342,2840.10,2747.45,2347.93,1907.31,3790.75,2222.91,2243.88,2077.64
343,2847.27,2753.85,2354.70,1912.80,3800.94,2229.65,2251.42,2083.49
344,2856.07,2760.04,2361.20,1918.12,3810.36,2235.70,2256.18,2089.14
345,2864.42,2766.23,2367.63,1923.40,3820.11,2241.66,2260.95,2094.93
346,2873.09,2772.63,2374.08,1928.58,3830.76,2247.63,2265.72,2100.78
347,2881.96,2779.03,2380.62,1933.88,3841.41,2253.61,2270.48,2106.71
348,2888.94,2785.43,2387.14,1939.18,3851.59,2259.58,2275.24,2112.56
349,2897.15,2791.41,2393.58,1944.48,3860.39,2265.55,2280.05,2118.03
350,2904.12,2797.83,2400.16,1949.80,3870.12,2271.51,2287.66,2123.87
351,2911.07,2804.64,2406.63,1955.10,3880.76,2277.52,2292.43,2129.80
352,2918.23,2812.29,2413.39,1960.54,3892.34,2284.11,2299.99,2136.18
353,2929.29,2820.55,2420.29,1966.19,3906.70,2291.29,2307.55,2142.61
354,2936.45,2828.82,2427.19,1971.84,3922.48,2297.86,2315.12,2149.60
355,2943.39,2842.12,2434.08,1977.41,3936.97,2304.47,2322.72,2156.11
