Timesteps,AmgClassCPU,AmgFreeCPU,CgDiagCPU,CgLusgsCPU,GmresDiagCPU,GmresLusgsCPU,CgDiagGPU,GmresDiagGPU
1217,6530.95,5732.21,5420.28,4499.04,8306.74,5232.37,4796.79,5278.65
1218,6537.10,5737.15,5424.87,4502.78,8314.17,5236.95,4800.23,5283.29
1219,6543.10,5742.01,5429.31,4506.45,8321.27,5241.10,4803.65,5287.61
1220,6549.11,5746.67,5433.61,4510.17,8328.05,5245.25,4807.13,5291.86
1221,6554.28,5750.65,5437.71,4513.68,8333.30,5249.40,4810.61,5295.78
1222,6559.04,5755.60,5442.12,4517.38,8340.08,5253.55,4814.07,5300.02
1223,6565.63,5760.68,5446.57,4521.10,8346.86,5257.85,4817.58,5304.27
1224,6571.40,5765.60,5450.97,4524.76,8353.32,5262.01,4821.27,5308.44
1225,6576.13,5770.82,5455.56,4528.49,8361.09,5266.58,4824.69,5312.89
1226,6580.84,5775.90,5460.08,4532.25,8368.19,5271.15,4828.13,5317.20
1227,6585.57,5783.90,5464.15,4535.86,8373.67,5275.31,4831.58,5321.22
1228,6591.12,5793.37,5468.47,4539.46,8378.51,5279.04,4835.14,5325.35
1229,6595.75,5797.61,5472.35,4542.93,8383.41,5282.77,4838.56,5329.18
1230,6600.35,5801.45,5476.57,4546.49,8388.90,5286.92,4842.01,5333.12
1231,6604.99,5805.83,5480.86,4550.11,8394.71,5291.07,4845.45,5337.13
1232,6610.81,5810.50,5485.22,4553.77,8401.17,5295.23,4848.88,5341.26
1233,6616.61,5815.11,5490.00,4557.56,8407.70,5299.38,4854.35,5345.43
1234,6621.30,5819.22,5494.22,4561.13,8413.87,5303.53,4857.80,5349.50
1235,6625.79,5823.47,5498.33,4564.61,8419.03,5307.35,4861.24,5353.41
1236,6630.31,5827.86,5502.52,4568.18,8424.52,5311.50,4864.65,5357.39
1237,6634.88,5832.38,5506.89,4571.82,8430.34,5315.65,4868.09,5361.44
1238,6639.53,5837.18,5511.27,4575.49,8436.82,5319.81,4871.53,5365.61
1239,6644.16,5842.04,5515.59,4579.14,8442.95,5323.96,4874.97,5369.74
1240,6648.89,5846.56,5519.42,4582.50,8447.78,5327.69,4878.40,5373.52
1241,6655.04,5851.63,5523.66,4586.12,8452.94,5332.03,4881.87,5377.44
1242,6660.33,5855.74,5527.88,4589.66,8458.54,5336.26,4885.35,5381.49
1243,6666.33,5860.40,5532.20,4593.30,8464.36,5340.41,4888.79,5385.65
1244,6671.95,5865.16,5536.54,4596.96,8470.82,5344.56,4892.23,5390.11
1245,6676.64,5869.85,5540.91,4600.63,8477.91,5348.71,4895.63,5394.45
1246,6681.35,5874.38,5545.16,4604.21,8483.78,5352.86,4899.07,5398.53
1247,6687.08,5878.76,5549.94,4608.10,8490.56,5357.50,4904.57,5402.86
1248,6691.95,5883.70,5554.42,4611.80,8496.37,5361.65,4908.02,5406.99
1249,6697.84,5888.77,5558.84,4615.51,8503.14,5365.80,4911.46,5411.28
1250,6702.56,5893.71,5563.33,4619.19,8509.95,5369.95,4914.91,5415.77
1251,6708.93,5898.51,5568.10,4623.05,8516.73,5374.11,4920.47,5420.21
1252,6714.98,5903.45,5572.50,4626.73,8523.83,5378.26,4924.16,5424.62
1253,6719.57,5908.53,5576.93,4630.49,8530.99,5382.90,4927.60,5429.23
1254,6724.15,5913.34,5581.37,4634.19,8537.50,5387.05,4931.04,5433.62
1255,6728.73,5918.00,5585.53,4637.79,8542.98,5391.20,4934.57,5437.89
1256,6733.89,5922.11,5589.56,4641.27,8548.46,5395.36,4938.01,5442.01
1257,6739.46,5926.64,5593.86,4644.88,8554.26,5399.51,4941.45,5446.28
1258,6744.97,5931.30,5598.21,4648.53,8560.17,5403.66,4944.90,5450.57
1259,6750.52,5935.83,5602.54,4652.18,8566.30,5407.81,4948.34,5454.81
1260,6755.09,5940.41,5606.77,4655.78,8572.43,5411.96,4951.79,5459.09
1261,6759.70,5944.94,5611.01,4659.45,8578.56,5416.11,4955.23,5463.43
1262,6764.26,5949.60,5615.24,4663.03,8584.38,5420.27,4958.68,5467.67
1263,6770.23,5954.54,5619.57,4666.70,8590.19,5424.42,4962.12,5471.91
1264,6776.08,5959.21,5623.47,4670.14,8595.35,5428.15,4965.54,5475.89
1265,6780.81,5964.15,5627.84,4673.82,8601.48,5432.47,4968.99,5480.04
1266,6787.07,5969.09,5632.37,4677.57,8608.38,5436.63,4972.43,5484.22
1267,6793.43,5973.76,5636.74,4681.18,8614.51,5441.20,4975.88,5488.32
1268,6799.56,5978.56,5641.09,4684.90,8621.61,5445.35,4979.32,5492.70
1269,6805.54,5982.81,5645.48,4688.58,8629.04,5449.50,4982.81,5497.16
1270,6810.16,5987.21,5649.62,4692.06,8634.28,5453.66,4986.50,5501.20
1271,6815.68,5993.41,5653.90,4695.62,8639.44,5457.97,4989.95,5505.21
1272,6820.97,6000.03,5658.26,4699.23,8645.89,5462.12,4993.39,5509.42
1273,6825.69,6006.57,5662.55,4702.71,8651.38,5466.28,4996.83,5513.44
1274,6831.25,6010.12,5667.21,4706.34,8656.86,5470.43,5002.28,5517.42
1275,6837.12,6013.62,5671.59,4709.98,8663.31,5474.58,5005.68,5521.60
1276,6842.76,6017.07,5675.80,4713.56,8668.79,5478.74,5009.14,5525.60
1277,6848.33,6020.49,5680.05,4717.08,8673.62,5483.06,5012.58,5529.44
1278,6854.05,6023.77,5684.33,4720.64,8679.75,5487.21,5016.02,5533.51
1279,6858.63,6027.05,5688.57,4724.29,8684.97,5491.36,5019.46,5537.48
1280,6863.24,6030.33,5693.00,4728.06,8691.74,5495.52,5022.90,5541.80
1281,6869.62,6033.75,5697.45,4731.83,8698.52,5500.09,5026.34,5546.27
1282,6875.48,6037.03,5701.82,4735.60,8705.30,5504.29,5029.83,5550.72
1283,6880.63,6040.41,5705.61,4738.94,8709.87,5508.12,5033.50,5554.58
1284,6886.21,6043.77,5709.92,4742.52,8715.67,5512.27,5037.32,5558.70
1285,6892.08,6047.05,5714.22,4746.14,8721.80,5516.43,5040.80,5563.07
1286,6897.84,6050.33,5718.59,4749.80,8727.93,5520.58,5044.42,5567.19
1287,6903.16,6053.61,5722.90,4753.44,8733.76,5524.73,5047.95,5571.28
1288,6908.70,6056.89,5727.30,4757.12,8739.56,5528.90,5051.49,5575.34
1289,6914.48,6060.17,5731.76,4760.86,8746.02,5533.25,5055.01,5579.52
1290,6921.04,6063.78,5736.05,4764.42,8751.50,5537.42,5058.47,5583.57
1291,6925.89,6069.97,5740.10,4767.90,8756.71,5541.15,5061.91,5587.42
1292,6931.30,6076.57,5744.55,4771.55,8762.51,5545.30,5065.35,5591.61
1293,6937.14,6082.76,5748.87,4775.20,8768.32,5549.45,5068.84,5595.99
1294,6943.50,6090.34,5753.24,4778.87,8774.77,5553.61,5072.53,5600.26
1295,6948.20,6096.01,5757.63,4782.55,8781.91,5557.88,5075.96,5604.61
1296,6954.35,6103.06,5761.98,4786.34,8789.01,5562.03,5079.40,5608.87
1297,6959.75,6108.43,5766.20,4789.92,8794.82,5566.18,5082.84,5612.98
1298,6966.11,6115.38,5770.60,4793.59,8801.59,5570.33,5086.28,5617.29
1299,6970.80,6118.80,5774.69,4797.12,8807.43,5574.49,5089.70,5621.40
1300,6975.52,6124.30,5779.08,4800.75,8813.88,5578.64,5093.14,5625.64
1301,6981.80,6130.08,5783.53,4804.45,8820.66,5582.82,5096.58,5630.03
1302,6986.50,6136.14,5787.73,4807.97,8825.82,5586.97,5100.02,5634.23
1303,6991.36,6142.11,5792.25,4811.69,8831.68,5591.12,5103.46,5638.30
1304,6997.20,6145.67,5796.55,4815.29,8837.84,5595.27,5106.93,5642.54
1305,7003.07,6149.22,5800.85,4818.90,8843.97,5599.43,5110.43,5646.80
1306,7008.07,6152.77,5804.83,4822.37,8848.80,5603.16,5113.86,5650.83
1307,7012.65,6158.28,5809.23,4826.09,8854.93,5607.33,5117.30,5655.11
1308,7019.03,6164.04,5813.67,4829.87,8861.38,5611.91,5120.72,5659.44
1309,7025.15,6169.55,5818.09,4833.64,8867.51,5616.06,5124.16,5663.94
1310,7029.77,6175.06,5822.23,4837.30,8872.99,5620.21,5127.60,5668.24
1311,7035.05,6180.56,5826.37,4840.81,8878.47,5624.36,5131.03,5672.60
1312,7039.74,6186.07,5830.78,4844.47,8884.66,5628.52,5134.50,5676.81
1313,7044.47,6191.79,5835.17,4848.16,8891.44,5632.85,5137.95,5681.19
1314,7050.45,6197.30,5839.52,4851.80,8897.90,5637.01,5141.38,5685.69
1315,7056.91,6202.94,5843.50,4855.27,8903.05,5640.74,5144.78,5689.66
1316,7062.33,6208.59,5847.65,4858.75,8907.92,5644.47,5148.22,5693.56
1317,7067.65,6214.19,5851.79,4862.26,8913.08,5648.20,5151.66,5697.54
1318,7073.38,6219.85,5856.11,4865.90,8918.88,5652.35,5155.10,5701.64
1319,7078.11,6225.50,5860.12,4869.37,8924.36,5656.63,5158.55,5705.68
1320,7083.86,6231.01,5864.42,4872.95,8929.85,5660.78,5161.99,5709.68
1321,7089.47,6236.51,5868.64,4876.48,8935.08,5664.93,5165.43,5713.67
1322,7094.20,6242.41,5872.96,4880.10,8941.21,5669.08,5168.87,5717.80
1323,7099.06,6248.32,5877.21,4883.73,8947.66,5673.23,5172.31,5722.07
1324,7104.68,6252.83,5881.47,4887.35,8953.79,5677.39,5175.74,5726.29
1325,7110.45,6259.57,5885.73,4890.94,8960.02,5681.62,5179.18,5730.49
1326,7116.59,6266.59,5890.06,4894.57,8967.44,5685.78,5182.69,5734.94
1327,7121.36,6271.68,5894.49,4898.27,8973.57,5689.94,5186.16,5739.22
1328,7126.09,6276.63,5898.83,4901.90,8979.70,5694.09,5189.60,5743.74
1329,7130.84,6280.89,5902.97,4905.43,8984.93,5698.24,5193.05,5748.02
1330,7135.60,6285.14,5907.30,4909.01,8990.74,5702.39,5196.88,5752.22
1331,7141.63,6290.10,5911.62,4912.64,8997.84,5706.55,5200.54,5756.69
1332,7146.31,6294.11,5915.86,4916.22,9003.32,5710.28,5204.23,5760.75
1333,7151.17,6298.64,5920.63,4919.98,9009.83,5714.43,5207.67,5765.04
1334,7155.93,6303.32,5924.93,4923.61,9015.31,5718.59,5211.11,5769.11
1335,7160.66,6308.27,5929.39,4927.31,9021.76,5722.74,5214.56,5773.70
1336,7166.95,6313.40,5933.84,4931.08,9028.54,5727.31,5218.00,5778.22
1337,7172.81,6318.15,5938.14,4934.81,9034.43,5731.59,5221.44,5782.29
1338,7178.74,6322.96,5942.30,4938.40,9039.59,5735.77,5224.89,5786.31
1339,7183.50,6327.49,5946.49,4941.94,9045.07,5739.92,5228.34,5790.42
1340,7188.50,6332.86,5950.62,4945.49,9050.56,5744.07,5231.84,5794.45
1341,7194.81,6338.30,5955.10,4949.15,9056.40,5748.23,5235.48,5798.56
1342,7199.81,6343.16,5959.23,4952.71,9062.21,5752.38,5239.17,5802.55
1343,7205.25,6347.41,5963.56,4956.33,9067.69,5756.57,5242.61,5806.59
1344,7210.85,6351.81,5967.90,4959.94,9074.79,5760.72,5246.05,5810.96
1345,7216.30,6356.07,5972.13,4963.49,9080.98,5764.87,5249.49,5815.12
1346,7221.76,6360.46,5976.35,4966.95,9086.24,5768.61,5252.93,5819.08
1347,7227.79,6365.16,5981.14,4970.74,9093.00,5773.18,5256.38,5823.43
1348,7232.53,6369.84,5985.92,4974.49,9099.13,5777.33,5261.92,5827.58
1349,7237.28,6374.65,5990.27,4978.15,9105.61,5781.58,5265.36,5831.81
1350,7242.19,6379.60,5994.98,4982.01,9112.10,5786.15,5270.80,5836.04
1351,7247.08,6384.55,5999.37,4985.75,9119.20,5790.30,5274.25,5840.41
1352,7252.82,6388.77,6003.59,4989.34,9125.66,5794.46,5277.69,5844.53
1353,7258.80,6393.93,6008.01,4993.04,9132.25,5798.61,5281.14,5848.77
1354,7264.99,6398.74,6012.26,4996.66,9138.41,5802.76,5284.67,5853.20
1355,7270.90,6403.41,6016.43,5000.23,9144.54,5806.94,5288.11,5857.33
1356,7275.84,6407.53,6020.13,5003.56,9149.06,5810.67,5291.54,5861.15
1357,7280.57,6411.65,6024.30,5007.11,9154.54,5814.83,5294.98,5865.17
1358,7285.29,6417.79,6028.49,5010.66,9160.39,5818.98,5298.43,5869.24
1359,7290.67,6421.90,6032.78,5014.23,9166.20,5823.13,5301.85,5873.33
1360,7295.39,6426.16,6036.79,5017.71,9171.36,5826.86,5305.28,5877.36
1361,7301.10,6430.42,6040.81,5021.20,9176.84,5831.08,5308.75,5881.66
1362,7305.94,6435.51,6045.23,5024.91,9183.03,5835.23,5312.19,5885.89
1363,7310.62,6440.57,6049.57,5028.59,9189.52,5839.38,5315.63,5890.20
1364,7315.38,6445.79,6054.07,5032.31,9196.29,5843.54,5319.07,5894.78
1365,7320.51,6451.30,6058.56,5036.24,9203.40,5847.69,5322.52,5899.22
1366,7328.01,6456.39,6063.04,5039.96,9209.53,5851.84,5325.96,5903.45
1367,7333.02,6461.39,6067.01,5043.45,9214.69,5856.12,5329.39,5907.46
1368,7340.63,6465.15,6071.15,5047.03,9220.17,5860.27,5332.89,5911.55
1369,7347.58,6468.84,6075.28,5050.61,9226.30,5864.42,5336.58,5915.77
1370,7354.67,6472.53,6079.52,5054.15,9231.51,5868.15,5340.02,5920.03
1371,7361.46,6476.21,6083.79,5057.81,9237.33,5872.30,5343.46,5924.41
1372,7366.45,6479.90,6088.29,5061.65,9244.10,5876.46,5346.91,5928.78
1373,7371.47,6483.58,6092.53,5065.26,9250.89,5880.71,5350.35,5933.15
1374,7378.14,6487.28,6096.72,5068.85,9257.38,5884.94,5353.78,5937.41
1375,7384.85,6491.15,6100.87,5072.41,9263.18,5889.09,5357.26,5941.61
1376,7391.20,6494.83,6105.45,5076.11,9268.99,5893.24,5360.74,5945.92
1377,7396.20,6498.52,6109.72,5079.70,9274.47,5897.40,5364.18,5950.05
1378,7402.63,6502.20,6113.93,5083.27,9279.96,5901.55,5367.62,5954.07
1379,7410.26,6505.89,6118.34,5087.01,9285.82,5905.77,5371.07,5958.37
1380,7415.17,6509.57,6122.78,5090.73,9292.27,5909.97,5374.50,5962.77
1381,7420.05,6513.34,6127.20,5094.44,9298.73,5914.12,5377.94,5967.16
1382,7427.73,6517.14,6131.64,5098.11,9304.86,5918.28,5381.39,5971.30
1383,7435.40,6520.82,6136.02,5101.81,9311.13,5922.43,5384.94,5975.50
1384,7440.45,6524.51,6140.38,5105.51,9317.26,5926.58,5388.63,5979.67
1385,7445.46,6528.19,6144.81,5109.30,9323.72,5930.83,5392.08,5983.91
1386,7452.40,6532.01,6149.20,5113.01,9329.53,5934.99,5395.52,5987.96
1387,7460.12,6535.84,6153.75,5116.75,9335.74,5939.14,5398.96,5992.13
1388,7467.87,6539.94,6158.26,5120.47,9342.20,5943.30,5402.41,5996.35
1389,7480.20,6551.32,6165.20,5126.27,9352.81,5950.27,5407.92,6003.22
1390,7492.32,6561.18,6169.76,5130.05,9359.32,5954.91,5413.47,6007.82
1391,7504.09,6570.91,6176.63,5136.05,9369.62,5961.49,5418.99,6014.69
1392,7515.76,6580.21,6183.53,5141.78,9379.58,5968.04,5424.49,6021.55
1393,7527.74,6589.78,6190.34,5147.49,9390.00,5974.60,5430.04,6028.51
1394,7539.82,6599.27,6197.13,5153.18,9399.63,5981.26,5435.57,6035.32
1395,7551.58,6608.79,6203.85,5158.92,9409.60,5987.82,5441.12,6042.28
1396,7563.20,6618.15,6210.47,5164.59,9420.21,5994.38,5446.61,6049.19
1397,7574.44,6627.25,6216.92,5170.13,9429.52,6000.93,5452.14,6055.90
1398,7585.61,6635.77,6223.11,5175.64,9437.28,6007.18,5457.61,6062.49
1399,7596.52,6644.65,6229.41,5181.02,9444.97,6013.33,5463.13,6068.94
1400,7607.43,6653.38,6235.67,5184.84,9453.32,6017.90,5468.60,6075.51
1401,7615.11,6661.59,6240.20,5188.59,9459.77,6022.05,5474.11,6079.88
1402,7622.75,6665.67,6244.71,5192.33,9466.23,6026.21,5477.55,6084.34
1403,7628.35,6671.23,6249.19,5196.07,9472.36,6030.47,5480.99,6088.50
1404,7633.24,6675.88,6253.56,5199.60,9477.84,6034.25,5484.47,6092.59
1405,7638.46,6679.98,6257.90,5203.27,9482.71,6038.41,5487.96,6096.73
1406,7646.20,6684.22,6262.35,5206.99,9488.52,6042.56,5491.73,6100.86
1407,7653.88,6688.68,6266.82,5210.77,9494.65,6046.71,5495.43,6105.01
1408,7661.61,6693.12,6271.29,5214.50,9500.78,6050.87,5498.86,6109.16
1409,7669.33,6697.50,6275.76,5218.23,9506.69,6055.10,5502.30,6113.25
1410,7677.06,6701.88,6280.28,5221.94,9512.56,6059.36,5505.74,6117.29
1411,7684.78,6706.25,6284.73,5225.66,9518.37,6063.51,5509.24,6121.39
1412,7692.58,6710.63,6289.18,5229.37,9524.50,6067.66,5512.68,6125.55
1413,7700.23,6715.05,6293.63,5233.08,9530.65,6071.82,5516.12,6129.72
1414,7707.87,6719.29,6298.09,5236.80,9537.16,6075.97,5519.56,6133.89
1415,7718.75,6723.39,6302.57,5240.51,9543.29,6080.17,5523.00,6138.06
1416,7724.58,6727.49,6307.21,5244.22,9549.10,6084.34,5526.45,6142.15
1417,7732.27,6731.73,6311.70,5247.92,9554.58,6088.49,5529.95,6146.14
1418,7738.46,6735.98,6316.07,5251.61,9560.07,6092.64,5533.69,6150.19
1419,7744.66,6740.52,6320.46,5255.27,9565.88,6096.80,5537.13,6154.25
1420,7751.53,6745.17,6324.86,5259.02,9572.66,6100.95,5540.57,6158.51
1421,7762.24,6749.69,6329.23,5262.72,9578.79,6105.15,5544.01,6162.72
1422,7769.94,6754.20,6333.56,5266.39,9584.95,6109.34,5547.45,6166.95
1423,7780.76,6758.44,6337.69,5269.88,9590.11,6113.50,5550.88,6171.16
1424,7788.36,6763.16,6342.14,5273.60,9597.54,6117.65,5554.32,6175.49
1425,7794.24,6767.29,6346.51,5277.26,9603.99,6121.80,5557.76,6179.73
1426,7805.10,6771.39,6350.89,5280.92,9610.24,6125.96,5561.20,6184.04
1427,7815.85,6776.18,6355.35,5284.65,9616.37,6130.11,5564.64,6188.25
1428,7823.60,6786.05,6359.85,5288.38,9622.82,6134.26,5568.09,6192.54
1429,7831.27,6794.74,6364.34,5292.12,9628.63,6138.41,5571.61,6196.74
1430,7842.07,6802.97,6368.82,5295.84,9634.77,6142.57,5575.31,6201.12
1431,7849.76,6810.50,6373.29,5299.57,9640.90,6146.72,5578.75,6205.23
1432,7857.46,6819.14,6377.80,5303.32,9647.02,6150.87,5582.21,6209.34
1433,7865.24,6824.24,6382.31,5307.08,9652.83,6155.07,5585.67,6213.46
1434,7870.42,6829.38,6386.78,5310.95,9658.70,6159.24,5589.23,6217.75
1435,7876.84,6833.20,6391.22,5314.67,9664.51,6163.40,5592.67,6221.84
1436,7883.29,6836.89,6395.66,5318.39,9670.32,6167.55,5596.12,6226.02
1437,7888.91,6840.62,6400.02,5322.05,9675.80,6171.70,5599.56,6230.24
1438,7894.11,6844.31,6403.90,5325.47,9680.67,6175.86,5602.99,6234.12
1439,7899.99,6847.86,6407.96,5328.87,9685.54,6179.62,5606.43,6238.03
1440,7905.74,6851.40,6411.72,5332.22,9690.06,6183.35,5609.87,6241.91
1441,7910.60,6854.95,6415.79,5335.92,9694.57,6187.09,5613.31,6245.95
1442,7915.51,6858.50,6419.77,5339.26,9699.08,6190.82,5616.74,6249.75
1443,7920.24,6862.05,6423.81,5342.79,9703.59,6194.55,5620.18,6253.87
1444,7925.43,6865.48,6427.66,5346.12,9708.87,6198.28,5623.61,6257.83
1445,7930.92,6868.90,6431.36,5349.44,9713.05,6202.02,5627.02,6261.82
1446,7935.64,6872.31,6435.41,5352.95,9718.21,6206.27,5630.47,6265.86
1447,7940.45,6875.72,6439.61,5356.51,9724.02,6210.44,5634.03,6270.08
1448,7946.07,6879.14,6443.83,5360.18,9730.15,6214.59,5637.72,6274.30
1449,7950.80,6882.55,6448.24,5363.84,9736.60,6218.74,5641.16,6278.64
1450,7955.54,6885.96,6452.68,5367.52,9743.71,6222.90,5644.60,6283.30
1451,7961.01,6889.51,6456.91,5371.07,9749.51,6227.05,5648.04,6287.48
1452,7966.23,6892.94,6461.01,5374.46,9754.03,6230.78,5651.49,6291.28
1453,7971.17,6896.35,6464.68,5377.77,9758.62,6234.51,5654.88,6295.09
1454,7975.76,6899.76,6468.35,5381.07,9763.13,6238.24,5658.31,6298.93
1455,7980.35,6903.17,6472.28,5384.44,9767.64,6241.98,5661.74,6302.85
1456,7984.94,6906.59,6475.95,5387.88,9772.48,6245.71,5665.17,6307.08
1457,7989.61,6910.00,6479.63,5391.25,9776.66,6249.44,5668.65,6311.10
1458,7994.25,6913.45,6483.48,5394.74,9781.23,6253.17,5672.35,6314.94
1459,7998.84,6916.88,6487.71,5398.34,9787.06,6257.38,5675.80,6319.08
1460,8003.58,6920.29,6491.79,5401.86,9793.52,6261.53,5679.24,6323.34
1461,8008.32,6923.71,6495.88,5405.40,9799.65,6265.68,5682.76,6327.60
1462,8013.08,6927.12,6500.28,5409.10,9805.48,6269.84,5686.45,6331.96
1463,8018.74,6930.66,6505.06,5412.82,9811.38,6273.99,5689.89,6336.19
1464,8023.62,6934.08,6508.91,5416.21,9815.56,6277.72,5693.30,6340.13
1465,8028.97,6937.52,6513.01,5419.73,9821.69,6281.93,5696.75,6344.53
1466,8033.69,6941.04,6517.22,5423.31,9827.82,6286.09,5700.19,6348.91
1467,8038.64,6944.46,6520.96,5426.62,9832.74,6289.82,5703.62,6353.03
1468,8043.53,6948.00,6524.64,5429.89,9837.25,6293.55,5707.07,6356.84
1469,8048.10,6951.55,6528.55,5433.31,9841.76,6297.28,5710.49,6360.71
1470,8053.16,6955.10,6532.39,5436.71,9846.60,6301.01,5713.89,6364.55
1471,8058.35,6958.65,6536.13,5440.11,9851.11,6304.78,5717.30,6368.40
1472,8063.31,6962.20,6539.87,5443.50,9855.62,6308.53,5720.70,6372.24
1473,8068.70,6965.91,6543.82,5447.09,9860.78,6312.68,5724.13,6376.22
1474,8073.33,6969.48,6547.77,5450.69,9866.26,6316.84,5727.56,6380.19
1475,8077.93,6973.03,6551.71,5454.27,9870.77,6320.57,5730.97,6384.07
1476,8082.99,6976.58,6555.68,5457.90,9876.25,6324.72,5734.49,6388.38
1477,8087.60,6980.13,6559.63,5461.68,9882.08,6328.88,5737.91,6392.45
1478,8092.35,6983.67,6563.69,5465.26,9888.22,6333.06,5741.35,6396.56
1479,8097.12,6987.23,6567.75,5468.78,9893.70,6337.21,5744.83,6400.66
1480,8101.84,6990.99,6571.83,5472.33,9899.50,6341.36,5748.32,6404.72
1481,8107.04,6994.54,6575.97,5475.86,9905.32,6345.51,5751.76,6408.82
1482,8112.46,6998.22,6580.36,5479.42,9910.97,6349.67,5755.20,6412.82
1483,8117.54,7003.72,6584.09,5482.73,9915.54,6353.40,5758.60,6416.79
1484,8122.28,7009.22,6588.18,5486.23,9920.37,6357.16,5762.09,6420.93
1485,8127.77,7015.18,6592.29,5489.68,9925.53,6361.31,5765.78,6424.95
1486,8132.98,7020.70,6596.11,5493.08,9930.38,6365.04,5769.20,6428.83
1487,8138.05,7024.39,6600.10,5496.63,9935.26,6368.77,5772.71,6432.76
1488,8143.09,7030.02,6604.02,5500.01,9940.09,6372.50,5776.39,6436.64
1489,8148.12,7036.46,6608.31,5503.62,9945.90,6376.66,5779.83,6440.71
1490,8154.17,7043.14,6612.44,5507.16,9950.73,6380.45,5783.28,6444.62
1491,8159.63,7049.98,6616.55,5510.71,9956.64,6384.60,5786.78,6449.01
1492,8164.43,7054.08,6620.38,5514.14,9961.17,6388.33,5790.21,6452.77
1493,8169.22,7058.32,6624.25,5517.75,9966.01,6392.07,5793.63,6456.64
1494,8174.08,7063.17,6629.02,5521.97,9971.49,6396.22,5797.08,6460.66
1495,8180.28,7067.85,6633.45,5525.75,9976.65,6400.37,5800.52,6464.68
1496,8186.06,7071.95,6637.38,5529.11,9981.16,6404.12,5803.94,6468.69
1497,8191.40,7075.64,6641.33,5532.44,9985.67,6407.87,5807.40,6472.58
1498,8196.73,7079.06,6645.15,5535.86,9989.86,6411.60,5810.82,6476.42
1499,8201.80,7082.75,6649.21,5539.23,9994.37,6415.33,5814.26,6480.59
1500,8207.43,7086.99,6653.50,5542.90,10000.18,6419.49,5817.71,6484.91
1501,8213.07,7091.42,6657.68,5546.55,10005.66,6423.64,5821.15,6489.09
1502,8218.68,7095.66,6661.78,5550.19,10011.47,6427.79,5824.59,6493.21
1503,8223.73,7099.49,6665.51,5553.58,10015.98,6431.58,5828.05,6496.97
1504,8228.76,7103.18,6669.21,5556.95,10020.49,6435.31,5831.85,6500.97
1505,8233.82,7106.74,6672.85,5560.26,10024.68,6439.04,5835.31,6505.00
1506,8238.60,7110.43,6677.06,5563.79,10029.19,6442.77,5838.78,6508.93
1507,8243.37,7114.61,6681.51,5567.38,10035.08,6446.92,5842.24,6513.36
1508,8249.25,7119.13,6686.12,5571.00,10041.54,6451.08,5845.68,6517.70
1509,8254.59,7122.82,6690.31,5574.36,10046.05,6454.85,5849.13,6521.68
1510,8260.88,7127.75,6694.79,5578.03,10052.83,6459.02,5852.57,6526.16
1511,8266.78,7132.12,6699.31,5581.59,10059.03,6463.17,5855.97,6530.46
1512,8271.96,7135.95,6703.70,5585.09,10064.52,6466.91,5859.45,6534.45
1513,8276.85,7139.70,6707.53,5588.58,10068.70,6470.64,5862.86,6538.33
1514,8281.45,7143.26,6711.46,5591.97,10072.89,6474.37,5866.30,6542.35
1515,8286.04,7146.68,6715.36,5595.39,10077.73,6478.10,5869.72,6546.36
1516,8290.78,7150.10,6719.02,5598.65,10082.30,6481.90,5873.13,6550.33
1517,8295.68,7153.79,6722.68,5601.95,10086.48,6485.63,5876.54,6554.40
1518,8300.29,7157.34,6726.69,5605.44,10091.65,6489.79,5879.95,6558.60
1519,8305.63,7161.58,6730.94,5608.99,10097.45,6493.94,5883.40,6562.79
1520,8311.08,7165.68,6735.01,5612.54,10102.61,6498.09,5886.84,6566.88
1521,8315.95,7169.38,6739.37,5616.21,10108.56,6502.24,5890.29,6571.23
1522,8327.13,7178.27,6746.34,5622.00,10119.50,6509.23,5895.81,6578.32
1523,8334.64,7186.18,6751.12,5626.16,10125.63,6513.38,5901.33,6582.64
1524,8339.75,7189.73,6755.66,5629.96,10132.18,6517.53,5904.77,6587.07
1525,8347.51,7193.15,6759.61,5633.40,10137.03,6521.26,5908.22,6591.03
1526,8352.26,7196.57,6763.54,5636.84,10141.54,6525.00,5911.65,6594.97
1527,8357.00,7199.98,6767.51,5640.27,10147.03,6529.16,5915.14,6599.17
1528,8361.75,7203.39,6771.70,5643.84,10152.51,6533.38,5918.83,6603.14
1529,8367.18,7206.81,6775.69,5647.25,10157.40,6537.11,5922.25,6607.05
1530,8372.55,7210.22,6779.96,5650.83,10163.20,6541.26,5925.70,6611.18
1531,8377.30,7213.74,6783.68,5654.21,10168.04,6544.99,5929.10,6614.96
1532,8382.04,7217.28,6787.54,5657.65,10172.55,6548.73,5932.54,6618.82
1533,8386.79,7220.74,6791.68,5661.26,10178.03,6552.88,5935.98,6622.77
1534,8391.66,7224.16,6795.91,5664.87,10184.30,6557.08,5939.42,6626.95
1535,8396.42,7227.57,6800.12,5668.47,10189.79,6561.23,5942.86,6631.17
1536,8401.16,7230.98,6804.49,5672.09,10196.24,6565.38,5946.30,6635.67
1537,8405.92,7234.40,6808.59,5675.65,10202.37,6569.54,5949.75,6640.09
1538,8410.69,7237.86,6812.57,5679.18,10207.85,6573.69,5953.18,6644.13
1539,8416.11,7241.38,6816.18,5682.49,10212.04,6577.42,5956.57,6648.04
