#CpuAmgFreeNone243165
Simulated_Time(sec),CPU_Time(sec)
1.00E-03,107.298
2.20E-03,185.545
3.41E-03,217.433
4.48E-03,239.983
5.45E-03,249.077
6.35E-03,255.977
7.18E-03,262.677
7.97E-03,269.426
8.73E-03,276.183
9.44E-03,282.884
1.01E-02,289.586
1.08E-02,296.439
1.14E-02,303.171
1.21E-02,309.877
1.27E-02,316.584
1.33E-02,323.505
1.38E-02,330.369
1.44E-02,337.085
1.50E-02,343.827
1.55E-02,350.581
1.60E-02,357.298
1.65E-02,364.016
1.71E-02,370.765
1.76E-02,377.487
1.81E-02,384.212
1.85E-02,390.937
1.90E-02,397.742
1.95E-02,404.47
2.00E-02,411.206
2.04E-02,417.939
2.09E-02,424.758
2.13E-02,431.495
2.17E-02,438.232
2.22E-02,444.862
2.26E-02,452.13
2.30E-02,457.041
2.34E-02,461.946
2.39E-02,466.853
2.43E-02,472.255
2.47E-02,477.365
2.51E-02,482.474
2.54E-02,487.384
2.58E-02,492.495
2.62E-02,497.693
2.66E-02,502.811
2.69E-02,507.929
2.73E-02,513.247
2.77E-02,518.163
2.80E-02,523.136
2.84E-02,528.254
2.87E-02,533.377
2.91E-02,538.698
2.94E-02,543.85
2.98E-02,549.05
3.01E-02,554.173
3.05E-02,559.296
3.08E-02,564.419
3.12E-02,569.617
3.15E-02,574.857
3.18E-02,580.18
3.21E-02,585.502
3.25E-02,590.625
3.28E-02,595.876
3.31E-02,601.013
3.34E-02,606.537
3.37E-02,611.662
3.40E-02,616.787
3.44E-02,622.004
3.47E-02,627.33
3.50E-02,632.658
3.53E-02,637.987
3.56E-02,643.525
3.59E-02,648.93
3.62E-02,654.661
3.65E-02,659.991
3.68E-02,665.521
3.71E-02,670.939
3.74E-02,676.471
3.77E-02,688.139
3.80E-02,695.592
3.82E-02,703.391
3.85E-02,710.176
3.88E-02,717.166
3.91E-02,725.222
3.94E-02,732.826
3.97E-02,740.434
4.00E-02,747.593
4.02E-02,754.996
4.05E-02,762.602
4.08E-02,770.305
4.11E-02,777.787
4.13E-02,785.191
4.16E-02,792.799
4.19E-02,800.489
4.21E-02,808.506
4.24E-02,816.321
4.27E-02,823.599
4.29E-02,830.601
4.32E-02,836.785
4.35E-02,842.967
4.37E-02,848.948
4.40E-02,854.725
4.42E-02,862.329
4.45E-02,869.141
4.48E-02,876.4
4.50E-02,882.985
4.53E-02,889.566
4.55E-02,895.186
4.58E-02,900.801
4.60E-02,906.364
4.63E-02,914.162
4.65E-02,921.63
4.68E-02,928.613
4.70E-02,935.189
4.73E-02,941.557
4.75E-02,947.623
4.78E-02,953.38
4.80E-02,959.137
4.83E-02,966.928
4.85E-02,974.195
4.87E-02,981.374
4.90E-02,988.347
4.92E-02,994.148
4.95E-02,1000.737
4.97E-02,1006.703
4.99E-02,1012.659
5.02E-02,1018.412
5.04E-02,1026.284
5.07E-02,1033.866
5.09E-02,1040.839
5.11E-02,1047.654
5.14E-02,1054.016
5.16E-02,1059.972
5.18E-02,1065.926
5.21E-02,1072.139
5.23E-02,1078.502
5.25E-02,1086.297
5.28E-02,1093.677
5.30E-02,1101.054
5.32E-02,1108.431
5.34E-02,1120.492
5.37E-02,1128.203
5.39E-02,1135.516
5.41E-02,1142.827
5.43E-02,1149.981
5.46E-02,1157.494
5.48E-02,1165.207
5.50E-02,1172.039
5.52E-02,1178.97
5.54E-02,1185.684
5.57E-02,1195.263
5.59E-02,1208.148
5.61E-02,1227.469
5.63E-02,1281.525
5.65E-02,1331.123
5.68E-02,1338.137
5.70E-02,1343.068
5.72E-02,1348.318
5.74E-02,1353.449
5.76E-02,1358.582
5.79E-02,1363.51
5.81E-02,1368.441
5.83E-02,1373.398
5.85E-02,1378.529
5.87E-02,1383.254
5.89E-02,1387.981
5.91E-02,1392.909
5.94E-02,1397.892
5.96E-02,1403.024
5.98E-02,1407.951
6.00E-02,1413.081
6.02E-02,1418.214
6.04E-02,1423.399
6.06E-02,1428.327
6.08E-02,1433.254
6.10E-02,1438.181
6.12E-02,1443.309
6.15E-02,1448.498
6.17E-02,1453.628
6.19E-02,1458.555
6.21E-02,1463.281
6.23E-02,1468.627
6.25E-02,1473.847
6.27E-02,1479.18
6.29E-02,1484.308
6.31E-02,1489.842
6.33E-02,1495.022
6.35E-02,1500.206
6.37E-02,1504.929
6.39E-02,1510.059
6.41E-02,1514.985
6.43E-02,1520.016
6.45E-02,1525.184
6.47E-02,1530.312
6.49E-02,1535.442
6.51E-02,1540.772
6.53E-02,1546.102
6.55E-02,1558.273
6.57E-02,1572.032
6.59E-02,1580.271
6.61E-02,1588.508
6.63E-02,1595.952
6.65E-02,1604.602
6.67E-02,1610.987
6.69E-02,1618.401
6.71E-02,1626.052
6.73E-02,1633.466
6.75E-02,1641.291
6.77E-02,1649.12
6.79E-02,1656.741
6.81E-02,1668.118
6.82E-02,1677.847
6.84E-02,1685.892
6.86E-02,1693.534
6.88E-02,1700.609
6.90E-02,1707.62
6.92E-02,1714.84
6.94E-02,1721.165
6.96E-02,1727.765
6.98E-02,1734.778
7.00E-02,1741.169
7.02E-02,1747.448
7.04E-02,1753.222
7.05E-02,1758.995
7.07E-02,1764.977
7.09E-02,1771.519
7.11E-02,1777.541
7.13E-02,1786.204
7.15E-02,1792.597
7.17E-02,1800.434
7.19E-02,1807.859
7.20E-02,1815.282
7.22E-02,1822.793
7.24E-02,1830.011
7.26E-02,1837.023
7.28E-02,1843.416
7.30E-02,1849.921
7.32E-02,1856.521
7.34E-02,1863.326
7.35E-02,1870.187
7.37E-02,1876.998
7.39E-02,1883.598
7.41E-02,1890.196
7.43E-02,1896.998
7.45E-02,1903.799
7.47E-02,1910.807
7.48E-02,1919.315
7.50E-02,1925.941
7.52E-02,1933.977
7.54E-02,1942.219
7.56E-02,1950.667
7.58E-02,1959.94
7.59E-02,1974.156
7.61E-02,1980.919
7.63E-02,1986.666
7.65E-02,1993.432
7.67E-02,2000.25
7.68E-02,2007.829
7.70E-02,2015.679
7.72E-02,2028.627
7.74E-02,2036.67
7.76E-02,2044.359
7.77E-02,2051.414
7.79E-02,2057.185
7.81E-02,2064.405
7.83E-02,2071.62
7.85E-02,2078.218
7.86E-02,2083.783
7.88E-02,2091.001
7.90E-02,2097.832
7.92E-02,2104.724
7.94E-02,2111.528
7.95E-02,2127.101
7.97E-02,2136.894
7.99E-02,2141.817
8.01E-02,2146.77
8.03E-02,2151.694
8.04E-02,2156.817
8.06E-02,2161.74
8.08E-02,2166.864
8.10E-02,2174.597
8.11E-02,2190.769
8.13E-02,2204.881
8.15E-02,2220.133
8.17E-02,2232.317
8.18E-02,2243.881
8.20E-02,2257.662
8.22E-02,2269.05
8.24E-02,2280.672
8.25E-02,2292.022
8.27E-02,2305.95
8.29E-02,2317.3
8.31E-02,2331.057
8.32E-02,2342.404
8.34E-02,2353.952
8.36E-02,2365.298
8.38E-02,2376.921
8.39E-02,2388.267
8.41E-02,2399.848
8.43E-02,2411.399
8.44E-02,2422.947
8.46E-02,2434.497
8.48E-02,2446.448
8.50E-02,2457.998
8.51E-02,2472.815
8.53E-02,2485.974
8.55E-02,2496.485
8.56E-02,2502.672
8.58E-02,2507.816
8.60E-02,2513.578
8.62E-02,2519.368
8.63E-02,2525.333
8.65E-02,2531.505
8.67E-02,2537.674
8.68E-02,2543.846
8.70E-02,2550.221
8.72E-02,2559.215
8.73E-02,2570.329
8.75E-02,2578.502
8.77E-02,2586.674
8.78E-02,2598.343
8.80E-02,2612.041
8.82E-02,2618.212
8.84E-02,2624.178
8.85E-02,2629.734
8.87E-02,2634.88
8.89E-02,2640.435
8.90E-02,2647.664
8.92E-02,2654.451
8.94E-02,2660.212
8.95E-02,2666.589
8.97E-02,2673.054
8.99E-02,2679.843
9.00E-02,2686.425
9.02E-02,2698.467
9.04E-02,2708.927
9.05E-02,2715.533
9.07E-02,2721.603
9.09E-02,2727.589
9.10E-02,2734.403
9.12E-02,2740.595
9.14E-02,2747.45
9.15E-02,2753.85
9.17E-02,2760.04
9.18E-02,2766.232
9.20E-02,2772.629
9.22E-02,2779.028
9.23E-02,2785.428
9.25E-02,2791.412
9.27E-02,2797.831
9.28E-02,2804.644
9.30E-02,2812.288
9.32E-02,2820.554
9.33E-02,2828.819
9.35E-02,2842.117
9.37E-02,2852.468
9.38E-02,2867.161
9.40E-02,2874.86
9.41E-02,2885.042
9.43E-02,2890.967
9.45E-02,2896.284
9.46E-02,2901.403
9.48E-02,2906.32
9.50E-02,2911.437
9.51E-02,2916.556
9.53E-02,2921.95
9.54E-02,2927.267
9.56E-02,2932.385
9.58E-02,2937.702
9.59E-02,2943.218
9.61E-02,2951.144
9.62E-02,2956.861
9.64E-02,2962.179
9.66E-02,2970.363
9.67E-02,2982.096
9.69E-02,2993.227
9.71E-02,3009.625
9.72E-02,3020.377
9.74E-02,3026.563
9.75E-02,3032.545
9.77E-02,3038.32
9.79E-02,3044.953
9.80E-02,3050.522
9.82E-02,3057.538
9.83E-02,3063.932
9.85E-02,3069.13
9.87E-02,3075.333
9.88E-02,3081.728
9.90E-02,3089.913
9.91E-02,3096.308
9.93E-02,3102.08
9.94E-02,3116.13
9.96E-02,3134.871
9.98E-02,3144.735
9.99E-02,3151.138
1.00E-01,3157.703
1.00E-01,3165.081
1.00E-01,3172.927
1.01E-01,3180.917
1.01E-01,3187.48
1.01E-01,3194.655
1.01E-01,3201.016
1.01E-01,3211.506
1.01E-01,3217.276
1.02E-01,3222.452
1.02E-01,3229.667
1.02E-01,3237.914
1.02E-01,3245.609
1.02E-01,3254.5
1.02E-01,3261.492
1.02E-01,3266.424
1.03E-01,3271.356
1.03E-01,3276.29
1.03E-01,3281.221
1.03E-01,3286.151
1.03E-01,3291.083
1.03E-01,3295.869
1.04E-01,3300.596
1.04E-01,3305.527
1.04E-01,3310.458
1.04E-01,3315.388
1.04E-01,3321.041
1.04E-01,3329.23
1.04E-01,3337.185
1.05E-01,3342.32
1.05E-01,3350.116
1.05E-01,3358.68
1.05E-01,3367.449
1.05E-01,3377.059
1.05E-01,3386.617
1.06E-01,3391.538
1.06E-01,3396.462
1.06E-01,3401.385
1.06E-01,3406.306
1.06E-01,3411.229
1.06E-01,3416.151
1.06E-01,3421.12
