#CpuGmresLusgs98304
Simulated_Time(sec),CPU_Time(sec)
1.00E-03,4.496
2.20E-03,18.662
3.64E-03,21.045
5.37E-03,23.432
6.90E-03,26.052
8.25E-03,28.435
9.48E-03,30.817
1.06E-02,33.2
1.17E-02,35.585
1.26E-02,37.967
1.36E-02,40.35
1.45E-02,42.734
1.54E-02,45.117
1.62E-02,47.506
1.70E-02,49.889
1.78E-02,52.274
1.86E-02,54.659
1.93E-02,57.044
2.00E-02,59.43
2.07E-02,61.815
2.14E-02,64.203
2.21E-02,66.59
2.28E-02,68.977
2.34E-02,71.365
2.40E-02,73.753
2.47E-02,75.906
2.53E-02,78.296
2.59E-02,80.686
2.65E-02,83.077
2.71E-02,85.472
2.76E-02,87.864
2.82E-02,90.256
2.87E-02,92.649
2.93E-02,95.041
2.98E-02,97.434
3.03E-02,99.827
3.08E-02,102.221
3.13E-02,104.615
3.18E-02,107.01
3.23E-02,109.406
3.28E-02,112.039
3.33E-02,114.677
3.38E-02,117.074
3.42E-02,119.47
3.47E-02,121.868
3.52E-02,124.265
3.56E-02,126.663
3.61E-02,129.298
3.65E-02,131.934
3.70E-02,134.571
3.74E-02,137.207
3.78E-02,139.844
3.83E-02,142.481
3.87E-02,145.119
3.91E-02,147.756
3.95E-02,150.393
4.00E-02,153.029
4.04E-02,155.428
4.08E-02,158.065
4.12E-02,160.702
4.16E-02,163.1
4.20E-02,165.498
4.24E-02,167.896
4.28E-02,170.294
4.32E-02,172.929
4.36E-02,175.565
4.40E-02,177.962
4.44E-02,180.36
4.48E-02,182.521
4.52E-02,184.681
4.56E-02,186.841
4.59E-02,189.475
4.63E-02,192.109
4.67E-02,194.506
4.71E-02,196.903
4.74E-02,199.3
4.78E-02,201.46
4.81E-02,203.621
4.85E-02,206.255
4.88E-02,208.888
4.92E-02,211.522
4.96E-02,213.919
4.99E-02,216.315
5.03E-02,218.474
5.06E-02,220.633
5.10E-02,222.791
5.13E-02,225.187
5.17E-02,227.82
5.20E-02,230.453
5.23E-02,233.087
5.27E-02,235.483
5.30E-02,237.878
5.34E-02,240.274
5.37E-02,242.67
5.40E-02,245.066
5.44E-02,247.461
5.47E-02,250.094
5.50E-02,252.727
5.54E-02,255.36
5.57E-02,257.755
5.60E-02,260.388
5.63E-02,263.02
5.67E-02,265.655
5.70E-02,268.288
5.73E-02,270.683
5.76E-02,273.316
5.79E-02,275.948
5.82E-02,278.581
5.85E-02,281.213
5.88E-02,283.846
5.92E-02,286.478
5.95E-02,289.111
5.98E-02,291.743
6.01E-02,294.378
6.04E-02,296.773
6.07E-02,299.167
6.10E-02,301.562
6.13E-02,304.194
6.16E-02,306.826
6.19E-02,309.458
6.22E-02,311.852
6.25E-02,314.247
6.28E-02,316.642
6.31E-02,319.036
6.34E-02,321.193
6.37E-02,323.351
6.40E-02,325.508
6.43E-02,327.903
6.46E-02,330.296
6.49E-02,332.453
6.52E-02,335.084
6.55E-02,337.478
6.58E-02,340.109
6.60E-02,342.502
6.63E-02,344.896
6.66E-02,347.289
6.69E-02,349.683
6.72E-02,352.076
6.75E-02,354.47
6.77E-02,356.864
6.80E-02,359.257
6.83E-02,361.651
6.86E-02,364.044
6.89E-02,366.438
6.91E-02,368.831
6.94E-02,371.463
6.97E-02,374.094
7.00E-02,376.724
7.02E-02,379.355
7.05E-02,381.985
7.08E-02,384.38
7.11E-02,386.773
7.13E-02,389.165
7.16E-02,391.558
7.19E-02,393.951
7.22E-02,396.106
7.24E-02,398.499
7.27E-02,400.892
7.30E-02,403.285
7.32E-02,405.678
7.35E-02,408.308
7.38E-02,410.938
7.40E-02,413.809
7.43E-02,416.439
7.46E-02,419.069
7.48E-02,421.699
7.51E-02,424.328
7.54E-02,426.957
7.56E-02,429.587
7.59E-02,431.979
7.62E-02,434.371
7.64E-02,436.764
7.67E-02,439.156
7.69E-02,441.549
7.72E-02,443.942
7.74E-02,446.335
7.77E-02,448.726
7.80E-02,451.119
7.82E-02,453.511
7.85E-02,455.903
7.87E-02,458.296
7.90E-02,460.688
7.92E-02,463.317
7.95E-02,465.709
7.97E-02,468.101
8.00E-02,470.492
8.02E-02,472.884
8.05E-02,475.276
8.07E-02,477.668
8.10E-02,480.06
8.12E-02,482.451
8.15E-02,484.843
8.17E-02,487.472
8.20E-02,490.101
8.22E-02,492.73
8.25E-02,495.122
8.27E-02,497.513
8.30E-02,499.904
8.32E-02,502.296
8.35E-02,504.689
8.37E-02,507.08
8.40E-02,509.234
8.42E-02,511.626
8.45E-02,514.017
8.47E-02,516.408
8.49E-02,518.562
8.52E-02,520.952
8.54E-02,523.58
8.57E-02,526.209
8.59E-02,528.6
8.62E-02,530.991
8.64E-02,533.62
8.66E-02,536.248
8.69E-02,538.876
8.71E-02,541.504
8.74E-02,544.132
8.76E-02,546.76
8.78E-02,549.388
8.81E-02,551.778
8.83E-02,554.168
8.86E-02,556.322
8.88E-02,558.474
8.90E-02,560.865
8.93E-02,563.256
8.95E-02,565.647
8.97E-02,568.037
9.00E-02,570.427
9.02E-02,572.818
9.04E-02,575.208
9.07E-02,577.598
9.09E-02,579.988
9.12E-02,582.378
9.14E-02,584.769
9.16E-02,587.159
9.19E-02,589.311
9.21E-02,591.701
9.23E-02,594.095
9.25E-02,596.485
9.28E-02,598.875
9.30E-02,601.265
9.32E-02,603.655
9.35E-02,606.045
9.37E-02,608.435
9.39E-02,610.825
9.41E-02,613.452
9.44E-02,616.082
9.46E-02,618.71
9.48E-02,620.863
9.51E-02,623.254
9.53E-02,625.646
9.55E-02,628.035
9.57E-02,630.426
9.60E-02,632.816
9.62E-02,635.206
9.64E-02,637.596
9.67E-02,639.987
9.69E-02,642.377
9.71E-02,644.767
9.73E-02,647.157
9.76E-02,649.547
9.78E-02,652.174
9.80E-02,654.802
9.82E-02,657.192
9.84E-02,659.582
9.87E-02,661.972
9.89E-02,664.362
9.91E-02,666.514
9.93E-02,668.903
9.96E-02,671.293
9.98E-02,673.445
1.00E-01,675.835
1.00E-01,678.225
1.00E-01,680.615
1.01E-01,682.767
1.01E-01,684.921
1.01E-01,687.311
1.01E-01,689.7
1.02E-01,692.09
1.02E-01,694.48
1.02E-01,696.869
1.02E-01,699.021
1.02E-01,701.411
1.03E-01,703.8
1.03E-01,706.19
1.03E-01,708.342
1.03E-01,710.732
1.04E-01,713.121
