Mesh_Sizes,AmgClassCPU,AmgFreeCPU,CgDiagGPU,GmresDiagGPU
19684,0.24844,0.19429,0.517303611111111,0.365786111111111
98304,2.86048138888889,2.27400055555556,2.22161111111111,2.58377777777778
169708,5.81455416666667,4.83866027777778,4.06652611111111,4.60352861111111
243165,9.87956055555556,8.46947055555556,6.6806475,7.39474638888889
515679,29.1440611111111,25.8094641666667,17.8938516666667,20.6850272222222
1101351,89.0821369444445,85.3470458333333,56.283895,62.2742163888889
