Simulated_Time,AmgClassCPU,AmgFreeCPU,CgDiagCPU,CgLusgsCPU,GmresDiagCPU,GmresLusgsCPU,CgDiagGPU,GmresDiagGPU
0.04020,488.486,547.583,373.109,306.152,564.126,353.356,400.777,339.629
0.04060,493.412,551.149,377.803,310.085,571.567,358.016,406.346,344.06
0.04090,498.225,554.991,382.598,313.995,579.655,362.61,411.965,348.504
0.04120,503.092,558.966,387.399,317.962,587.096,367.206,417.519,352.857
0.04150,507.935,562.969,392.196,321.807,594.217,371.38,423.052,357.098
0.04180,512.634,566.976,396.768,325.607,601.011,375.555,426.521,361.294
0.04210,517.639,570.815,401.383,329.423,607.898,380.217,432.073,365.499
0.04250,525.17,574.656,406.244,333.338,615.018,384.827,437.673,369.761
0.04280,532.304,578.496,411.044,337.318,622.785,389.422,443.273,374.222
0.04310,539.549,582.471,415.841,341.238,630.57,394.018,448.795,378.688
0.04340,546.109,586.31,420.64,345.102,637.405,398.196,454.345,382.869
0.04370,551.827,590.197,425.316,348.853,643.873,402.369,457.806,386.966
0.04400,557.273,594.036,429.767,352.431,649.048,406.144,461.269,390.912
0.04430,564.863,597.735,434.523,356.319,656.536,410.735,466.838,395.494
0.04460,569.588,601.842,439.285,360.198,664.626,415.331,472.416,399.976
0.04490,574.47,605.949,444.078,364.132,672.393,419.922,477.929,404.409
0.04520,579.247,609.648,448.872,367.963,679.831,424.512,483.482,408.745
0.04550,583.931,613.483,453.544,371.767,686.768,429.115,486.936,413.012
0.04580,588.707,617.181,457.938,375.398,692.263,433.356,490.392,416.944
0.04610,593.377,621.015,462.432,379.106,699.052,437.527,493.854,421.14
0.04640,598.128,628.285,467.122,382.971,706.196,442.116,499.393,425.562
0.04670,603.009,633.66,471.866,386.875,713.311,446.705,504.928,430.147
0.04700,610.66,642.969,476.614,390.676,721.073,451.294,510.485,434.566
0.04730,618.178,649.042,481.418,394.57,728.511,455.887,515.977,438.894
0.04760,625.328,654.852,486.21,398.39,735.658,460.475,521.494,443.142
0.04790,632.238,660.394,490.756,402.143,742.772,464.642,524.95,447.34
0.04820,636.978,666.202,495.326,405.915,749.568,468.81,528.408,451.547
0.04840,644.688,672.143,499.826,409.72,757.035,473.398,531.865,455.879
0.04870,649.546,678.35,504.648,413.567,764.474,477.985,537.39,460.216
0.04900,654.461,683.27,509.442,417.588,772.56,482.994,542.929,464.658
0.04930,659.465,686.949,514.234,421.529,779.997,488.423,548.502,469.122
0.04960,665.133,690.63,519.026,425.546,788.737,493.853,554.011,473.703
0.04980,670.02,694.18,523.76,429.406,796.499,498.441,559.591,478.175
0.05010,674.866,697.727,528.645,433.332,803.612,502.608,565.097,482.441
0.05040,679.562,701.273,533.522,437.332,810.729,507.196,570.634,486.718
0.05070,684.217,704.686,538.13,441.114,818.163,511.783,574.093,491.023
0.05090,689.015,708.233,542.673,444.821,825.274,515.953,579.621,495.264
0.05120,693.746,711.779,547.336,448.526,832.388,520.119,585.129,499.495
0.05150,698.61,715.342,552.084,452.39,839.176,524.706,590.689,503.673
0.05180,705.644,718.755,556.655,456.095,846.288,529.293,594.142,507.909
0.05200,710.364,722.302,561.326,459.927,853.727,533.46,599.683,512.227
0.05230,715.38,725.848,566.072,463.801,861.163,538.047,605.189,516.563
0.05260,720.078,729.393,570.825,467.638,868.598,542.634,610.738,520.905
0.05280,726.54,732.939,575.616,471.486,874.737,546.799,614.183,524.942
0.05310,731.349,736.485,580.409,475.266,881.526,550.965,619.701,529.16
0.05340,738.497,739.901,584.877,479,888.64,555.678,623.152,533.396
0.05360,743.43,743.448,589.415,482.686,895.752,559.899,626.611,537.758
0.05390,750.339,746.993,594.028,486.363,902.863,564.065,630.069,542.248
0.05420,755.045,750.405,598.679,490.136,910.641,568.65,635.624,546.537
0.05440,759.892,754.086,603.466,494.009,918.401,573.235,641.232,550.942
0.05470,766.652,757.498,607.859,497.685,924.865,577.823,644.937,555.134
0.05500,773.299,761.043,612.424,501.427,931.732,582.048,648.398,559.306
0.05520,780.454,764.649,617.126,505.234,939.195,586.214,653.914,563.66
0.05550,785.17,768.194,621.815,509.063,946.632,590.799,659.536,567.996
0.05570,790.105,771.871,626.606,512.907,952.774,594.968,662.991,572.044
0.05600,795.892,775.549,631.307,516.714,959.009,599.133,666.452,576.118
0.05620,801.795,778.96,635.737,520.41,966.121,603.722,669.911,580.401
0.05650,806.494,782.504,640.122,524.104,972.91,608.014,673.369,584.609
0.05670,812.71,786.181,644.728,527.77,980.023,612.223,676.925,588.882
0.05700,818.859,789.941,649.337,531.427,986.181,616.389,680.597,592.915
0.05720,825.468,793.381,653.902,535.146,992.968,620.974,684.079,597.116
0.05750,830.357,796.926,658.656,539.011,1001.374,625.558,689.631,601.668
0.05780,837.053,800.472,663.3,542.792,1009.151,630.224,695.135,606.055
0.05800,842.18,804.149,667.634,546.345,1014.967,634.459,698.588,610.024
0.05830,848.204,807.826,672.211,550.041,1022.403,638.624,702.038,614.295
0.05850,854.526,811.503,676.843,553.772,1029.841,642.789,707.642,618.628
0.05880,860.506,815.492,681.721,557.791,1036.643,647.375,713.227,622.829
0.05900,867.419,819.17,686.317,561.586,1044.077,651.96,718.976,627.164
0.05930,873.936,822.582,690.759,565.281,1051.517,656.61,722.434,631.502
0.05950,880.051,826.126,695.27,568.976,1058.445,660.777,725.887,635.702
0.05970,885.938,829.804,699.768,572.641,1064.974,664.941,729.34,639.808
0.06000,891.664,833.482,704.436,576.316,1071.114,669.104,732.794,643.888
0.06020,897.206,837.16,709.121,579.999,1077.255,673.268,736.229,647.964
0.06050,902.804,841.01,713.71,583.763,1083.091,677.433,739.681,651.97
0.06070,907.996,844.687,718.018,587.268,1088.263,681.256,743.132,656.102
0.06100,915.337,848.63,722.719,591.124,1096.347,685.842,748.658,660.65
0.06120,922.052,852.441,727.384,594.92,1104.107,690.425,754.232,665.051
0.06150,928.921,859.76,732.005,598.651,1111.995,695.014,757.943,669.419
0.06170,934.988,864.7,736.404,602.326,1118.784,699.177,761.393,673.645
0.06190,942.357,873.503,741.094,606.17,1126.542,703.771,766.881,678.09
0.06220,949.73,879.551,745.739,610.104,1134.63,708.493,772.399,682.533
0.06240,957.256,885.599,750.429,613.965,1143.037,713.078,775.854,687.072
0.06270,964.97,891.954,755.141,617.772,1151.126,717.662,781.453,691.584
0.06290,977.297,905.91,759.934,621.738,1160.892,722.667,787.037,696.466
0.06310,982.372,912.658,764.728,625.648,1169.305,727.251,792.602,700.921
0.06340,987.472,916.499,769.522,629.632,1178.358,732.794,798.131,705.594
0.06360,992.32,919.928,774.007,633.378,1186.195,736.96,801.58,709.985
0.06380,997.963,923.357,778.223,637.009,1191.689,741.123,805.039,713.958
0.06410,1002.671,926.785,782.598,640.664,1198.479,745.286,808.505,718.112
0.06430,1009.02,931.894,786.989,644.263,1205.628,749.449,811.963,722.387
0.06450,1015.049,935.461,791.517,647.918,1212.223,753.612,815.419,726.587
0.06480,1019.811,939.329,796.213,651.791,1219.658,758.367,820.926,730.923
0.06500,1024.8,944.712,800.756,655.502,1227.416,762.557,824.378,735.383
0.06520,1029.562,951.437,805.401,659.203,1233.91,766.721,827.833,739.842
0.06550,1034.298,954.848,810.05,662.915,1241.344,770.884,831.272,744.128
0.06570,1041.028,958.257,814.575,666.626,1248.784,775.472,834.754,748.579
0.06590,1046.444,961.667,819.119,670.311,1256.22,780.15,840.256,753.219
0.06610,1051.199,965.313,823.853,674.097,1263.009,784.398,843.711,757.513
0.06640,1057.348,968.773,828.08,677.704,1269.153,788.561,847.164,761.888
0.06660,1062.121,972.184,832.645,681.432,1275.941,792.724,850.615,766.175
0.06680,1067.137,975.595,837.214,685.172,1283.471,796.889,856.103,770.663
0.06700,1071.876,979.004,841.745,688.835,1290.263,801.052,859.558,775.093
0.06730,1076.634,982.414,846.219,692.508,1297.05,805.319,863.016,779.529
0.06750,1081.34,985.823,850.644,696.18,1303.836,809.583,866.471,783.868
0.06770,1086.03,989.233,855.15,699.853,1310.687,813.746,869.92,788.283
0.06790,1090.995,992.778,859.94,703.713,1318.123,818.331,875.451,792.857
0.06820,1095.757,996.32,864.515,707.502,1325.561,822.494,878.9,797.441
0.06840,1102.03,999.862,869.081,711.312,1333.03,826.658,882.376,801.795
0.06860,1107.743,1003.272,873.52,714.968,1339.17,830.891,885.966,805.861
0.06880,1112.519,1006.681,878.069,718.66,1345.308,835.073,889.67,809.954
0.06910,1117.254,1010.09,882.431,722.342,1350.807,839.235,893.122,813.913
0.06930,1123.265,1013.681,886.88,726.042,1356.947,843.397,896.572,817.998
0.06950,1129.761,1017.388,891.413,729.754,1364.06,847.558,902.045,822.293
0.06970,1135.814,1021.061,895.957,733.511,1370.525,851.72,905.501,826.468
0.07000,1141.324,1024.602,900.445,737.156,1376.34,855.921,908.981,830.498
0.07020,1146.106,1028.276,904.787,740.734,1381.895,860.083,912.434,834.594
0.07040,1150.866,1031.817,909.282,744.387,1387.718,864.244,915.888,838.887
0.07060,1155.671,1035.36,913.654,748.049,1394.83,868.405,919.309,843.175
0.07080,1160.462,1038.902,918.141,751.739,1400.968,872.567,922.76,847.345
0.07110,1165.359,1042.31,922.628,755.43,1407.875,876.731,926.212,851.804
0.07130,1170.089,1045.851,927.304,759.333,1415.961,881.344,931.758,856.372
0.07150,1174.844,1049.259,931.765,763.11,1422.1,885.507,935.236,860.576
0.07170,1179.602,1052.802,936.13,766.774,1428.889,889.673,938.688,864.99
0.07190,1184.319,1056.343,940.598,770.45,1435.865,893.836,942.141,869.227
0.07220,1189.133,1059.884,945.058,774.15,1442.652,897.997,945.597,873.721
0.07240,1193.929,1063.424,949.533,777.842,1450.088,902.159,949.047,878.235
0.07260,1198.734,1066.964,954.013,781.542,1457.619,906.743,952.507,882.709
0.07280,1203.562,1070.507,958.5,785.31,1465.054,911.325,955.96,887.151
0.07300,1209.864,1074.049,963,789.052,1472.494,915.908,959.451,891.581
0.07320,1216.69,1077.59,967.55,792.819,1479.928,920.491,962.91,895.944
0.07340,1221.584,1081.264,972.337,796.632,1488.014,925.074,968.414,900.563
0.07370,1226.442,1087.651,977.128,800.567,1496.099,930.114,973.931,905.283
0.07390,1231.445,1091.344,981.975,804.53,1506.189,935.121,979.484,910.156
0.07410,1237.452,1094.757,986.448,808.247,1513.644,939.283,982.942,914.487
0.07430,1242.64,1098.434,991.238,812.287,1523.67,944.286,988.567,919.397
0.07450,1247.542,1101.845,995.858,816.052,1531.76,948.87,992.021,923.882
0.07470,1252.303,1105.256,1000.469,819.855,1539.519,953.452,997.54,928.336
0.07490,1256.921,1108.667,1004.496,823.291,1544.687,957.198,1000.98,932.234
0.07510,1261.719,1112.078,1009.079,827.036,1552.445,961.781,1004.429,936.693
0.07530,1266.669,1115.611,1013.599,830.785,1559.957,965.942,1007.884,941.314
0.07560,1271.396,1120.873,1018.091,834.491,1567.39,970.104,1011.325,945.688
0.07580,1276.12,1126.226,1022.507,838.19,1574.502,974.266,1014.783,949.916
0.07600,1281.887,1131.712,1026.765,841.777,1581.013,978.429,1018.237,954.056
0.07620,1286.971,1135.256,1031.013,845.326,1586.505,982.651,1021.691,958.029
0.07640,1291.953,1141.602,1035.365,848.933,1592.968,986.812,1025.141,962.284
0.07660,1297.336,1147.637,1039.685,852.519,1598.46,990.974,1028.598,966.584
0.07680,1302.109,1154.189,1043.907,856.077,1604.923,995.138,1032.047,970.945
0.07700,1307.342,1160.788,1048.243,859.625,1610.769,999.299,1035.502,975.018
0.07720,1312.318,1165.036,1052.69,863.324,1617.233,1003.461,1038.956,979.304
0.07740,1317.217,1169.027,1056.935,866.901,1623.372,1007.628,1042.383,983.61
0.07760,1323.024,1172.742,1061.25,870.429,1629.514,1011.791,1045.84,987.888
0.07790,1329.475,1176.872,1065.621,874.155,1635.979,1015.958,1049.291,992.155
0.07810,1334.245,1180.446,1069.797,877.656,1641.472,1020.119,1052.744,996.356
0.07830,1339.03,1184.437,1073.895,881.184,1648.257,1024.281,1056.194,1000.819
0.07850,1345.907,1188.899,1078.609,885.065,1655.711,1028.865,1061.728,1005.397
0.07870,1350.669,1195.439,1083.084,888.757,1662.843,1033.026,1065.18,1009.799
0.07890,1357.45,1203.766,1087.633,892.455,1670.601,1037.191,1070.692,1014.369
0.07910,1362.2,1211.674,1092.126,896.163,1677.386,1041.352,1074.147,1018.827
0.07930,1367.112,1217.848,1096.522,899.815,1683.648,1045.513,1077.589,1023.158
0.07950,1371.88,1223.797,1100.867,903.439,1690.114,1049.675,1081.038,1027.444
0.07970,1376.631,1229.608,1105.368,907.082,1696.577,1053.851,1084.535,1031.565
0.07990,1382.75,1235.421,1109.857,910.786,1703.365,1058.144,1087.989,1035.812
0.08010,1388.9,1241.232,1114.496,914.551,1710.864,1062.305,1091.41,1040.169
0.08030,1393.609,1247.042,1118.821,918.184,1717.648,1066.466,1094.861,1044.372
0.08050,1398.198,1252.854,1123.244,921.807,1724.11,1070.627,1098.311,1048.631
0.08070,1402.965,1257.12,1127.661,925.475,1731.22,1074.788,1101.765,1053.046
0.08090,1407.553,1261.387,1132.162,929.163,1738.654,1078.964,1105.22,1057.395
0.08110,1413.465,1265.76,1136.704,932.967,1746.088,1083.623,1108.691,1061.736
0.08130,1419.45,1271.806,1141.291,936.923,1753.202,1087.783,1112.146,1066.036
0.08150,1424.228,1277.619,1145.573,940.518,1758.754,1091.945,1115.6,1070.053
0.08170,1429.834,1283.568,1149.597,943.99,1763.597,1096.106,1119.054,1074.239
0.08190,1434.52,1288.03,1154.004,947.659,1771.36,1100.267,1122.522,1078.789
0.08210,1439.386,1292.331,1158.497,951.34,1779.117,1104.453,1125.978,1083.197
0.08230,1445.028,1298.143,1162.822,954.962,1785.278,1108.706,1129.399,1087.262
0.08250,1451.15,1302.41,1167.466,958.755,1792.064,1112.867,1132.852,1091.506
0.08270,1457.735,1306.955,1171.989,962.501,1799.822,1117.451,1136.304,1095.949
0.08290,1464.359,1311.641,1176.588,966.246,1808.319,1122.032,1139.757,1100.497
0.08310,1470.208,1316.401,1181.371,970.03,1817.049,1126.613,1145.26,1105.099
0.08330,1475.853,1321.086,1185.977,973.784,1824.805,1131.196,1148.712,1109.592
0.08350,1481.814,1325.91,1190.602,977.594,1832.315,1135.783,1152.165,1114.185
0.08370,1488.122,1330.594,1195.207,981.378,1840.087,1140.364,1155.619,1118.699
0.08390,1494.929,1335.281,1199.799,985.19,1848.168,1144.945,1159.102,1123.361
0.08410,1501.608,1343.23,1204.664,989.047,1857.275,1149.526,1164.639,1128.411
0.08430,1509.235,1351.998,1209.471,992.951,1865.033,1154.588,1170.122,1133.177
0.08450,1516.981,1360.228,1214.261,996.921,1874.09,1159.702,1175.663,1138.189
0.08470,1522.78,1364.61,1218.746,1000.589,1881.939,1164.283,1179.113,1142.614
0.08490,1528.149,1368.718,1223.091,1004.164,1889.082,1168.444,1182.603,1146.926
0.08510,1532.926,1373.102,1227.624,1007.871,1896.837,1172.605,1186.155,1151.443
0.08530,1539.409,1377.894,1232.562,1011.748,1905.564,1177.188,1191.933,1156.333
0.08550,1544.243,1382.822,1237.371,1015.653,1914.293,1182.221,1197.471,1161.016
0.08570,1548.948,1387.066,1241.889,1019.415,1921.076,1186.803,1200.927,1165.282
0.08590,1553.532,1390.605,1245.605,1022.726,1926.242,1190.542,1204.355,1169.111
0.08610,1558.047,1394.306,1249.836,1026.263,1931.122,1194.282,1207.802,1172.961
0.08630,1562.691,1398.141,1254.305,1029.897,1937.283,1198.443,1211.251,1177.109
0.08650,1567.664,1401.839,1258.681,1033.528,1942.774,1202.182,1214.698,1181.152
0.08670,1572.376,1408.037,1263.407,1037.33,1950.535,1206.827,1218.151,1185.842
0.08690,1577.134,1414.646,1267.828,1040.999,1957.331,1210.988,1221.603,1190.067
0.08710,1581.77,1418.889,1272.246,1044.668,1964.441,1215.149,1225.128,1194.329
0.08730,1586.309,1423.133,1276.736,1048.356,1971.874,1219.309,1228.83,1198.768
0.08750,1592.311,1433.102,1281.224,1051.978,1978.66,1223.469,1232.3,1203.057
0.08770,1598.418,1440.494,1285.723,1055.712,1986.459,1227.628,1235.758,1207.454
0.08790,1603.039,1445.055,1290.17,1059.546,1993.913,1231.872,1239.206,1211.827
0.08800,1607.663,1449.476,1294.437,1063.169,2000.051,1236.036,1242.654,1216.179
0.08820,1612.858,1453.336,1298.691,1066.734,2005.216,1240.196,1246.102,1220.149
0.08840,1618.116,1457.196,1303.206,1070.359,2011.036,1244.355,1249.549,1224.492
0.08860,1622.881,1461.195,1307.713,1073.989,2017.174,1248.515,1252.999,1228.728
0.08880,1627.639,1465.813,1312.102,1077.593,2023.959,1252.675,1256.416,1233.162
0.08900,1632.382,1469.391,1316.23,1081.11,2029.448,1256.497,1259.949,1237.215
0.08920,1638.14,1473.533,1320.534,1084.706,2035.292,1260.657,1263.384,1241.272
0.08940,1642.948,1477.953,1324.64,1088.196,2040.781,1264.818,1266.856,1245.357
0.08960,1648.715,1481.953,1329.448,1092.007,2047.892,1268.978,1270.301,1249.854
0.08980,1654.017,1490.283,1333.811,1095.601,2053.383,1273.138,1273.754,1253.989
0.09000,1659.437,1497.229,1337.95,1099.165,2059.198,1277.3,1277.207,1258.128
0.09020,1665.903,1505.102,1342.456,1102.898,2065.982,1281.539,1280.69,1262.456
0.09040,1672.016,1509.916,1346.787,1106.547,2072.772,1285.699,1284.138,1266.776
0.09050,1678.588,1515.176,1351.13,1110.216,2079.882,1289.858,1287.586,1271.05
0.09070,1683.305,1520.13,1355.6,1113.865,2087.402,1294.018,1291.033,1275.363
0.09090,1688.034,1524.944,1359.956,1117.485,2094.512,1298.178,1294.456,1279.642
0.09110,1694.257,1529.896,1364.31,1121.125,2101.619,1302.337,1297.908,1283.868
0.09130,1700.33,1534.712,1368.658,1124.773,2108.405,1306.557,1301.356,1288.058
0.09150,1706.695,1539.862,1373.398,1128.593,2116.164,1311.137,1306.877,1292.444
0.09170,1712.178,1543.984,1377.906,1132.328,2122.623,1315.301,1310.343,1296.586
0.09190,1716.842,1548.938,1382.266,1135.989,2129.089,1319.46,1313.789,1300.749
0.09210,1723.101,1554.167,1386.695,1139.657,2136.281,1323.619,1317.24,1305.025
0.09220,1727.852,1559.396,1391.259,1143.418,2144.361,1327.777,1322.755,1309.476
0.09240,1732.669,1564.673,1395.7,1147.096,2151.793,1332.111,1326.201,1313.775
0.09260,1738.991,1569.763,1400.071,1150.738,2158.962,1336.271,1329.65,1318.048
0.09280,1745.213,1574.716,1404.422,1154.339,2165.423,1340.43,1333.097,1322.236
0.09300,1749.907,1579.114,1408.801,1157.971,2171.886,1344.588,1336.543,1326.573
0.09320,1754.743,1585.626,1413.418,1161.797,2179.642,1349.166,1339.987,1330.988
0.09340,1760.097,1589.254,1418.112,1165.633,2188.394,1353.754,1345.589,1335.571
0.09360,1765.514,1592.825,1422.895,1169.573,2198.419,1358.483,1351.196,1340.45
0.09370,1772.739,1596.53,1427.697,1173.712,2208.503,1363.904,1356.725,1345.435
0.09390,1778.969,1599.959,1432.231,1177.417,2216.261,1368.484,1360.175,1349.878
0.09410,1784.987,1603.526,1436.793,1181.131,2224.989,1373.063,1365.706,1354.486
0.09430,1790.953,1607.232,1441.576,1185.187,2234.504,1378.065,1371.2,1359.267
0.09450,1796.063,1610.661,1446.011,1188.866,2241.288,1382.758,1374.65,1363.523
0.09470,1801.15,1614.366,1450.639,1192.666,2249.373,1387.338,1380.129,1368.251
0.09490,1806.633,1617.967,1455.289,1196.426,2256.912,1391.918,1383.593,1372.602
0.09510,1811.491,1621.811,1460.072,1200.29,2265.311,1396.498,1389.064,1377.253
0.09520,1819.174,1628.029,1464.855,1204.192,2273.715,1401.499,1394.676,1382.069
0.09540,1825.281,1632.428,1469.499,1207.973,2282.179,1406.182,1398.126,1386.878
0.09560,1830.178,1636.411,1473.789,1211.446,2287.669,1410.355,1401.748,1391.149
0.09580,1835.12,1642.021,1478.299,1215.065,2293.806,1414.516,1405.2,1395.315
0.09600,1840.406,1647.547,1482.852,1218.675,2300.265,1418.675,1408.655,1399.732
0.09620,1845.435,1651.529,1487.34,1222.324,2306.101,1422.833,1412.106,1403.854
0.09630,1850.519,1655.652,1491.795,1225.981,2312.885,1426.992,1415.558,1408.056
0.09650,1855.547,1662.289,1496.318,1229.677,2319.991,1431.255,1419.013,1412.386
0.09670,1861.242,1668.92,1500.783,1233.381,2327.098,1435.431,1422.448,1416.933
0.09690,1866.812,1673.032,1505.083,1237.107,2333.322,1439.59,1425.894,1420.987
0.09710,1871.524,1677.004,1509.811,1240.868,2340.104,1443.749,1429.345,1425.207
0.09730,1876.073,1681.386,1514.156,1244.508,2346.562,1447.907,1432.795,1429.355
0.09740,1881.277,1685.357,1518.375,1248.09,2352.376,1452.065,1436.243,1433.366
0.09760,1885.876,1688.974,1522.377,1251.514,2357.623,1455.927,1439.683,1437.241
0.09780,1891.978,1693.651,1526.746,1255.162,2364.73,1460.085,1443.132,1441.527
0.09800,1897.296,1697.622,1531.105,1258.839,2371.193,1464.243,1446.581,1445.762
0.09820,1903.439,1702.277,1535.458,1262.471,2377.975,1468.401,1450.028,1450.237
0.09840,1908.232,1705.974,1539.714,1266.064,2383.554,1472.559,1453.459,1454.246
0.09850,1913.573,1709.945,1543.984,1269.695,2389.366,1476.719,1456.907,1458.265
0.09870,1918.821,1713.807,1548.279,1273.305,2395.176,1481.017,1460.359,1462.517
0.09890,1924.555,1718.189,1552.846,1277.026,2402.28,1485.193,1463.808,1466.801
0.09910,1929.236,1724.387,1557.362,1280.693,2408.226,1489.353,1467.257,1470.862
0.09930,1933.987,1730.859,1561.637,1284.428,2413.409,1493.511,1470.709,1474.775
0.09950,1939.311,1734.968,1565.785,1287.997,2419.544,1497.671,1474.235,1478.853
0.09960,1944.07,1741.879,1570.304,1291.701,2426.327,1501.829,1477.93,1482.991
0.09980,1949.956,1745.303,1574.578,1295.293,2433.527,1506.128,1481.381,1487.27
0.10000,1956.25,1748.727,1579.056,1298.949,2440.634,1510.302,1484.839,1491.56
0.10000,1960.931,1752.014,1583.332,1302.54,2446.446,1514.462,1488.288,1495.573
0.10000,1965.59,1755.441,1587.632,1306.055,2451.61,1518.2,1491.732,1499.529
