Mesh_Sizes,AmgClassCPU,AmgFreeCPU,CgDiagGPU,GmresDiagGPU
243165,9.87956055555556,8.46947055555556,6.6806475,7.39474638888889
515679,29.1440611111111,25.8094641666667,17.8938516666667,20.6850272222222
1101351,89.0821369444445,85.3470458333333,56.283895,62.2742163888889
