Timesteps,AmgClassCPU,AmgFreeCPU,CgDiagCPU,CgLusgsCPU,GmresDiagCPU,GmresLusgsCPU,CgDiagGPU,GmresDiagGPU
112,68.21,58.53,52.02,46.66,63.73,51.77,156.06,96.57
113,68.73,58.99,52.44,47.04,64.27,52.19,157.33,97.37
114,69.24,59.46,52.87,47.42,64.80,52.62,158.04,98.18
115,69.75,59.93,53.31,47.80,65.34,53.04,159.86,99.01
116,70.27,60.40,53.74,48.18,65.88,53.46,161.18,99.81
117,70.78,60.88,54.19,48.56,66.41,53.89,161.89,100.61
118,71.31,61.36,54.62,48.94,66.92,54.31,163.19,101.39
119,72.10,62.10,55.07,49.33,67.45,54.74,165.09,102.19
120,72.63,62.51,55.52,49.73,68.02,55.16,165.84,103.03
121,73.17,63.05,55.97,50.13,68.66,55.63,167.11,103.91
122,73.70,63.43,56.41,50.52,69.23,56.05,167.85,104.77
123,74.29,63.81,56.86,50.92,69.86,56.52,169.69,105.64
124,74.86,64.20,57.29,51.30,70.43,56.94,170.44,106.46
125,75.42,64.58,57.74,51.70,71.00,57.37,171.19,107.30
126,75.98,64.98,58.17,52.09,71.57,57.79,173.56,108.17
127,76.51,65.37,58.61,52.48,72.11,58.21,174.29,109.00
128,77.03,65.77,59.05,52.87,72.64,58.64,176.72,109.81
129,77.56,66.18,59.49,53.26,73.25,59.10,178.03,110.67
130,78.09,66.56,59.93,53.64,73.78,59.53,178.76,111.49
131,78.65,66.99,60.36,54.03,74.35,59.95,180.06,112.37
132,79.17,67.53,60.80,54.42,74.92,60.38,182.50,113.22
133,79.70,68.00,61.24,54.80,75.49,60.80,183.76,114.05
134,80.33,68.73,61.66,55.19,76.03,61.22,186.25,114.85
135,80.96,69.23,62.10,55.57,76.56,61.65,187.02,115.66
136,81.60,69.72,62.53,55.95,77.10,62.07,188.27,116.47
137,82.21,70.20,62.96,56.33,77.64,62.49,189.04,117.30
138,82.74,70.67,63.39,56.72,78.17,62.92,189.79,118.11
139,83.26,71.15,63.82,57.10,78.71,63.34,191.08,118.95
140,83.78,71.62,64.25,57.48,79.21,63.76,191.82,119.73
141,84.37,72.09,64.69,57.87,79.72,64.19,192.53,120.51
142,84.92,72.52,65.12,58.25,80.22,64.61,193.24,121.30
143,85.49,72.97,65.57,58.65,80.76,65.04,195.14,122.14
144,86.01,73.44,66.00,59.04,81.26,65.46,196.96,122.96
145,86.52,73.90,66.41,59.41,81.79,65.88,197.69,123.77
146,87.09,74.38,66.84,59.79,82.30,66.31,198.42,124.55
147,87.63,74.80,67.26,60.16,82.77,66.73,199.15,125.32
148,88.21,75.29,67.68,60.55,83.30,67.15,199.88,126.16
149,88.77,75.76,68.10,60.93,83.84,67.58,200.58,127.00
150,89.28,76.23,68.51,61.30,84.38,68.00,201.28,127.81
151,89.79,76.63,68.93,61.68,84.88,68.42,202.56,128.57
152,90.30,77.04,69.33,62.06,85.35,68.85,203.28,129.33
153,90.83,77.47,69.74,62.43,85.85,69.27,204.02,130.12
154,91.35,77.92,70.15,62.81,86.36,69.70,204.74,130.94
155,91.87,78.39,70.56,63.19,86.86,70.12,205.49,131.74
156,92.38,78.86,70.98,63.56,87.33,70.54,206.21,132.50
157,92.91,79.34,71.40,63.94,87.80,70.97,208.02,133.27
158,93.43,79.81,71.81,64.31,88.30,71.39,208.77,134.09
159,93.95,80.30,72.23,64.69,88.84,71.81,210.64,134.89
160,94.46,80.80,72.66,65.06,89.41,72.24,211.97,135.71
161,95.00,81.32,73.10,65.45,89.98,72.66,212.70,136.54
162,95.54,82.06,73.54,65.84,90.58,73.08,214.51,137.44
163,96.10,82.48,73.99,66.24,91.22,73.55,215.78,138.35
164,96.66,82.92,74.45,66.64,91.85,74.02,217.61,139.22
165,97.45,83.49,74.91,67.05,92.49,74.49,219.46,140.10
166,97.98,84.02,75.35,67.43,93.03,74.91,221.38,140.91
167,98.52,84.41,75.78,67.82,93.56,75.33,222.67,141.76
168,99.05,84.79,76.20,68.20,94.13,75.76,224.51,142.64
169,99.60,85.18,76.61,68.58,94.67,76.18,225.79,143.46
170,100.12,85.56,77.04,68.97,95.20,76.60,228.19,144.28
171,100.65,85.94,77.47,69.35,95.74,77.03,229.48,145.14
172,101.17,86.33,77.89,69.73,96.28,77.45,231.35,145.99
173,101.69,86.71,78.30,70.11,96.78,77.87,232.60,146.81
174,102.23,87.10,78.71,70.49,97.28,78.30,233.92,147.60
175,102.76,87.48,79.14,70.87,97.78,78.72,234.68,148.39
176,103.32,87.88,79.60,71.25,98.35,79.14,235.94,149.26
177,103.84,88.29,80.02,71.64,98.89,79.57,237.25,150.08
178,104.37,88.76,80.48,72.03,99.43,79.99,238.48,150.93
179,104.95,89.31,80.98,72.43,99.96,80.42,239.80,151.74
180,105.50,89.74,81.42,72.82,100.47,80.84,241.08,152.53
181,106.01,90.23,81.85,73.20,100.97,81.26,241.80,153.33
182,106.53,90.72,82.28,73.58,101.47,81.69,242.55,154.12
183,107.08,91.17,82.70,73.96,101.97,82.11,243.24,154.95
184,107.59,91.74,83.11,74.33,102.44,82.53,245.05,155.73
185,108.12,92.46,83.58,74.73,102.95,82.96,245.80,156.52
186,108.64,92.83,84.00,75.11,103.42,83.38,247.09,157.30
187,109.19,93.21,84.42,75.48,103.92,83.80,247.81,158.12
188,109.74,93.58,84.83,75.86,104.42,84.23,248.53,158.95
189,110.25,93.97,85.25,76.24,104.93,84.65,249.24,159.73
190,110.77,94.35,85.67,76.62,105.43,85.07,250.00,160.52
191,111.28,94.74,86.07,77.00,105.90,85.50,251.90,161.29
192,111.80,95.11,86.49,77.37,106.40,85.92,253.18,162.13
193,112.31,95.50,86.90,77.75,106.90,86.35,254.43,162.95
194,112.89,95.88,87.33,78.13,107.41,86.77,255.71,163.74
195,113.49,96.27,87.75,78.51,107.91,87.19,256.43,164.54
196,114.02,96.65,88.16,78.89,108.41,87.62,257.15,165.36
197,114.54,97.04,88.59,79.28,108.95,88.04,257.90,166.17
198,115.06,97.41,89.01,79.66,109.49,88.46,259.16,166.98
199,115.56,97.78,89.44,80.05,110.02,88.89,259.90,167.80
200,116.09,98.17,89.88,80.44,110.59,89.31,260.64,168.66
201,116.61,98.57,90.32,80.83,111.20,89.78,261.38,169.52
202,117.15,98.98,90.77,81.23,111.83,90.25,263.29,170.41
203,117.72,99.52,91.23,81.64,112.47,90.71,265.19,171.33
204,118.25,100.05,91.67,82.03,113.00,91.14,265.94,172.16
205,118.77,100.44,92.10,82.42,113.57,91.56,266.69,173.02
206,119.29,100.82,92.53,82.81,114.08,91.98,267.96,173.82
207,119.82,101.21,92.95,83.19,114.61,92.41,268.68,174.67
208,120.33,101.58,93.36,83.57,115.15,92.83,271.66,175.53
209,120.84,101.95,93.78,83.94,115.69,93.26,272.94,176.36
210,121.35,102.32,94.19,84.32,116.19,93.68,274.24,177.20
211,121.86,102.69,94.60,84.69,116.69,94.10,275.00,178.03
212,122.37,103.06,95.00,85.07,117.16,94.53,276.23,178.84
213,122.89,103.45,95.43,85.45,117.66,94.95,277.53,179.68
214,123.42,103.83,95.85,85.84,118.23,95.37,278.84,180.54
215,123.94,104.22,96.26,86.21,118.74,95.80,280.73,181.34
216,124.46,104.63,96.70,86.60,119.24,96.22,282.57,182.17
217,125.01,105.06,97.12,86.99,119.78,96.64,284.45,182.98
218,125.53,105.47,97.54,87.37,120.28,97.07,285.71,183.78
219,126.06,105.89,97.95,87.74,120.78,97.49,286.45,184.61
220,126.57,106.31,98.37,88.12,121.32,97.92,287.17,185.47
221,127.07,106.73,98.79,88.50,121.82,98.34,287.92,186.30
222,127.58,107.15,99.20,88.88,122.32,98.76,289.20,187.13
223,128.09,107.57,99.60,89.25,122.79,99.19,289.92,187.90
224,128.60,107.99,100.02,89.63,123.30,99.61,291.77,188.72
225,129.14,108.42,100.42,90.00,123.80,100.03,292.49,189.52
226,129.67,108.86,100.84,90.38,124.30,100.46,293.19,190.35
227,130.25,109.30,101.28,90.76,124.84,100.88,295.09,191.17
228,130.77,109.81,101.75,91.16,125.38,101.30,296.97,192.03
229,131.32,110.38,102.18,91.54,125.91,101.73,298.27,192.86
230,131.86,111.12,102.64,91.94,126.45,102.15,299.52,193.71
231,132.42,111.55,103.38,92.35,127.05,102.62,300.82,194.61
232,133.03,112.02,103.83,92.75,127.69,103.09,302.74,195.48
233,133.58,112.57,104.29,93.15,128.29,103.55,305.20,196.34
234,134.11,112.97,104.76,93.55,128.89,104.02,307.58,197.21
235,134.67,113.36,105.20,93.94,129.50,104.44,308.34,198.06
236,135.19,113.74,105.70,94.33,129.97,104.87,309.67,198.83
237,135.74,114.14,106.18,94.73,130.50,105.29,311.55,199.66
238,136.27,114.54,106.64,95.12,131.07,105.71,312.82,200.53
239,136.80,114.93,107.07,95.51,131.58,106.14,314.13,201.33
240,137.35,115.33,107.56,95.90,132.14,106.56,315.40,202.21
241,137.92,115.75,108.06,96.31,132.71,106.98,317.78,203.06
242,138.46,116.13,108.49,96.69,133.22,107.41,319.04,203.85
243,139.03,116.52,108.91,97.07,133.72,107.83,319.75,204.68
244,139.60,116.91,109.32,97.45,134.26,108.25,320.45,205.53
245,140.17,117.30,109.76,97.83,134.76,108.68,321.18,206.34
246,140.71,117.68,110.18,98.21,135.30,109.10,322.42,207.20
247,141.27,118.14,110.63,98.60,135.83,109.53,324.25,208.05
248,141.79,118.87,111.08,98.99,136.40,109.95,324.95,208.86
249,142.32,119.25,111.51,99.38,136.94,110.37,325.69,209.68
250,142.85,119.64,111.96,99.77,137.54,110.80,328.09,210.56
251,143.38,120.04,112.42,100.17,138.15,111.26,328.80,211.46
252,143.91,120.43,112.88,100.57,138.75,111.69,331.21,212.33
253,144.43,120.81,113.32,100.96,139.25,112.11,332.49,213.13
254,144.94,121.18,113.73,101.34,139.76,112.53,333.18,213.92
255,145.45,121.56,114.14,101.71,140.26,112.96,335.05,214.73
256,145.96,121.94,114.56,102.10,140.79,113.38,336.32,215.59
257,146.48,122.33,115.00,102.48,141.30,113.80,338.18,216.44
258,146.99,122.72,115.43,102.87,141.84,114.23,340.06,217.30
259,147.50,123.10,115.85,103.25,142.37,114.65,341.96,218.17
260,148.01,123.49,116.27,103.63,142.91,115.07,344.39,219.02
261,148.53,123.86,116.68,104.00,143.44,115.50,346.21,219.85
262,149.04,124.25,117.09,104.38,143.98,115.92,347.50,220.71
263,149.55,124.63,117.50,104.75,144.52,116.34,348.23,221.57
264,150.06,125.02,117.91,105.13,145.02,116.77,348.98,222.42
265,150.58,125.42,118.32,105.50,145.52,117.19,349.69,223.27
266,151.09,125.82,118.73,105.88,145.99,117.62,350.42,224.08
267,151.60,126.24,119.16,106.26,146.53,118.04,351.15,224.90
268,152.12,126.68,119.59,106.64,147.03,118.46,351.88,225.70
269,152.64,127.17,120.03,107.03,147.60,118.89,353.67,226.56
270,153.18,127.62,120.44,107.41,148.10,119.31,354.40,227.40
271,153.69,128.08,120.85,107.78,148.61,119.73,355.69,228.22
272,154.21,128.56,121.27,108.17,149.14,120.16,356.95,229.08
273,154.73,129.06,121.69,108.55,149.68,120.58,357.68,229.91
274,155.25,129.56,122.12,108.94,150.25,121.00,358.41,230.80
275,155.82,130.08,122.55,109.32,150.82,121.43,360.79,231.68
276,156.34,130.53,122.95,109.70,151.32,121.85,361.55,232.49
277,156.85,130.99,123.36,110.07,151.86,122.27,362.82,233.36
278,157.38,131.47,123.77,110.45,152.40,122.70,363.54,234.21
279,157.92,131.94,124.18,110.83,152.90,123.12,364.79,235.01
280,158.43,132.43,124.60,111.21,153.43,123.55,366.61,235.85
281,158.94,132.95,125.03,111.60,153.94,123.97,367.33,236.70
282,159.49,133.54,125.50,111.99,154.47,124.39,368.60,237.57
283,160.03,134.29,125.95,112.38,155.01,124.82,369.86,238.44
284,160.54,134.68,126.37,112.76,155.55,125.24,370.55,239.30
285,161.06,135.06,126.78,113.13,156.02,125.66,371.25,240.09
286,161.57,135.46,127.20,113.51,156.55,126.09,372.54,240.92
287,162.12,135.86,127.72,113.91,157.12,126.51,375.00,241.78
288,162.63,136.27,128.14,114.28,157.69,126.93,375.69,242.67
289,163.13,136.67,128.56,114.66,158.23,127.36,376.40,243.55
290,163.64,137.07,129.00,115.05,158.77,127.78,378.25,244.43
291,164.14,137.46,129.46,115.44,159.30,128.20,379.00,245.25
292,164.65,137.84,129.89,115.82,159.81,128.63,380.28,246.07
293,165.16,138.23,130.31,116.20,160.31,129.05,382.18,246.92
294,165.67,138.63,130.74,116.58,160.81,129.48,383.46,247.76
295,166.19,139.03,131.21,116.97,161.32,129.90,384.70,248.56
296,166.73,139.47,131.68,117.36,161.85,130.32,385.98,249.40
297,167.25,139.89,132.12,117.76,162.39,130.75,388.39,250.28
298,167.78,140.32,132.53,118.14,162.89,131.17,389.09,251.12
299,168.31,140.74,132.97,118.53,163.43,131.59,389.84,251.95
300,168.83,141.19,133.49,118.93,163.93,132.02,391.14,252.76
301,169.35,141.71,133.90,119.31,164.44,132.44,392.43,253.58
302,169.87,142.26,134.33,119.70,164.94,132.86,393.74,254.42
303,170.38,142.77,134.75,120.08,165.48,133.29,395.08,255.24
304,170.88,143.26,135.16,120.45,165.98,133.71,395.81,256.09
305,171.39,143.74,135.57,120.83,166.48,134.13,397.66,256.94
306,171.90,144.20,135.98,121.21,166.95,134.56,398.94,257.74
307,172.41,144.66,136.39,121.59,167.49,134.98,400.16,258.57
308,172.91,145.12,136.81,121.97,168.03,135.41,402.01,259.46
309,173.49,145.58,137.22,122.34,168.56,135.83,402.76,260.32
310,174.05,145.99,137.62,122.72,169.10,136.25,404.03,261.16
311,174.61,146.55,138.06,123.10,169.64,136.68,405.34,262.01
312,175.14,147.30,138.50,123.49,170.21,137.10,406.61,262.91
313,175.69,147.84,138.96,123.89,170.74,137.52,408.47,263.75
314,176.29,148.21,139.38,124.27,171.28,137.95,409.19,264.59
315,176.89,148.59,139.81,124.65,171.82,138.37,411.58,265.48
316,177.49,148.98,140.23,125.05,172.39,138.80,412.30,266.36
317,178.11,149.36,140.67,125.45,172.92,139.22,414.70,267.23
318,178.72,149.75,141.10,125.84,173.46,139.64,416.01,268.08
319,179.25,150.14,141.52,126.22,173.99,140.07,416.74,268.95
320,179.78,150.53,142.00,126.64,174.63,140.53,418.56,269.85
321,180.30,150.93,142.45,127.04,175.17,140.96,419.83,270.69
322,180.82,151.31,142.86,127.42,175.74,141.38,421.13,271.60
323,181.35,151.69,143.30,127.81,176.24,141.80,421.85,272.47
324,181.87,152.08,143.73,128.19,176.84,142.23,423.15,273.36
325,182.39,152.47,144.15,128.58,177.38,142.65,423.85,274.20
326,182.92,152.85,144.58,128.96,177.92,143.08,425.76,275.05
327,183.43,153.24,145.00,129.34,178.45,143.50,427.05,275.92
328,183.94,153.63,145.41,129.72,178.92,143.92,428.32,276.72
329,184.45,154.01,145.82,130.09,179.43,144.35,429.63,277.54
330,184.96,154.40,146.23,130.47,179.93,144.77,430.92,278.35
331,185.47,154.79,146.63,130.84,180.40,145.19,431.66,279.14
332,185.97,155.16,147.03,131.21,180.87,145.62,432.33,279.94
333,186.48,155.54,147.43,131.59,181.37,146.04,433.03,280.80
334,187.02,155.91,147.84,131.96,181.87,146.46,433.77,281.66
335,187.55,156.28,148.24,132.34,182.38,146.89,434.51,282.52
336,188.09,156.66,148.65,132.71,182.88,147.31,436.34,283.34
337,188.61,157.03,149.06,133.09,183.38,147.73,437.61,284.20
338,189.13,157.42,149.48,133.47,183.92,148.16,438.87,285.05
339,189.66,157.80,149.90,133.85,184.46,148.58,439.63,285.92
340,190.18,158.19,150.31,134.23,184.96,149.01,440.92,286.73
341,190.70,158.58,150.72,134.60,185.46,149.43,442.73,287.59
342,191.22,158.96,151.13,134.98,185.97,149.85,444.54,288.42
343,191.77,159.35,151.55,135.36,186.47,150.28,445.25,289.24
344,192.30,159.80,152.02,135.76,187.04,150.70,447.61,290.12
345,192.81,160.24,152.44,136.14,187.54,151.12,448.30,290.98
346,193.32,160.68,152.85,136.52,188.08,151.55,450.16,291.86
347,193.87,161.17,153.25,136.89,188.55,151.97,450.92,292.67
348,194.41,161.79,153.70,137.28,189.05,152.40,452.22,293.50
349,195.00,162.54,154.18,137.68,189.62,152.82,454.08,294.42
350,195.54,162.95,154.61,138.06,190.12,153.24,454.81,295.28
351,196.09,163.38,155.05,138.45,190.66,153.67,456.66,296.13
352,196.64,163.82,155.47,138.83,191.23,154.09,457.91,297.01
353,197.20,164.24,155.88,139.21,191.77,154.51,459.25,297.89
354,197.72,164.63,156.30,139.60,192.30,154.94,459.97,298.74
355,198.24,165.03,156.72,139.98,192.84,155.36,460.68,299.62
356,198.79,165.41,157.13,140.36,193.34,155.78,461.40,300.44
357,199.29,165.80,157.53,140.73,193.81,156.21,462.15,301.24
358,199.80,166.21,157.95,141.11,194.32,156.63,464.01,302.08
359,200.37,166.65,158.41,141.50,194.88,157.06,465.85,302.99
360,200.97,167.07,158.87,141.89,195.42,157.48,467.15,303.84
361,201.52,167.47,159.32,142.28,195.92,157.90,468.97,304.66
362,202.10,167.89,159.73,142.66,196.43,158.33,470.82,305.50
363,202.67,168.30,160.14,143.04,196.96,158.75,472.15,306.39
364,203.25,168.71,160.55,143.42,197.50,159.17,472.91,307.29
365,203.79,169.10,160.95,143.79,197.97,159.60,473.65,308.14
366,204.38,169.53,161.44,144.18,198.54,160.02,474.95,309.05
367,204.91,169.98,161.95,144.59,199.11,160.45,477.92,309.92
368,205.46,170.42,162.38,144.97,199.58,160.87,478.66,310.76
369,206.01,170.85,162.79,145.35,200.08,161.29,480.50,311.59
370,206.60,171.27,163.20,145.73,200.62,161.72,482.36,312.44
371,207.16,171.70,163.62,146.11,201.12,162.14,483.64,313.26
372,207.74,172.13,164.05,146.49,201.66,162.56,485.51,314.11
373,208.33,172.57,164.47,146.87,202.19,162.99,486.82,314.97
374,208.92,173.00,164.89,147.25,202.70,163.41,488.71,315.84
375,209.49,173.42,165.31,147.63,203.20,163.84,489.47,316.66
376,210.04,173.83,165.72,148.01,203.70,164.26,491.34,317.48
377,210.62,174.24,166.13,148.39,204.21,164.68,493.25,318.33
378,211.19,174.67,166.55,148.77,204.71,165.11,493.97,319.20
379,211.74,175.09,166.99,149.16,205.25,165.53,495.27,320.06
380,212.33,175.54,167.46,149.56,205.81,165.95,498.15,320.98
381,212.90,175.98,167.88,149.94,206.32,166.38,499.43,321.80
382,213.46,176.42,168.31,150.33,206.82,166.80,500.71,322.64
383,214.00,176.87,168.76,150.72,207.32,167.22,502.56,323.48
384,214.53,177.60,169.19,151.10,207.79,167.65,503.32,324.33
385,215.05,177.98,169.65,151.50,208.36,168.07,504.63,325.20
386,215.57,178.36,170.06,151.87,208.90,168.49,505.35,326.06
387,216.09,178.75,170.47,152.26,209.37,168.92,507.19,326.86
388,216.60,179.12,170.89,152.64,209.87,169.34,508.49,327.70
389,217.10,179.49,171.30,153.02,210.41,169.77,509.19,328.59
390,217.61,179.88,171.74,153.41,210.94,170.19,510.46,329.45
391,218.20,180.27,172.17,153.79,211.51,170.61,511.19,330.38
392,218.80,180.66,172.62,154.19,212.12,171.04,511.92,331.28
393,219.37,181.04,173.05,154.57,212.62,171.46,513.22,332.11
394,220.00,181.46,173.54,154.99,213.22,171.93,514.53,332.98
395,220.54,181.99,173.97,155.38,213.76,172.35,515.79,333.84
396,221.06,182.38,174.38,155.76,214.26,172.78,518.21,334.67
397,221.58,182.75,174.80,156.14,214.80,173.20,518.91,335.57
398,222.10,183.13,175.21,156.52,215.33,173.62,519.63,336.43
399,222.62,183.50,175.62,156.89,215.84,174.05,520.93,337.26
400,223.13,183.88,176.03,157.27,216.37,174.47,522.27,338.12
401,223.73,184.25,176.44,157.65,216.87,174.89,524.09,339.00
402,224.24,184.62,176.84,158.02,217.41,175.32,525.38,339.86
403,224.77,185.01,177.26,158.40,217.95,175.74,526.14,340.72
404,225.28,185.40,177.67,158.78,218.45,176.16,527.99,341.57
405,225.84,185.77,178.09,159.16,218.99,176.59,529.26,342.47
406,226.38,186.14,178.51,159.54,219.49,177.01,530.55,343.31
