#CpuAmgClassNone169708
Simulated_Time(sec),CPU_Time(sec)
1.00E-03,17.458
2.20E-03,48.776
3.64E-03,54.65
4.96E-03,62.122
6.14E-03,68.683
7.21E-03,75.071
8.20E-03,81.329
9.12E-03,87.298
1.00E-02,93.372
1.08E-02,99.353
1.16E-02,105.228
1.24E-02,111.199
1.31E-02,117.277
1.39E-02,123.315
1.46E-02,129.336
1.52E-02,135.312
1.59E-02,141.445
1.65E-02,148.131
1.72E-02,154.081
1.78E-02,160.107
1.84E-02,166.447
1.89E-02,173.139
1.95E-02,179.592
2.00E-02,187.106
2.06E-02,194.525
2.11E-02,200.492
2.16E-02,208.147
2.21E-02,215.775
2.26E-02,222.837
2.31E-02,230.464
2.36E-02,241.549
2.40E-02,246.45
2.45E-02,251.45
2.50E-02,256.431
2.54E-02,261.332
2.59E-02,266.439
2.63E-02,272.808
2.68E-02,279.989
2.72E-02,287.165
2.76E-02,295.033
2.81E-02,302.571
2.85E-02,307.517
2.89E-02,312.329
2.93E-02,317.172
2.97E-02,321.991
3.01E-02,326.516
3.05E-02,331.371
3.09E-02,336.195
3.13E-02,341.18
3.17E-02,346.107
3.21E-02,353.823
3.25E-02,361.357
3.29E-02,368.525
3.32E-02,375.905
3.36E-02,383.475
3.40E-02,391.17
3.44E-02,398.34
3.47E-02,404.25
3.51E-02,409.053
3.55E-02,413.954
3.58E-02,418.801
3.62E-02,423.503
3.65E-02,429.223
3.69E-02,436.862
3.72E-02,441.766
3.76E-02,446.676
3.79E-02,451.414
3.83E-02,456.224
3.86E-02,461.167
3.89E-02,466.066
3.93E-02,470.891
3.96E-02,475.567
3.99E-02,481.147
4.02E-02,488.486
4.06E-02,493.412
4.09E-02,498.225
4.12E-02,503.092
4.15E-02,507.935
4.18E-02,512.634
4.21E-02,517.639
4.25E-02,525.17
4.28E-02,532.304
4.31E-02,539.549
4.34E-02,546.109
4.37E-02,551.827
4.40E-02,557.273
4.43E-02,564.863
4.46E-02,569.588
4.49E-02,574.47
4.52E-02,579.247
4.55E-02,583.931
4.58E-02,588.707
4.61E-02,593.377
4.64E-02,598.128
4.67E-02,603.009
4.70E-02,610.66
4.73E-02,618.178
4.76E-02,625.328
4.79E-02,632.238
4.82E-02,636.978
4.84E-02,644.688
