#GpuCgDiag1101351
Simulated_Time(sec),CPU_Time(sec)
5.67E-04,44.031
1.11E-03,202.013
1.63E-03,226.027
2.13E-03,248.926
2.61E-03,272.245
3.07E-03,296.251
3.52E-03,318.576
3.96E-03,340.805
4.38E-03,363.222
4.79E-03,386.744
5.20E-03,408.887
5.59E-03,432.963
5.98E-03,456.131
6.35E-03,478.579
6.72E-03,501.21
7.09E-03,525.117
7.44E-03,548.532
7.79E-03,570.682
8.14E-03,592.185
8.48E-03,613.678
8.81E-03,635.177
9.14E-03,657.428
9.47E-03,681.122
9.79E-03,703.397
1.01E-02,726.949
1.04E-02,749.231
1.07E-02,773.247
1.10E-02,810.122
1.13E-02,846.059
1.16E-02,880.548
1.19E-02,915.925
1.22E-02,939.423
1.24E-02,961.948
1.27E-02,984.618
1.30E-02,1007.759
1.33E-02,1030.521
1.35E-02,1052.376
1.38E-02,1074.349
1.40E-02,1096.245
1.43E-02,1118.0
1.46E-02,1139.746
1.48E-02,1173.491
1.51E-02,1207.419
1.53E-02,1241.212
1.56E-02,1276.023
1.58E-02,1311.776
1.61E-02,1347.08
1.63E-02,1382.796
1.66E-02,1418.218
1.68E-02,1454.067
1.70E-02,1490.179
1.73E-02,1525.434
1.75E-02,1560.184
1.78E-02,1594.86
1.80E-02,1631.994
1.82E-02,1666.987
1.85E-02,1702.53
1.87E-02,1737.911
1.89E-02,1772.326
1.91E-02,1807.352
1.94E-02,1842.905
1.96E-02,1878.578
1.98E-02,1915.07
2.00E-02,1938.349
2.02E-02,1960.989
2.05E-02,1996.907
2.07E-02,2044.487
2.09E-02,2102.07
2.11E-02,2158.95
2.13E-02,2181.282
2.15E-02,2216.977
2.17E-02,2250.963
2.19E-02,2284.89
2.21E-02,2306.608
2.23E-02,2340.079
2.26E-02,2375.458
2.28E-02,2411.38
2.30E-02,2433.634
2.32E-02,2469.462
2.34E-02,2505.533
2.36E-02,2540.801
2.37E-02,2576.161
2.39E-02,2610.976
2.41E-02,2645.433
2.43E-02,2679.347
2.45E-02,2713.424
2.47E-02,2748.09
2.49E-02,2784.67
2.51E-02,2820.908
2.53E-02,2843.406
2.55E-02,2880.47
2.57E-02,2902.984
2.59E-02,2938.077
2.61E-02,2974.382
2.62E-02,3009.145
2.64E-02,3045.235
2.66E-02,3079.464
2.68E-02,3115.471
2.70E-02,3139.754
2.72E-02,3175.408
2.73E-02,3224.7
2.75E-02,3272.654
2.77E-02,3308.975
2.79E-02,3357.677
2.81E-02,3405.839
2.82E-02,3455.15
2.84E-02,3490.865
2.86E-02,3525.42
2.88E-02,3547.528
2.89E-02,3581.908
2.91E-02,3603.997
2.93E-02,3638.43
2.95E-02,3660.459
2.96E-02,3695.01
2.98E-02,3717.165
3.00E-02,3751.561
