Mesh_Sizes,AmgFreeCPU,CgDiagCPU,CgLusgsCPU,GmresDiagCPU,GmresLusgsCPU
19684,0.326405162962088,0.897752421913854,0.444808679207266,0.637277276665333,0.326405162962088
98304,1.00697081514577,2.3104149338157,1.07250513595325,2.2482328743439,1.00697081514577
169708,1.31253865683922,2.92253685062119,1.51795185957089,3.20060494895743,1.31253865683922
243165,1.52539466900814,3.22149511443084,1.79684331829563,3.7744152105955,1.52539466900814
515679,1.82243993570502,3.4382896718078,1.67108431282969,4.79287338267498,1.82243993570502
1101351,1.46202718105919,2.27993144051956,1.27166438103837,6.00501892245167,2.12337130096063
