#GpuCgDiag98304
Simulated_Time(sec),CPU_Time(sec)
1.00E-03,4.551
2.20E-03,18.264
3.64E-03,20.423
5.37E-03,22.733
6.90E-03,24.933
8.25E-03,27.197
9.48E-03,29.538
1.06E-02,31.883
1.17E-02,34.211
1.26E-02,36.429
1.36E-02,38.6
1.45E-02,40.787
1.54E-02,42.983
1.62E-02,45.324
1.70E-02,47.67
1.78E-02,49.92
1.86E-02,52.256
1.93E-02,54.593
2.00E-02,56.978
2.07E-02,59.27
2.14E-02,61.463
2.21E-02,63.654
2.28E-02,65.859
2.34E-02,68.192
2.40E-02,70.374
2.47E-02,72.541
2.53E-02,74.765
2.59E-02,77.068
2.65E-02,79.252
2.71E-02,81.433
2.76E-02,83.575
2.82E-02,85.78
2.87E-02,88.119
2.93E-02,90.439
2.98E-02,92.597
3.03E-02,94.798
3.08E-02,97.005
3.13E-02,99.336
3.18E-02,101.672
3.23E-02,103.925
3.28E-02,106.248
3.33E-02,108.584
3.38E-02,110.912
3.42E-02,113.111
3.47E-02,115.287
3.52E-02,117.462
3.56E-02,119.656
3.61E-02,121.858
3.65E-02,124.029
3.70E-02,126.242
3.74E-02,128.627
3.78E-02,130.958
3.83E-02,133.128
3.87E-02,135.334
3.91E-02,137.523
3.95E-02,139.713
4.00E-02,141.904
4.04E-02,144.23
4.08E-02,146.407
4.12E-02,148.597
4.16E-02,150.79
4.20E-02,152.934
4.24E-02,155.16
4.28E-02,157.496
4.32E-02,159.69
4.36E-02,161.845
4.40E-02,164.057
4.44E-02,166.409
4.48E-02,168.77
4.52E-02,171.05
4.56E-02,173.39
4.59E-02,175.729
4.63E-02,178.033
4.67E-02,180.291
4.71E-02,182.484
4.74E-02,184.675
4.78E-02,186.84
4.81E-02,189.04
4.85E-02,191.378
4.88E-02,193.713
4.92E-02,196.025
4.96E-02,198.242
4.99E-02,200.453
5.03E-02,202.633
5.06E-02,204.817
5.10E-02,207.023
5.13E-02,209.341
5.17E-02,211.535
5.20E-02,213.722
5.23E-02,215.91
5.27E-02,218.126
5.30E-02,220.463
5.34E-02,222.781
5.37E-02,225.043
5.40E-02,227.423
5.44E-02,229.742
5.47E-02,231.958
5.50E-02,234.163
5.54E-02,236.35
5.57E-02,238.537
5.60E-02,240.723
5.63E-02,242.895
5.67E-02,245.113
5.70E-02,247.474
5.73E-02,249.749
5.76E-02,251.947
5.79E-02,254.281
5.82E-02,256.588
5.85E-02,258.867
5.88E-02,261.088
5.92E-02,263.342
5.95E-02,265.563
5.98E-02,267.782
6.01E-02,269.994
6.04E-02,272.272
6.07E-02,274.484
6.10E-02,276.791
6.13E-02,279.093
6.16E-02,281.337
6.19E-02,283.57
6.22E-02,285.772
6.25E-02,287.96
6.28E-02,290.294
6.31E-02,292.616
6.34E-02,294.905
6.37E-02,297.071
6.40E-02,299.265
6.43E-02,301.471
6.46E-02,303.683
6.49E-02,305.889
6.52E-02,308.093
6.55E-02,310.412
6.58E-02,312.758
6.60E-02,315.032
6.63E-02,317.396
6.66E-02,319.726
6.69E-02,322.029
6.72E-02,324.256
6.75E-02,326.461
6.77E-02,328.636
6.80E-02,330.827
6.83E-02,333.051
6.86E-02,335.341
6.89E-02,337.526
6.91E-02,339.809
6.94E-02,341.988
6.97E-02,344.189
7.00E-02,346.4
7.02E-02,348.614
7.05E-02,350.82
7.08E-02,353.032
7.11E-02,355.367
7.13E-02,357.698
7.16E-02,359.94
7.19E-02,362.233
7.22E-02,364.544
7.24E-02,366.901
7.27E-02,369.113
7.30E-02,371.302
7.32E-02,373.632
7.35E-02,375.928
7.38E-02,378.093
7.40E-02,380.291
7.43E-02,382.477
7.46E-02,384.696
7.48E-02,386.913
7.51E-02,389.13
7.54E-02,391.432
7.56E-02,393.644
7.59E-02,395.87
7.62E-02,398.142
7.64E-02,400.408
7.67E-02,402.605
7.69E-02,404.777
7.72E-02,406.932
7.74E-02,409.131
7.77E-02,411.438
7.80E-02,413.767
7.82E-02,416.048
7.85E-02,418.216
7.87E-02,420.404
7.90E-02,422.599
7.92E-02,424.818
7.95E-02,427.004
7.97E-02,429.222
8.00E-02,431.555
8.02E-02,433.834
8.05E-02,435.969
8.07E-02,438.154
8.10E-02,440.486
8.12E-02,442.817
8.15E-02,445.055
8.17E-02,447.41
8.20E-02,449.77
8.22E-02,452.121
8.25E-02,454.366
8.27E-02,456.548
8.30E-02,458.752
8.32E-02,460.938
8.35E-02,463.077
8.37E-02,465.191
8.40E-02,467.365
8.42E-02,469.535
8.45E-02,471.688
8.47E-02,473.846
8.49E-02,476.033
8.52E-02,478.329
8.54E-02,480.529
8.57E-02,482.836
8.59E-02,485.097
8.62E-02,487.308
8.64E-02,489.525
8.66E-02,491.76
8.69E-02,493.964
8.71E-02,496.163
8.74E-02,498.494
8.76E-02,500.825
8.78E-02,503.099
8.81E-02,505.449
8.83E-02,507.79
8.86E-02,510.124
8.88E-02,512.333
8.90E-02,514.49
8.93E-02,516.669
8.95E-02,518.875
8.97E-02,521.093
9.00E-02,523.297
9.02E-02,525.452
9.04E-02,527.603
9.07E-02,529.772
9.09E-02,531.987
9.12E-02,534.285
9.14E-02,536.447
9.16E-02,538.602
9.19E-02,540.758
9.21E-02,542.93
9.23E-02,545.136
9.25E-02,547.454
9.28E-02,549.77
9.30E-02,552.019
9.32E-02,554.329
9.35E-02,556.681
9.37E-02,559.024
9.39E-02,561.254
9.41E-02,563.57
9.44E-02,565.779
9.46E-02,568.091
9.48E-02,570.289
9.51E-02,572.484
9.53E-02,574.68
9.55E-02,576.908
9.57E-02,579.18
9.60E-02,581.335
9.62E-02,583.524
9.64E-02,585.694
9.67E-02,587.864
9.69E-02,589.985
9.71E-02,592.167
9.73E-02,594.507
9.76E-02,596.829
9.78E-02,599.129
9.80E-02,601.331
9.82E-02,603.516
9.84E-02,605.711
9.87E-02,607.88
9.89E-02,610.001
9.91E-02,612.144
9.93E-02,614.341
9.96E-02,616.523
9.98E-02,618.661
1.00E-01,620.816
1.00E-01,622.969
1.00E-01,625.138
1.01E-01,627.429
1.01E-01,629.729
1.01E-01,631.984
1.01E-01,634.29
1.02E-01,636.617
1.02E-01,638.931
1.02E-01,641.144
1.02E-01,643.467
1.02E-01,645.792
1.03E-01,648.088
1.03E-01,650.287
1.03E-01,652.457
1.03E-01,654.637
1.04E-01,656.847
1.04E-01,659.022
1.04E-01,661.21
1.04E-01,663.352
1.04E-01,665.52
1.05E-01,667.837
1.05E-01,670.114
1.05E-01,672.259
1.05E-01,674.413
1.05E-01,676.566
1.06E-01,678.731
1.06E-01,680.91
1.06E-01,683.081
1.06E-01,685.408
1.07E-01,687.592
1.07E-01,689.756
1.07E-01,691.926
1.07E-01,694.128
1.07E-01,696.441
1.08E-01,698.624
1.08E-01,700.826
1.08E-01,703.047
1.08E-01,705.359
1.08E-01,707.578
1.09E-01,709.767
1.09E-01,711.993
1.09E-01,714.264
1.09E-01,716.429
1.10E-01,718.594
1.10E-01,720.795
1.10E-01,723.023
1.10E-01,725.197
1.10E-01,727.525
1.11E-01,729.838
1.11E-01,732.075
1.11E-01,734.251
1.11E-01,736.524
1.11E-01,738.767
1.12E-01,740.938
1.12E-01,743.17
1.12E-01,745.486
1.12E-01,747.773
1.12E-01,750.062
1.13E-01,752.274
1.13E-01,754.599
1.13E-01,756.914
1.13E-01,759.157
1.13E-01,761.322
1.14E-01,763.519
1.14E-01,765.717
1.14E-01,767.886
1.14E-01,770.038
1.15E-01,772.208
1.15E-01,774.523
1.15E-01,776.858
1.15E-01,779.098
1.15E-01,781.447
1.16E-01,783.783
1.16E-01,786.114
1.16E-01,788.304
1.16E-01,790.465
1.16E-01,792.693
1.17E-01,795.011
1.17E-01,797.229
1.17E-01,799.544
1.17E-01,801.841
1.17E-01,804.093
1.18E-01,806.274
1.18E-01,808.535
1.18E-01,810.727
1.18E-01,812.996
1.18E-01,815.242
1.19E-01,817.433
1.19E-01,819.662
1.19E-01,821.839
1.19E-01,824.013
1.19E-01,826.226
1.20E-01,828.54
1.20E-01,830.872
1.20E-01,833.15
1.20E-01,835.493
1.20E-01,837.793
1.21E-01,840.117
1.21E-01,842.298
1.21E-01,844.402
1.21E-01,846.557
1.21E-01,848.856
1.22E-01,851.12
1.22E-01,853.293
1.22E-01,855.536
1.22E-01,857.804
1.22E-01,860.104
1.23E-01,862.383
1.23E-01,864.61
1.23E-01,866.795
1.23E-01,869.056
1.23E-01,871.216
1.24E-01,873.338
1.24E-01,875.504
1.24E-01,877.659
1.24E-01,879.859
1.24E-01,882.168
1.25E-01,884.356
1.25E-01,886.591
1.25E-01,888.848
1.25E-01,891.027
1.25E-01,893.168
1.26E-01,895.357
1.26E-01,897.654
1.26E-01,899.971
1.26E-01,902.253
1.26E-01,904.458
1.27E-01,906.608
1.27E-01,908.772
1.27E-01,910.951
1.27E-01,913.109
1.27E-01,915.306
1.28E-01,917.585
1.28E-01,919.751
1.28E-01,921.946
1.28E-01,924.18
1.28E-01,926.541
1.29E-01,928.877
1.29E-01,931.157
1.29E-01,933.346
1.29E-01,935.676
1.29E-01,937.998
1.30E-01,940.246
1.30E-01,942.548
1.30E-01,944.854
1.30E-01,947.157
1.30E-01,949.362
1.30E-01,951.675
1.31E-01,953.989
1.31E-01,956.255
1.31E-01,958.42
1.31E-01,960.601
1.31E-01,962.766
1.32E-01,964.944
1.32E-01,967.136
1.32E-01,969.303
1.32E-01,971.632
1.32E-01,973.96
1.33E-01,976.234
1.33E-01,978.566
1.33E-01,980.881
1.33E-01,983.204
1.33E-01,985.45
1.34E-01,987.615
1.34E-01,989.776
1.34E-01,991.948
1.34E-01,994.131
1.34E-01,996.313
1.35E-01,998.626
1.35E-01,1000.94
1.35E-01,1003.177
1.35E-01,1005.51
1.35E-01,1007.828
1.35E-01,1010.117
1.36E-01,1012.332
1.36E-01,1014.657
1.36E-01,1017.01
1.36E-01,1019.287
1.36E-01,1021.464
1.37E-01,1023.617
1.37E-01,1025.809
1.37E-01,1028.003
1.37E-01,1030.159
1.37E-01,1032.364
1.38E-01,1034.696
1.38E-01,1037.008
1.38E-01,1039.279
1.38E-01,1041.626
1.38E-01,1043.93
1.39E-01,1046.257
1.39E-01,1048.482
1.39E-01,1050.667
1.39E-01,1052.865
1.39E-01,1055.09
1.39E-01,1057.265
1.40E-01,1059.577
1.40E-01,1061.906
1.40E-01,1064.192
1.40E-01,1066.378
1.40E-01,1068.596
1.41E-01,1070.821
1.41E-01,1073.001
1.41E-01,1075.094
1.41E-01,1077.246
1.41E-01,1079.576
1.42E-01,1081.89
1.42E-01,1084.142
1.42E-01,1086.446
1.42E-01,1088.763
1.42E-01,1091.098
1.42E-01,1093.317
1.43E-01,1095.468
1.43E-01,1097.619
1.43E-01,1099.772
1.43E-01,1101.937
1.43E-01,1104.102
1.44E-01,1106.222
1.44E-01,1108.342
1.44E-01,1110.505
1.44E-01,1112.673
1.44E-01,1114.864
1.45E-01,1117.107
1.45E-01,1119.39
1.45E-01,1121.52
1.45E-01,1123.688
1.45E-01,1125.952
1.45E-01,1128.133
1.46E-01,1130.431
1.46E-01,1132.642
1.46E-01,1134.874
1.46E-01,1137.042
1.46E-01,1139.31
1.47E-01,1141.548
1.47E-01,1143.776
1.47E-01,1145.987
1.47E-01,1148.155
1.47E-01,1150.33
1.47E-01,1152.659
1.48E-01,1154.99
1.48E-01,1157.264
1.48E-01,1159.451
1.48E-01,1161.668
1.48E-01,1163.874
1.49E-01,1166.086
1.49E-01,1168.41
1.49E-01,1170.675
1.49E-01,1172.901
1.49E-01,1175.167
1.49E-01,1177.35
1.50E-01,1179.563
1.50E-01,1181.751
1.50E-01,1183.962
1.50E-01,1186.112
1.50E-01,1188.299
1.51E-01,1190.588
1.51E-01,1192.812
1.51E-01,1195.019
1.51E-01,1197.205
1.51E-01,1199.499
1.52E-01,1201.838
1.52E-01,1204.07
1.52E-01,1206.251
1.52E-01,1208.606
1.52E-01,1210.969
1.52E-01,1213.2
1.53E-01,1215.491
1.53E-01,1217.79
1.53E-01,1220.112
1.53E-01,1222.291
1.53E-01,1224.458
1.53E-01,1226.787
1.54E-01,1229.096
1.54E-01,1231.354
1.54E-01,1233.688
1.54E-01,1235.975
1.54E-01,1238.276
1.55E-01,1240.431
1.55E-01,1242.584
1.55E-01,1244.761
1.55E-01,1246.94
1.55E-01,1249.126
1.55E-01,1251.295
1.56E-01,1253.608
1.56E-01,1255.917
1.56E-01,1258.139
1.56E-01,1260.424
1.56E-01,1262.576
1.57E-01,1264.764
1.57E-01,1266.915
1.57E-01,1269.054
1.57E-01,1271.237
1.57E-01,1273.594
1.57E-01,1275.983
1.58E-01,1278.327
1.58E-01,1280.527
1.58E-01,1282.684
1.58E-01,1284.835
1.58E-01,1287.014
1.59E-01,1289.242
1.59E-01,1291.553
