Mesh_Sizes,AmgClassCPU,AmgFreeCPU,CgDiagCPU,CgLusgsCPU,GmresDiagCPU,GmresLusgsCPU,CgDiagGPU,GmresDiagGPU
19684,235.3013888533,116.5845921845,77.591431262,42.8085317745,167.0307142857,85.5509673927,293.1238715119,262.1005336323
98304,1274.1866635229,591.483252982,537.66,285.2093353675,1239.8934507628,555.3412785021,251.8293617198,551.4968955895
169708,2484.470073278,1088.37821096,1273.9320758434,659.7212656981,2743.643317734,1125.4200911555,340.1493761478,857.2264810837
243165,3658.363937813,1583.5051740891,2017.6717517328,1049.9941514196,4319.6184963197,1745.7334868559,417.9777675439,1144.4470879075
515679,8125.3239141723,2776.3167919261,4924.429955759,2700.1933508177,11447.0839327057,4352.6338462726,804.6245812357,2388.3551720945
1101351,18273.0100703028,7922.7918188003,12355.0522168046,6891.2071436671,32541.4707789999,11506.645696791,1613.5224484635,5419.0455016442
