#CpuGmresDiag515679
Simulated_Time(sec),CPU_Time(sec)
9.46E-04,78.36
1.81E-03,179.169
2.61E-03,198.95
3.36E-03,220.781
4.06E-03,244.511
4.73E-03,266.389
5.36E-03,286.335
5.97E-03,306.147
6.55E-03,326.018
7.11E-03,345.866
7.66E-03,365.716
8.19E-03,385.567
8.70E-03,405.394
9.21E-03,425.214
9.70E-03,445.199
1.02E-02,465.044
1.06E-02,484.922
1.11E-02,504.776
1.16E-02,526.729
1.20E-02,548.719
1.24E-02,570.622
1.29E-02,590.595
1.33E-02,617.493
1.37E-02,639.524
1.41E-02,658.499
1.45E-02,688.425
1.48E-02,716.312
1.52E-02,744.211
1.56E-02,769.29
1.59E-02,797.211
1.63E-02,828.131
1.67E-02,858.062
1.70E-02,884.012
1.73E-02,910.103
1.77E-02,940.156
1.80E-02,971.168
1.84E-02,1002.207
1.87E-02,1032.492
1.90E-02,1059.532
1.93E-02,1089.537
1.97E-02,1121.454
2.00E-02,1151.473
2.03E-02,1184.441
2.06E-02,1216.354
2.09E-02,1244.304
2.12E-02,1276.273
2.16E-02,1309.442
2.19E-02,1339.559
2.22E-02,1369.588
2.25E-02,1393.588
2.28E-02,1425.604
2.31E-02,1457.611
2.34E-02,1486.55
2.36E-02,1510.61
2.39E-02,1538.783
2.42E-02,1567.651
2.45E-02,1599.537
2.48E-02,1629.459
2.50E-02,1659.591
2.53E-02,1689.534
2.56E-02,1717.461
2.59E-02,1756.398
2.61E-02,1784.31
2.64E-02,1818.123
2.67E-02,1848.122
2.69E-02,1876.126
2.72E-02,1910.216
2.75E-02,1936.119
2.77E-02,1971.948
2.80E-02,2005.865
2.82E-02,2033.964
2.85E-02,2067.838
2.87E-02,2087.749
2.90E-02,2119.763
2.92E-02,2147.68
2.95E-02,2180.514
2.97E-02,2213.43
3.00E-02,2246.321
3.02E-02,2274.336
3.05E-02,2310.245
3.07E-02,2340.105
3.10E-02,2370.055
3.12E-02,2397.937
3.14E-02,2432.075
3.17E-02,2462.124
3.19E-02,2494.062
3.21E-02,2525.2
3.24E-02,2560.162
3.26E-02,2592.085
3.28E-02,2627.064
3.31E-02,2660.087
3.33E-02,2702.996
3.35E-02,2739.095
3.38E-02,2769.134
3.40E-02,2804.185
3.42E-02,2832.477
3.44E-02,2858.727
3.46E-02,2894.752
3.49E-02,2914.787
3.51E-02,2944.778
3.53E-02,2977.761
3.55E-02,3007.992
3.57E-02,3044.006
3.60E-02,3073.04
3.62E-02,3103.181
3.64E-02,3133.189
3.66E-02,3160.217
3.68E-02,3191.214
3.70E-02,3225.263
3.73E-02,3250.353
3.75E-02,3278.366
3.77E-02,3308.662
3.79E-02,3333.805
3.81E-02,3364.925
3.83E-02,3401.914
3.85E-02,3429.986
3.87E-02,3457.999
3.89E-02,3485.993
3.91E-02,3512.273
3.93E-02,3540.236
3.95E-02,3574.345
3.97E-02,3604.318
3.99E-02,3630.346
4.02E-02,3661.382
4.04E-02,3688.534
4.06E-02,3712.699
4.08E-02,3736.772
4.10E-02,3773.785
4.12E-02,3805.798
4.14E-02,3827.888
4.15E-02,3854.0
4.17E-02,3887.044
4.19E-02,3914.031
4.21E-02,3940.02
4.23E-02,3970.982
4.25E-02,4005.982
4.27E-02,4034.134
4.29E-02,4053.177
4.31E-02,4080.216
4.33E-02,4107.345
4.35E-02,4135.432
4.37E-02,4159.589
4.39E-02,4182.61
4.41E-02,4217.706
4.42E-02,4247.753
4.44E-02,4264.912
4.46E-02,4284.94
4.48E-02,4315.009
4.50E-02,4344.076
4.52E-02,4372.025
4.54E-02,4395.996
4.56E-02,4417.113
4.57E-02,4450.139
4.59E-02,4481.106
4.61E-02,4500.109
4.63E-02,4528.078
4.65E-02,4555.089
4.67E-02,4590.195
4.68E-02,4617.326
4.70E-02,4645.29
4.72E-02,4676.247
4.74E-02,4712.193
4.76E-02,4742.29
