#CpuGmresDiag243165
Simulated_Time(sec),CPU_Time(sec)
1.00E-03,25.823
2.20E-03,67.524
3.41E-03,79.07
4.48E-03,90.654
5.45E-03,100.796
6.35E-03,111.401
7.19E-03,121.084
7.98E-03,130.307
8.73E-03,139.245
9.45E-03,147.999
1.01E-02,156.756
1.08E-02,165.618
1.14E-02,174.379
1.21E-02,183.186
1.27E-02,192.05
1.33E-02,200.825
1.38E-02,209.654
1.44E-02,218.423
1.50E-02,227.191
1.55E-02,236.077
1.60E-02,244.846
1.65E-02,253.617
1.71E-02,262.393
1.76E-02,271.165
1.81E-02,279.477
1.85E-02,288.27
1.90E-02,297.048
1.95E-02,305.825
2.00E-02,314.698
2.04E-02,323.481
2.09E-02,331.8
2.13E-02,340.247
2.17E-02,349.033
2.22E-02,360.227
2.26E-02,370.87
2.30E-02,379.661
2.34E-02,387.525
2.39E-02,396.789
2.43E-02,408.436
2.47E-02,419.099
2.51E-02,430.21
2.54E-02,441.326
2.58E-02,452.446
2.62E-02,463.561
2.66E-02,475.146
2.69E-02,486.764
2.73E-02,500.208
2.77E-02,509.936
2.80E-02,517.805
2.84E-02,526.608
2.87E-02,535.47
2.91E-02,547.061
2.94E-02,555.865
2.98E-02,566.725
3.01E-02,575.065
3.05E-02,583.46
3.08E-02,591.889
3.12E-02,600.228
3.15E-02,611.818
3.18E-02,623.406
3.22E-02,633.17
3.25E-02,641.509
3.28E-02,649.853
3.31E-02,661.537
3.34E-02,673.128
3.37E-02,683.372
3.40E-02,691.436
3.44E-02,699.314
3.47E-02,708.154
3.50E-02,719.749
3.53E-02,728.556
3.56E-02,740.692
3.59E-02,751.823
3.62E-02,763.48
3.65E-02,773.686
3.68E-02,785.287
3.71E-02,797.35
3.74E-02,809.876
3.77E-02,822.864
3.80E-02,834.548
3.83E-02,846.63
3.85E-02,857.314
3.88E-02,868.462
3.91E-02,880.997
3.94E-02,893.094
3.97E-02,905.175
4.00E-02,915.875
4.02E-02,927.018
4.05E-02,938.658
4.08E-02,953.096
4.11E-02,965.64
4.13E-02,976.79
4.16E-02,987.623
4.19E-02,1000.168
4.21E-02,1011.842
4.24E-02,1024.387
4.27E-02,1036.59
4.29E-02,1048.196
4.32E-02,1058.865
4.35E-02,1069.076
4.37E-02,1077.413
