Simulated_Time,AmgClassCPU,AmgFreeCPU,CgDiagCPU,CgLusgsCPU,GmresDiagCPU,GmresLusgsCPU,CgDiagGPU,GmresDiagGPU
0.013500,1502.699,1036.768,1476.005,1146.196,2272.277,1340.338,1052.376,1101.163
0.013800,1552.468,1060.546,1508.753,1176.184,2346.09,1375.496,1074.349,1129.476
0.014000,1597.602,1085.315,1541.605,1206.184,2410.518,1410.701,1096.245,1156.468
0.014300,1632.346,1109.094,1574.406,1236.108,2489.03,1445.851,1118,1185.389
0.014600,1683.85,1134.844,1607.163,1266.622,2569.865,1483.866,1139.746,1214.747
0.014800,1736.758,1159.624,1639.906,1296.879,2660.165,1525.06,1173.491,1245.118
0.015100,1772.61,1185.385,1693.646,1327.913,2750.422,1563.32,1207.419,1275.843
0.015300,1807.611,1210.156,1749.184,1358.355,2845.241,1604.41,1241.212,1307.697
0.015600,1862.315,1235.913,1802.969,1389.581,2940.008,1642.581,1276.023,1338.871
0.015800,1917.15,1260.672,1858.703,1420.023,3041.921,1683.857,1311.776,1371.155
0.016100,1972.537,1286.437,1912.669,1451.315,3136.83,1725.162,1347.08,1402.698
0.016300,2025.262,1311.194,1968.678,1481.82,3243.507,1766.308,1382.796,1435.482
0.016600,2061.748,1336.95,2022.8,1513.233,3338.503,1804.34,1418.218,1465.759
0.016800,2097.62,1362.73,2078.955,1543.768,3449.843,1845.698,1454.067,1499.324
0.017000,2153.53,1388.503,2133.069,1575.133,3547.029,1883.868,1490.179,1529.877
0.017300,2207.599,1413.294,2188.777,1605.345,3648.99,1925.346,1525.434,1561.757
0.017500,2244.29,1439.068,2242.564,1636.648,3743.944,1963.6,1560.184,1593.364
0.017800,2279.26,1463.851,2298.19,1666.855,3845.903,2004.948,1594.86,1625.592
0.018000,2335.111,1489.634,2352.266,1698.163,3943.213,2043.307,1631.994,1657.123
0.018200,2370.9,1514.421,2408.403,1728.501,4049.816,2087.523,1666.987,1689.97
0.018500,2405.646,1540.207,2464.608,1759.808,4146.922,2128.629,1702.53,1721.98
0.018700,2442.075,1564.992,2520.665,1790.142,4253.608,2169.838,1737.911,1754.831
0.018900,2497.616,1590.773,2576.843,1821.445,4355.476,2211.183,1772.326,1786.075
0.019100,2553.417,1615.559,2632.6,1851.793,4462.251,2252.365,1807.352,1818.991
0.019400,2588.809,1641.334,2686.744,1883.026,4559.405,2290.68,1842.905,1850.394
0.019600,2624.424,1666.129,2741.89,1913.372,4661.378,2331.882,1878.578,1883.236
0.019800,2675.805,1691.9,2795.573,1944.212,4749.174,2367.189,1915.07,1913.499
0.020000,2710.41,1717.677,2828.377,1973.961,4825.279,2402.366,1938.349,1942.514
0.020200,2743.903,1742.457,2861.115,2002.924,4910.744,2440.77,1960.989,1972.847
0.020500,2779.9,1770.207,2914.708,2034.21,5017.221,2478.925,1996.907,2005.838
0.020700,2832.343,1796.966,2982.021,2065.693,5135.659,2523.115,2044.487,2039.646
0.020900,2867.076,1822.725,3038.044,2096.403,5237.471,2564.401,2102.07,2071.963
0.021100,2919.821,1846.505,3093.493,2126.461,5325.527,2605.556,2158.95,2102.924
0.021300,2964.375,1872.26,3126.266,2154.963,5382.873,2637.689,2181.282,2128.979
0.021500,2998.603,1899.009,3179.706,2185.976,5475.449,2675.744,2216.977,2159.222
0.021700,3033.582,1926.742,3235.812,2216.932,5581.976,2719.887,2250.963,2192.056
0.021900,3085.791,1952.491,3312.855,2247.749,5683.786,2761.18,2284.89,2223.973
0.022100,3135.45,1979.226,3345.578,2277.345,5759.842,2796.403,2306.608,2252.721
0.022300,3184.746,2003.995,3397.32,2306.342,5842.995,2831.531,2340.079,2282.273
0.022600,3237.344,2030.738,3451.039,2337.373,5930.635,2869.749,2375.458,2312.484
0.022800,3271.951,2056.483,3506,2367.416,6027.825,2911.037,2411.38,2344.179
0.023000,3305.725,2083.231,3538.767,2396.378,6085.28,2943.099,2433.634,2370.304
0.023200,3340.377,2109.968,3592.213,2427.389,6173.086,2981.43,2469.462,2400.61
0.023400,3375.243,2135.737,3647.577,2457.588,6275.068,3022.725,2505.533,2432.776
0.023600,3407.69,2162.499,3700.984,2487.656,6353.495,3057.882,2540.801,2461.412
0.023700,3442.931,2189.278,3754.194,2518.194,6441.47,3096.183,2576.161,2491.692
0.023900,3477.84,2215.07,3810.111,2548.482,6543.381,3137.62,2610.976,2524.039
0.024100,3528.494,2243.862,3863.441,2578.791,6636.019,3175.707,2645.433,2555.004
0.024300,3562.803,2269.688,3916.986,2609.558,6730.923,3217.141,2679.347,2586.622
0.024500,3598.682,2296.523,3973.301,2640.29,6828.25,3255.328,2713.424,2618.344
0.024700,3633.79,2321.402,4026.611,2670.131,6906.883,3290.575,2748.09,2648.179
0.024900,3668.378,2348.287,4079.955,2701.231,6994.911,3328.697,2784.67,2678.637
0.025100,3702.92,2374.205,4134.553,2731.377,7087.744,3370.133,2820.908,2713.214
0.025300,3737.289,2402.135,4167.651,2759.038,7142.987,3399.499,2843.406,2739.267
0.025500,3772.461,2431.089,4221.252,2789.632,7231.104,3434.821,2880.47,2769.494
0.025700,3821.594,2459.078,4254.24,2819.359,7307.515,3470.434,2902.984,2798.204
0.025900,3873.342,2484.125,4308.681,2849.238,7395.676,3512.036,2938.077,2828.8
0.026100,3908.735,2511.174,4362.511,2879.793,7484.016,3550.761,2974.382,2859.371
0.026200,3943.578,2538.251,4414.656,2910.169,7572.069,3589.286,3009.145,2889.959
0.026400,3979.815,2564.365,4471.324,2940.722,7669.586,3633.949,3045.235,2921.976
0.026600,4014.569,2591.493,4525.574,2970.897,7757.821,3669.599,3079.464,2952.134
0.026800,4050.162,2663.318,4579.611,3001.492,7846.051,3711.081,3115.471,2982.798
0.027000,4085.778,2710.888,4612.863,3031.976,7922.574,3749.779,3139.754,3011.885
0.027200,4138.565,2735.916,4667.973,3062.029,8003.86,3788.66,3175.408,3044.214
0.027300,4194.708,2761.926,4723.155,3093.195,8106.177,3830.33,3224.7,3075.683
0.027500,4232.446,2787.944,4779.353,3124.766,8222.622,3875.143,3272.654,3110.413
0.027700,4318.391,2814.933,4836.345,3155.178,8308.581,3920.39,3308.975,3140.225
0.027900,4356.581,2841.948,4905.714,3187.11,8403.936,3962.002,3357.677,3173.816
0.028100,4395.367,2870.898,4979.672,3219.709,8496.938,4012.914,3405.839,3209.353
0.028200,4434.078,2899.841,5051.885,3252.236,8592.334,4066.786,3455.15,3240.234
0.028400,4472.996,2927.811,5108.078,3284.947,8697.072,4111.357,3490.865,3273.333
0.028600,4512.358,2968.341,5162.216,3315.003,8780.748,4149.896,3525.42,3303.667
0.028800,4547.831,3006.95,5195.528,3345.184,8857.491,4185.501,3547.528,3333.191
0.028900,4582.466,3032.043,5248.986,3375.353,8943.438,4221.173,3581.908,3363.303
0.029100,4617.36,3057.139,5282.293,3405.458,9029.393,4259.661,3603.997,3394.275
0.029300,4655.249,3082.228,5315.53,3436.139,9124.794,4301.316,3638.43,3426.159
0.029500,4692.607,3106.353,5368.071,3465.589,9182.627,4333.789,3660.459,3452.723
0.029600,4731.645,3131.432,5421.516,3496.511,9275.525,4375.652,3695.01,3484.14
0.029800,4765.314,3155.56,5454.73,3525.384,9342.784,4414.445,3717.165,3512.69
0.030000,4799.739,3180.643,5509.779,3555.793,9426.509,4456.089,3751.561,3542.369
0.030100,4832.756,3205.726,5543.101,3584.455,9500.744,4491.851,3773.664,3569.603
0.030300,4867.625,3230.789,5597.138,3614.522,9586.656,4530.52,3808.876,3599.05
0.030500,4902.693,3255.856,5630.383,3643.952,9658.481,4566.208,3831.025,3627.25
0.030700,4937.321,3280.924,5663.658,3674.027,9737.453,4604.719,3853.063,3656.696
0.030800,4973.465,3305.985,5696.959,3703.378,9821.023,4643.461,3875.137,3686.175
0.031000,5012.417,3331.044,5749.659,3733.182,9904.607,4678.925,3897.166,3716.363
0.031200,5052.699,3356.1,5803.475,3763.114,9988.244,4717.567,3931.515,3745.915
0.031300,5091.501,3381.157,5836.67,3792.984,10067.089,4753.007,3953.567,3775.394
0.031500,5127.088,3406.216,5891.643,3823.18,10141.362,4794.612,3987.964,3804.875
0.031700,5162.073,3431.271,5924.853,3853.435,10220.303,4833.09,4010.118,3834.351
0.031800,5195.27,3457.27,5979.104,3884.332,10317.923,4868.644,4045.551,3866.72
0.032000,5247.785,3483.281,6033.012,3914.458,10413.368,4907.541,4079.907,3898.197
0.032200,5282.39,3508.332,6066.29,3944.393,10497.003,4943.141,4101.963,3928.517
0.032300,5341.64,3533.384,6121.43,3975.358,10571.264,4984.651,4136.582,3957.313
0.032500,5387.733,3560.348,6154.617,4004.053,10643.264,5023.409,4158.609,3986.1
0.032700,5450.279,3585.384,6187.863,4033.256,10698.8,5055.909,4180.679,4012.081
0.032800,5488.272,3610.444,6221.04,4062.662,10777.739,5091.57,4202.684,4041.604
0.033000,5526.952,3636.458,6275.082,4093.229,10870.952,5127.135,4237.779,4073.109
0.033100,5562.357,3662.48,6308.374,4121.811,10931.189,5159.642,4261.919,4101.08
0.033300,5595.832,3688.488,6341.597,4151.924,11014.783,5201.51,4284.384,4131.178
0.033500,5628.254,3713.54,6374.773,4178.726,11056.257,5231.105,4307.181,4155.472
0.033600,5662.908,3738.589,6407.967,4207.54,11125.818,5266.721,4331.036,4183.321
0.033800,5697.299,3764.59,6460.362,4237.511,11181.373,5302.224,4366.809,4209.525
0.033900,5733.068,3791.564,6513.736,4268.337,11262.555,5340.765,4403.079,4239.938
0.034100,5783.175,3818.546,6569.022,4299.477,11346.235,5379.252,4439.528,4270.516
0.034300,5818.004,3843.594,6602.208,4328.354,11427.573,5417.756,4462.956,4300.373
0.034400,5852.113,3867.69,6650.576,4356.19,11480.788,5447.229,4486.365,4325.744
0.034600,5886.407,3892.739,6683.77,4384.875,11559.699,5482.821,4522.309,4355.173
0.034700,5921.014,3918.748,6736.407,4414.07,11638.801,5518.445,4557.803,4384.619
0.034900,5955.935,3944.747,6790.631,4444.564,11715.36,5556.971,4593.797,4413.74
0.035000,6001.354,3971.712,6823.826,4474.537,11789.601,5592.673,4618.219,4442.33
0.035200,6045.412,3998.659,6876.5,4504.693,11873.24,5631.16,4654.683,4471.779
0.035300,6087.565,4025.622,6909.695,4531.3,11926.368,5660.59,4678.185,4497.971
0.035500,6128.463,4050.667,6942.926,4559.398,11979.537,5693.122,4700.939,4523.973
0.035600,6174.058,4074.757,6976.206,4588.011,12053.755,5728.598,4725.016,4552.572
0.035800,6209.129,4100.76,7028.563,4616.757,12125.616,5764.144,4759.427,4580.71
0.036000,6244.742,4127.706,7083.489,4647.498,12211.539,5805.67,4794.146,4611.069
0.036100,6280.815,4154.661,7116.673,4677.466,12288.026,5841.112,4817.12,4640.268
0.036300,6326.642,4183.535,7149.869,4706.205,12352.886,5876.707,4841.188,4667.443
0.036400,6368.607,4210.492,7183.082,4733.402,12401.34,5909.159,4863.992,4693.415
0.036600,6403.14,4235.532,7216.33,4761.749,12468.561,5944.643,4888.162,4720.949
0.036700,6436.292,4261.535,7268.547,4790.105,12540.381,5980.149,4923.802,4749.684
0.036900,6470.363,4287.532,7301.697,4818.711,12609.992,6015.674,4947.706,4778.005
0.037000,6524.929,4314.481,7357.707,4849.576,12700.651,6057.159,4984.542,4809.024
0.037200,6570.826,4342.39,7390.947,4878.828,12763.23,6089.603,5008.051,4836.538
0.037300,6605.62,4369.34,7424.171,4905.496,12816.371,6122.116,5031.005,4862.5
0.037500,6640.237,4396.294,7457.384,4931.897,12864.831,6151.468,5053.662,4888.427
0.037600,6673.371,4424.213,7490.568,4961.084,12922.637,6184.104,5076.217,4915.052
0.037800,6707.849,4452.115,7542.46,4990.265,12985.21,6219.595,5112.105,4942.235
0.037900,6741.602,4479.058,7575.703,5018.148,13050.084,6255.077,5136.624,4969.761
0.038100,6777.3,4506.958,7630.65,5049.01,13140.725,6296.63,5173.974,5000.135
0.038200,6825.587,4535.817,7683.854,5079.548,13208.016,6332.065,5209.383,5027.937
0.038400,6873.082,4561.807,7717.141,5108.796,13275.231,6370.614,5231.903,5055.747
0.038500,6906.708,4586.838,7750.369,5136.618,13349.46,6406.281,5254.33,5084.16
0.038700,6941.14,4612.817,7783.531,5162.303,13402.639,6435.617,5276.841,5110.098
0.038800,6975.641,4639.762,7816.686,5190.438,13455.714,6465.087,5299.201,5136.724
0.038900,7018.357,4666.701,7849.876,5218.711,13522.866,6500.564,5321.311,5163.859
0.039100,7068.666,4695.563,7904.545,5248.986,13611.215,6539.177,5355.702,5194.739
0.039200,7117.36,4723.468,7957.931,5279.205,13690.114,6574.743,5389.959,5224.699
0.039400,7164.594,4752.326,8010.594,5309.798,13757.31,6610.213,5424.882,5252.517
0.039500,7209.89,4779.27,8043.943,5338.096,13831.625,6648.762,5449.017,5281.29
0.039700,7242.536,4806.205,8077.075,5365.19,13891.739,6681.181,5470.991,5307.145
0.039800,7276.76,4852.149,8110.245,5393.267,13961.397,6716.702,5492.968,5335.275
0.040000,7327.292,4876.301,8161.343,5422.173,14049.667,6755.168,5527.82,5366.002
0.040100,7361.957,4900.456,8194.753,5449.61,14109.891,6787.817,5552.551,5392.921
0.040300,7406.487,4925.587,8227.924,5479.487,14177.103,6826.533,5576.729,5420.417
0.040400,7458.89,4950.722,8282.124,5510.607,14281.81,6865.203,5611.789,5453.451
0.040500,7511.065,4975.855,8315.361,5540.747,14372.417,6903.688,5635.766,5485.098
0.040700,7545.608,5012.568,8348.586,5568.18,14425.558,6936.116,5657.868,5510.962
0.040800,7582.525,5050.259,8403.133,5598.896,14511.508,6977.591,5692.319,5541.98
0.041000,7620.09,5087.944,8458.347,5629.489,14609.236,7019.306,5727.834,5575.293
0.041100,7674.373,5138.181,8491.716,5658.592,14690.517,7057.789,5750.016,5605.037
0.041200,7710.29,5178.82,8546.436,5688.735,14778.834,7096.241,5785.002,5635.762
0.041400,7793.681,5220.429,8601.672,5719.775,14897.641,7137.812,5820.626,5779.025
0.041500,7832.398,5264.99,8658.486,5752.244,15021.07,7182.504,5855.232,5812.616
0.041700,7870.644,5312.499,8715.341,5784.702,15125.605,7227.233,5889.688,5850.245
0.041800,7965.226,5370.602,8788.721,5817.419,15225.708,7284.135,5924.475,5883.184
0.041900,8005.379,5445.188,8840.737,5847.421,15314.067,7325.616,5959.542,5913.88
0.042100,8043.511,5537.306,8892.044,5876.451,15407.174,7361.226,5982.193,5945.347
0.042200,8102.969,5620.955,8925.312,5903.469,15460.255,7393.684,6006.487,5971.199
0.042400,8142.073,5650.062,8980.213,5933.872,15557.914,7435.15,6042.993,6003.429
0.042500,8201.46,5677.197,9013.412,5962.195,15620.401,7470.61,6066.105,6030.55
0.042600,8239.921,5705.314,9067.389,5992.657,15720.456,7509.035,6102.495,6062.881
0.042800,8277.741,5732.44,9100.696,6022.529,15801.721,7544.688,6125.405,6092.757
0.042900,8312.431,5759.56,9150.603,6050.778,15878.267,7580.088,6148.153,6121.984
0.043000,8349.487,5797.26,9202.093,6079.025,15954.749,7615.92,6183.325,6150.965
0.043200,8384.699,5823.389,9253.871,6107.271,16026.697,7651.332,6219.121,6179.744
0.043300,8421.364,5849.522,9287.135,6135.52,16100.904,7687.292,6241.239,6208.139
0.043500,8478.457,5878.621,9341.971,6165.78,16200.956,7728.858,6275.759,6240.446
0.043600,8513.329,5906.727,9375.193,6196.361,16279.836,7767.609,6297.926,6269.54
0.043700,8549.411,5934.836,9428.339,6225.78,16361.098,7803.058,6332.365,6299.334
0.043900,8584.31,5960.962,9461.466,6255.126,16442.297,7838.438,6354.349,6328.789
0.044000,8619.064,5987.084,9494.605,6284.084,16504.755,7873.989,6376.345,6356.206
0.044100,8660.257,6012.232,9527.781,6312.072,16562.512,7906.416,6398.432,6383.029
0.044300,8696.766,6037.364,9560.898,6339.666,16615.663,7939.003,6432.333,6408.883
0.044400,8738.747,6062.502,9594.092,6367.254,16671.152,7971.449,6454.34,6434.706
0.044500,8779.15,6086.657,9627.072,6392.907,16719.614,8000.891,6476.413,6459.983
0.044700,8833.735,6116.734,9683.27,6423.549,16826.695,8042.403,6510.865,6492.653
0.044800,8867.744,6145.814,9737.365,6454.248,16929.113,8080.851,6545.725,6524.715
0.045000,8902.764,6172.919,9770.602,6483.327,17012.639,8116.501,6568.359,6554.739
0.045100,8937.632,6198.054,9803.757,6509.945,17065.812,8145.926,6593.141,6580.228
0.045200,8982.926,6225.16,9837.022,6539.616,17128.299,8181.489,6617.046,6607.675
0.045400,9017.384,6251.283,9870.325,6566.291,17181.385,8210.865,6639.192,6633.519
0.045500,9052.903,6280.347,9903.454,6593.428,17229.814,8240.268,6661.326,6658.373
0.045600,9086.13,6307.453,9932.954,6618.621,17273.531,8269.899,6683.219,6682.938
0.045800,9119.751,6335.544,9966.228,6648.68,17359.403,8308.569,6705.224,6713.258
0.045900,9168.016,6363.635,9999.472,6678.532,17438.27,8347.313,6727.17,6743.416
0.046000,9217.544,6391.717,10053.056,6708.645,17528.867,8385.857,6762.019,6775.048
0.046100,9264.649,6418.82,10086.223,6738.489,17607.747,8424.55,6785.75,6804.423
0.046300,9298.396,6444.932,10119.586,6766.789,17665.509,8454.076,6821.218,6830.258
0.046400,9337.699,6470.061,10152.713,6793.337,17713.925,8483.501,6843.723,6856.099
0.046500,9377.377,6495.188,10184.853,6819.108,17762.377,8512.988,6866.129,6880.658
0.046700,9422.612,6523.267,10218.142,6849.665,17829.477,8548.394,6889.132,6908.422
0.046800,9463.238,6549.377,10251.377,6877.501,17887.315,8581.07,6913.644,6934.58
0.046900,9514.122,6577.455,10304.96,6907.537,17980.284,8619.657,6948.7,6965.852
0.047100,9564.184,6605.548,10338.196,6937.456,18066.089,8658.161,6970.88,6996.264
0.047200,9599.805,6633.635,10392.091,6967.624,18161.341,8696.845,7005.895,7027.422
0.047300,9634.966,6661.751,10444.397,6998.114,18244.779,8735.233,7042.845,7057.437
0.047500,9676.029,6686.898,10477.514,7026.536,18304.903,8764.858,7066.621,7084.251
0.047600,9711.661,6713.026,10509.877,7052.815,18346.265,8794.425,7090.363,7108.148
0.047700,9749.212,6737.168,10539.873,7077.93,18394.689,8823.926,7113.706,7133.348
0.047800,9781.35,6762.288,10571.947,7103.611,18443.143,8853.316,7136.66,7158.533
0.048000,9814.925,6787.417,10605.032,7131.179,18493.881,8882.906,7160.187,7184.037
0.048100,9849.914,6815.53,10638.234,7162.307,18561.07,8918.505,7183.205,7211.834
0.048200,9904.206,6845.611,10694.432,7193.632,18665.761,8959.949,7218.495,7244.175
0.048400,9955.475,6874.707,10748.401,7224.431,18760.963,8998.565,7253.814,7275.934
0.048500,10004.731,6902.81,10781.575,7254.338,18846.858,9037.14,7276.414,7306.252
0.048600,10047.419,6928.936,10814.934,7283.068,18909.301,9069.724,7300.639,7333.037
0.048700,10086.527,6954.066,10848.195,7310.639,18962.44,9099.15,7323.315,7358.838
0.048900,10126.399,6980.178,10879.974,7336.45,19015.548,9128.653,7347.264,7383.994
0.049000,10161.339,7007.278,10913.107,7365.368,19073.305,9164.28,7369.956,7410.422
0.049100,10207.712,7035.372,10964.731,7394.665,19149.825,9199.981,7404.883,7439.837
0.049200,10254.614,7074.022,10997.844,7423.249,19228.744,9238.543,7429.242,7469.239
0.049400,10299.819,7126.315,11030.982,7453.198,19298.229,9277.161,7453.186,7497.343
0.049500,10333.072,7160.527,11064.211,7483.611,19379.388,9315.623,7475.726,7527.033
0.049600,10387.865,7415.273,11120.213,7515.309,19488.645,9360.127,7511.321,7561.212
0.049800,10423.822,7725.433,11177.024,7547.65,19574.487,9401.552,7548.411,7591.694
0.049900,10506.906,8051.17,11233.893,7580.045,19672.046,9452.134,7583.834,7623.76
0.050000,10585.692,8364.162,11290.357,7611.227,19755.541,9496.949,7620.164,7653.482
0.050100,10623.905,8401.045,11347.299,7643.17,19846.176,9544.637,7654.946,7684.128
0.050300,10678.629,8425.86,11399.989,7673.175,19941.314,9586.112,7689.322,7715.8
0.050400,10728.7,8450.669,11433.165,7703.041,20029.493,9624.53,7711.284,7746.499
0.050500,10779.404,8474.546,11466.313,7732.408,20112.998,9662.976,7733.323,7775.934
0.050600,10819.037,8502.161,11523.198,7764.543,20222.236,9707.433,7768.354,7809.128
0.050800,10902.948,8529.777,11579.908,7796.749,20322.227,9755.023,7804.84,7840.786
0.050900,10957.23,8555.529,11635.104,7827.203,20419.897,9796.552,7839.227,7872.861
0.051000,10992.492,8591.837,11687.757,7857.016,20517.55,9838.072,7862.025,7905.079
0.051100,11042.374,8629.082,11721.07,7886.11,20601.159,9876.405,7886.001,7934.744
0.051300,11078.531,8666.326,11754.262,7914.436,20675.397,9911.797,7908.091,7962.883
0.051400,11115.475,8715.984,11787.398,7942.687,20749.547,9947.231,7930.005,7991.726
0.051500,11153.85,8767.516,11820.77,7970.882,20816.709,9982.643,7952.034,8019.554
0.051600,11198.419,8819.972,11853.925,7999.065,20879.214,10015.293,7973.989,8046.784
0.051800,11233.052,8875.222,11887.15,8027.896,20946.274,10053.692,7996.015,8074.682
0.051900,11278.148,8953.435,11920.255,8056.199,21006.352,10086.107,8017.944,8101.526
0.052000,11333.015,9024.845,11976.202,8087.298,21106.224,10127.687,8052.388,8134.12
0.052100,11373.205,9123.909,12029.535,8117.303,21187.299,10166.18,8087.243,8163.872
0.052200,11409.296,9172.844,12062.651,8146.461,21277.789,10204.659,8111.908,8194.85
0.052400,11442.562,9196.917,12095.74,8175.359,21337.863,10237.006,8135.857,8221.705
0.052500,11477.557,9221.007,12128.804,8205.033,21404.933,10272.409,8157.781,8249.602
0.052600,11515.186,9246.061,12161.998,8233.476,21481.321,10314.068,8180.427,8278.807
0.052700,11553.911,9270.139,12195.056,8260.5,21532.018,10343.559,8205.104,8303.963
0.052900,11592.991,9293.227,12227.08,8287.129,21578.043,10372.989,8228.959,8328.789
0.053000,11633.199,9316.306,12260.118,8312.845,21626.391,10402.342,8251.04,8353.884
0.053100,11676.368,9340.37,12293.242,8340.445,21681.753,10434.64,8273.014,8380.013
0.053200,11711.352,9364.432,12326.566,8370.174,21762.839,10473.117,8294.971,8409.01
0.053300,11747.685,9390.466,12382.805,8401.398,21874.487,10517.596,8330.125,8441.6
0.053500,11783.267,9415.517,12415.872,8430.555,21941.517,10552.926,8354.079,8469.015
0.053600,11817.69,9440.571,12448.991,8459.65,22017.934,10588.367,8376.056,8498.384
0.053700,11851.331,9464.641,12482.091,8486.665,22075.598,10617.722,8398.027,8524.928
0.053800,11885.543,9489.681,12515.138,8516.851,22142.701,10653.028,8419.963,8552.38
0.053900,11919.062,9513.744,12548.254,8546.319,22200.485,10688.681,8441.944,8579.045
0.054100,11953.286,9538.785,12581.298,8574.691,22267.685,10724.172,8464.596,8606.763
0.054200,11987.832,9563.824,12614.37,8603.18,22330.019,10759.545,8488.564,8633.862
0.054300,12022.284,9588.866,12647.566,8632.128,22387.742,10792.02,8510.58,8660.645
0.054400,12056.397,9613.896,12680.621,8659.062,22438.458,10824.364,8533.382,8686.074
0.054600,12090.47,9638.931,12710.466,8685.677,22489.14,10856.707,8557.159,8711.221
0.054700,12125.86,9664.951,12766.605,8716.819,22586.676,10898.358,8592.212,8743.862
0.054800,12160.614,9689.018,12799.703,8745.906,22656.095,10933.749,8616.112,8772.655
0.054900,12196.35,9714.063,12852.731,8775.5,22744.323,10972.211,8651.083,8803.018
0.055000,12236.343,9738.125,12885.769,8803.807,22794.952,11001.526,8673.903,8828.64
0.055200,12282.241,9763.165,12918.883,8832.878,22866.687,11037.032,8696.554,8857.005
0.055300,12317.343,9788.197,12951.935,8864.019,22959.581,11075.379,8719.48,8887.914
0.055400,12351.547,9814.223,12985.065,8893.023,23021.989,11111.06,8743.434,8914.698
0.055500,12386.309,9839.254,13018.092,8921.647,23103.206,11146.584,8766.069,8944.35
0.055600,12433.495,9863.307,13051.134,8949.939,23186.726,11181.982,8789.962,8974.131
0.055800,12481.592,9888.343,13084.167,8978.488,23262.985,11220.413,8812.622,9003.819
0.055900,12514.67,9913.37,13117.278,9006.839,23344.227,11255.721,8836.014,9033.481
0.056000,12547.438,9939.385,13150.365,9035.772,23404.307,11291.48,8859.873,9060.552
0.056100,12581.935,9965.393,13205.987,9066.132,23499.418,11336.179,8894.93,9091.889
0.056200,12616.309,9990.426,13239.127,9096.102,23587.508,11377.592,8917.25,9122.782
0.056300,12651.798,10015.458,13272.262,9126.139,23680.488,11416.125,8939.363,9154.06
0.056500,12687.744,10040.493,13305.359,9155.853,23773.246,11454.76,8961.248,9185.278
0.056600,12722.261,10065.527,13338.4,9185.434,23863.715,11490.353,8983.149,9216.262
0.056700,12757.043,10091.537,13371.518,9215.336,23944.863,11528.712,9005.083,9245.947
0.056800,12791.877,10117.547,13424.227,9245.502,24035.145,11570.27,9039.066,9276.912
0.056900,12826.863,10143.552,13457.255,9275.787,24134.783,11611.602,9060.977,9308.47
