Timesteps,AmgClassCPU,AmgFreeCPU,CgDiagCPU,CgLusgsCPU,GmresDiagCPU,GmresLusgsCPU,CgDiagGPU,GmresDiagGPU
38,122.01,92.57,106.69,91.72,140.37,104.62,99.34,111.66
39,124.70,94.66,109.02,93.73,143.51,107.01,101.67,114.15
40,127.55,96.83,111.45,95.75,146.65,109.41,103.93,116.61
41,130.27,98.92,113.91,97.84,150.53,112.04,106.25,119.28
42,133.32,101.09,116.42,99.95,154.22,114.68,108.58,121.89
43,136.29,103.26,118.81,102.00,157.55,117.07,110.91,124.43
44,139.25,105.43,121.19,104.04,160.88,119.47,113.11,127.08
45,142.27,107.59,123.64,106.08,164.20,121.87,115.29,129.62
46,145.38,109.76,126.10,108.15,167.90,124.27,117.46,132.23
47,148.48,111.86,128.59,110.27,171.59,126.66,119.66,134.85
48,151.31,114.11,131.24,112.44,175.84,129.30,121.86,137.57
49,154.07,116.27,133.90,114.69,180.26,131.93,124.03,140.33
50,157.31,118.44,136.55,116.91,184.14,134.57,126.24,142.98
51,160.77,122.43,139.12,119.09,188.20,137.21,128.63,145.77
52,164.27,124.86,141.62,121.21,192.26,139.84,130.96,148.58
53,168.40,127.29,144.17,123.36,196.32,142.48,133.13,151.32
54,172.28,129.72,146.78,125.50,200.38,145.12,135.33,154.06
55,176.27,132.22,149.30,127.62,204.26,147.76,137.52,156.73
56,180.12,134.66,151.79,129.72,208.32,150.39,139.71,159.41
57,184.15,137.02,154.23,131.81,212.20,153.03,141.90,162.10
58,188.00,139.38,156.65,133.89,215.89,155.43,144.23,164.72
59,192.09,141.88,159.11,136.00,219.95,158.07,146.41,167.45
60,196.18,144.38,161.65,138.16,223.65,160.70,148.60,170.20
61,199.73,146.61,164.19,140.23,227.16,163.10,150.79,172.75
62,203.13,148.76,166.63,142.27,230.49,165.50,152.93,175.26
63,206.78,151.06,169.14,144.39,234.19,167.90,155.16,177.89
64,210.07,153.21,171.59,146.44,237.51,170.29,157.50,180.38
65,214.24,155.78,174.13,148.61,241.57,172.93,159.69,183.12
66,218.34,158.28,176.66,150.76,245.63,175.57,161.85,185.88
67,222.27,160.64,179.21,152.88,249.33,177.96,164.06,188.48
68,224.97,162.87,181.71,154.93,252.65,180.36,166.41,191.03
69,228.27,165.02,184.13,156.97,255.80,182.52,168.77,193.52
70,230.97,167.18,186.47,158.96,258.77,184.68,171.05,195.96
71,233.68,169.27,188.84,160.96,261.73,186.84,173.39,198.41
72,236.47,171.83,191.37,163.08,265.60,189.48,175.73,201.22
73,239.23,174.33,193.89,165.23,269.84,192.11,178.03,203.98
74,241.98,176.69,196.44,167.36,273.54,194.51,180.29,206.56
75,244.67,178.92,198.94,169.41,276.86,196.90,182.48,209.10
76,247.37,181.07,201.42,171.45,280.19,199.30,184.68,211.62
77,250.44,183.16,203.76,173.43,283.16,201.46,186.84,214.04
78,253.65,185.24,206.18,175.43,286.12,203.62,189.04,216.50
79,257.25,187.60,208.64,177.53,289.99,206.26,191.38,219.19
80,261.19,190.10,211.09,179.64,293.87,208.89,193.71,221.92
81,263.95,192.60,213.68,181.80,297.93,211.52,196.03,224.66
82,266.71,194.96,216.20,183.96,301.62,213.92,198.24,227.27
83,269.36,197.04,218.52,185.97,304.77,216.32,200.45,229.75
84,272.26,199.13,220.76,187.96,307.73,218.47,202.63,232.15
85,274.95,201.21,223.03,189.92,310.51,220.63,204.82,234.54
86,277.81,203.30,225.36,191.93,313.47,222.79,207.02,236.96
87,280.49,205.38,227.80,193.99,316.61,225.19,209.34,239.41
88,283.80,207.95,230.33,196.12,320.67,227.82,211.54,242.12
89,286.58,210.44,232.86,198.27,324.55,230.45,213.72,244.84
90,289.34,212.87,235.52,200.46,328.60,233.09,215.91,247.66
91,292.04,215.16,237.93,202.52,332.29,235.48,218.13,250.28
92,295.03,217.38,240.30,204.58,335.63,237.88,220.46,252.85
93,297.94,219.60,242.60,206.57,338.96,240.27,222.78,255.49
94,300.84,221.82,244.95,208.61,342.28,242.67,225.04,258.07
95,303.91,224.18,247.45,210.71,345.98,245.07,227.42,260.90
96,306.88,226.47,249.91,212.75,349.67,247.46,229.74,263.61
97,310.32,229.03,252.44,214.90,353.54,250.09,231.96,266.32
98,313.84,231.46,254.97,217.03,357.42,252.73,234.16,269.01
99,317.19,233.96,257.51,219.17,361.47,255.36,236.35,271.74
100,319.88,236.38,260.01,221.29,365.17,257.76,238.54,274.34
101,322.63,238.88,262.50,223.40,369.22,260.39,240.72,277.08
102,325.87,241.37,265.02,225.55,373.28,263.02,242.90,279.84
103,328.62,243.87,267.52,227.69,377.34,265.66,245.11,282.62
104,331.40,246.43,270.17,229.85,381.03,268.29,247.47,285.29
105,334.54,248.79,272.53,231.89,384.72,270.68,249.75,287.92
106,337.92,251.35,275.01,234.00,388.96,273.32,251.95,290.84
107,341.46,253.91,277.56,236.15,393.20,275.95,254.28,293.68
108,344.30,257.76,280.11,238.29,396.89,278.58,256.59,296.36
109,347.07,259.85,282.66,240.46,401.13,281.21,258.87,299.21
110,351.22,261.87,285.26,242.61,405.19,283.85,261.09,301.97
111,355.16,263.82,287.78,244.74,408.88,286.48,263.34,304.74
112,357.89,265.83,290.18,246.81,412.57,289.11,265.56,307.57
113,360.64,267.92,292.83,248.94,417.36,291.74,267.78,310.58
114,364.81,270.01,295.48,251.18,421.78,294.38,269.99,313.44
115,367.56,272.23,297.81,253.20,425.47,296.77,272.27,316.20
116,370.93,274.32,300.39,255.32,429.16,299.17,274.48,318.82
117,373.64,276.75,302.81,257.37,432.31,301.56,276.79,321.27
118,377.64,281.05,305.34,259.50,436.18,304.19,279.09,323.95
119,381.42,284.09,307.87,261.62,440.05,306.83,281.34,326.76
120,385.48,287.34,310.39,263.76,444.29,309.46,283.57,329.49
121,388.25,290.45,312.87,265.89,448.35,311.85,285.77,332.20
122,390.96,293.36,315.33,267.96,452.04,314.25,287.96,334.87
123,394.43,296.13,317.71,270.00,455.55,316.64,290.29,337.55
124,397.16,298.83,320.02,272.03,458.87,319.04,292.62,340.09
125,400.40,301.18,322.34,274.02,462.01,321.19,294.91,342.58
126,403.10,303.54,324.67,276.03,465.16,323.35,297.07,345.10
127,405.73,305.83,326.92,278.00,467.94,325.51,299.27,347.49
128,408.94,308.39,329.30,280.06,471.27,327.90,301.47,350.02
129,412.10,310.75,331.68,282.13,474.41,330.30,303.68,352.51
130,415.33,313.24,334.10,284.17,477.37,332.45,305.89,355.12
131,419.48,316.62,336.64,286.30,480.87,335.08,308.09,357.78
132,422.19,319.35,338.95,288.33,484.20,337.48,310.41,360.27
133,424.97,321.36,341.46,290.47,487.71,340.11,312.76,362.84
134,427.73,323.38,343.95,292.60,491.40,342.50,315.03,365.49
135,430.50,325.39,346.45,294.66,495.09,344.90,317.40,368.23
136,433.27,327.40,348.94,296.74,498.78,347.29,319.73,370.88
137,435.97,329.35,351.27,298.77,502.47,349.68,322.03,373.45
138,438.60,331.23,353.57,300.78,505.79,352.08,324.26,375.99
139,441.29,333.17,355.99,302.82,509.12,354.47,326.46,378.53
140,444.00,335.12,358.42,304.86,512.44,356.86,328.64,381.21
141,446.71,337.06,360.81,306.93,515.95,359.26,330.83,383.79
142,449.44,339.01,363.19,308.99,519.28,361.65,333.05,386.34
143,452.49,340.95,365.62,311.04,522.79,364.04,335.34,388.92
144,455.19,342.90,368.08,313.09,526.48,366.44,337.53,391.45
145,457.92,344.91,370.48,315.13,529.98,368.83,339.81,394.08
146,461.06,346.93,372.96,317.25,533.86,371.46,341.99,396.86
147,463.83,348.94,375.52,319.36,537.91,374.09,344.19,399.57
148,466.57,350.95,378.05,321.50,542.33,376.72,346.40,402.47
149,469.35,352.97,380.63,323.65,546.38,379.36,348.61,405.34
150,472.05,354.98,383.09,325.73,550.07,381.99,350.82,408.12
151,474.94,357.00,385.47,327.76,552.85,384.38,353.03,410.51
152,477.81,359.01,387.85,329.81,556.17,386.77,355.37,413.09
153,480.65,361.02,390.23,331.85,559.50,389.17,357.70,415.80
154,483.34,363.04,392.64,333.89,562.82,391.56,359.94,418.36
155,486.26,365.05,395.05,335.93,566.51,393.95,362.23,420.95
156,489.17,367.07,397.33,337.93,569.29,396.11,364.54,423.37
157,492.01,369.15,399.85,340.02,572.61,398.50,366.90,426.07
158,494.75,371.23,402.32,342.07,576.30,400.89,369.11,428.72
159,497.44,373.31,404.74,344.11,579.99,403.29,371.30,431.48
160,500.47,375.33,407.19,346.18,583.68,405.68,373.63,434.26
161,503.23,380.92,409.71,348.29,587.92,408.31,375.93,437.14
162,506.05,384.74,412.35,350.49,592.52,410.94,378.09,440.06
163,508.95,386.82,415.00,352.75,597.12,413.81,380.29,442.99
164,511.76,388.90,417.50,354.87,600.81,416.44,382.48,445.56
165,515.62,390.91,420.09,357.01,605.23,419.07,384.70,448.39
166,519.46,392.92,422.55,359.10,608.92,421.70,386.91,451.14
167,523.28,394.93,425.14,361.22,613.15,424.33,389.13,454.11
168,526.05,396.94,427.64,363.31,616.85,426.96,391.43,456.92
169,530.20,399.02,430.29,365.47,620.90,429.59,393.64,459.71
170,533.60,401.03,432.63,367.49,624.41,431.98,395.87,462.38
171,536.87,403.18,434.94,369.48,627.55,434.37,398.14,464.99
172,540.29,405.46,437.30,371.50,631.05,436.76,400.41,467.68
173,542.96,408.71,439.67,373.54,634.56,439.16,402.61,470.33
174,546.08,410.93,441.98,375.54,637.70,441.55,404.78,472.95
175,549.36,414.72,444.48,377.62,641.39,443.94,406.93,475.68
176,552.05,418.60,446.96,379.67,645.08,446.34,409.13,478.35
177,554.66,420.47,449.18,381.65,648.22,448.73,411.44,480.99
178,557.33,422.48,451.62,383.74,651.91,451.12,413.77,483.78
179,560.62,424.48,454.06,385.82,655.42,453.51,416.05,486.38
180,563.31,426.42,456.43,387.85,658.74,455.90,418.22,488.99
181,565.95,428.36,458.71,389.86,661.88,458.30,420.40,491.64
182,569.13,430.30,461.12,391.93,665.02,460.69,422.60,494.14
183,572.85,432.31,463.65,394.06,669.07,463.32,424.82,496.86
184,576.34,434.25,466.02,396.11,672.76,465.71,427.00,499.47
185,579.04,436.19,468.46,398.18,676.27,468.10,429.22,502.07
186,581.75,438.20,470.91,400.28,680.33,470.49,431.56,504.97
187,585.52,440.20,473.36,402.36,683.83,472.88,433.83,507.68
188,588.22,442.14,475.75,404.43,687.52,475.28,435.97,510.32
189,590.91,444.08,478.13,406.50,690.84,477.67,438.15,512.91
190,593.62,446.02,480.54,408.55,694.17,480.06,440.49,515.57
191,596.32,448.03,482.94,410.61,697.49,482.45,442.82,518.14
192,599.02,450.04,485.34,412.67,700.81,484.84,445.06,520.70
193,602.97,452.05,487.85,414.77,704.50,487.47,447.41,523.36
194,605.73,454.05,490.35,416.86,708.74,490.10,449.77,526.16
195,608.50,456.06,492.87,418.98,712.98,492.73,452.12,528.95
196,611.19,458.07,495.33,421.04,716.85,495.12,454.37,531.62
197,613.94,460.14,497.83,423.18,720.54,497.51,456.55,534.22
198,616.70,462.22,500.30,425.28,724.23,499.90,458.75,536.89
199,619.41,464.23,502.69,427.34,727.73,502.30,460.94,539.60
200,622.12,466.23,505.06,429.37,731.42,504.69,463.08,542.32
201,624.90,468.10,507.32,431.36,734.74,507.08,465.19,544.95
202,627.53,470.11,509.68,433.38,738.07,509.23,467.37,547.51
203,630.23,472.12,512.04,435.41,741.39,511.63,469.54,550.10
204,632.91,474.13,514.38,437.43,744.72,514.02,471.69,552.73
205,635.59,476.14,516.73,439.47,748.04,516.41,473.85,555.52
206,638.37,478.14,519.10,441.48,751.00,518.56,476.03,558.16
207,641.24,480.22,521.56,443.56,754.32,520.95,478.33,560.78
208,643.94,482.22,524.03,445.66,757.83,523.58,480.53,563.52
209,646.66,484.23,526.45,447.73,761.33,526.21,482.84,566.17
210,649.36,486.17,528.85,449.79,764.84,528.60,485.10,568.84
211,652.13,488.18,531.31,451.86,768.71,530.99,487.31,571.67
212,654.95,493.26,533.89,454.00,773.13,533.62,489.53,574.73
213,657.75,495.33,536.47,456.17,777.37,536.25,491.76,577.52
214,661.21,497.41,538.92,458.26,781.24,538.88,493.96,580.27
215,663.97,499.41,541.44,460.40,785.29,541.50,496.16,583.17
216,666.67,501.42,543.87,462.48,789.34,544.13,498.49,585.89
217,670.00,503.43,546.31,464.55,793.21,546.76,500.83,588.58
218,673.26,505.43,548.81,466.68,797.09,549.39,503.10,591.34
219,676.31,507.44,551.29,468.79,800.59,551.78,505.45,594.01
220,679.21,509.38,553.69,470.86,804.10,554.17,507.79,596.73
221,681.84,511.32,555.99,472.87,807.05,556.32,510.12,599.24
222,684.46,513.26,558.16,474.81,809.65,558.47,512.33,601.67
223,687.77,515.53,560.44,476.82,813.15,560.87,514.49,604.33
224,690.99,518.77,562.74,478.83,816.84,563.26,516.67,607.11
225,694.09,520.85,565.09,480.87,820.16,565.65,518.88,609.67
226,696.80,524.02,567.46,482.90,823.49,568.04,521.09,612.26
227,699.50,527.60,569.72,484.89,827.18,570.43,523.30,615.04
228,702.55,531.41,572.04,486.91,830.50,572.82,525.45,617.56
229,705.25,533.84,574.33,488.91,833.82,575.21,527.60,620.15
230,708.03,536.06,576.72,490.98,837.15,577.60,529.77,622.83
231,710.72,538.42,579.13,493.05,840.83,579.99,531.99,625.46
232,713.40,540.57,581.54,495.12,844.34,582.38,534.29,628.06
233,716.71,542.93,583.82,497.12,847.30,584.77,536.45,630.55
234,719.98,545.36,586.09,499.12,850.80,587.16,538.60,633.16
235,723.41,547.72,588.36,501.10,854.31,589.31,540.76,635.70
236,726.11,550.22,590.69,503.13,858.00,591.70,542.93,638.48
237,729.65,555.36,593.03,505.16,861.68,594.10,545.14,641.10
238,732.34,558.19,595.38,507.20,865.37,596.49,547.45,643.73
239,735.04,561.10,597.73,509.24,869.06,598.88,549.77,646.41
240,737.73,564.00,600.08,511.29,872.38,601.27,552.02,649.13
241,740.47,566.84,602.44,513.31,876.07,603.66,554.33,651.77
242,743.78,569.61,604.95,515.41,879.75,606.05,556.68,654.43
243,747.39,572.58,607.41,517.50,883.81,608.44,559.02,657.22
244,750.97,575.56,609.80,519.56,887.50,610.83,561.25,659.89
245,754.63,578.67,612.34,521.69,891.37,613.45,563.57,662.57
246,757.40,581.92,614.80,523.78,895.97,616.08,565.78,665.42
247,760.10,584.61,617.32,525.89,900.02,618.71,568.09,668.23
248,763.00,586.55,619.66,527.91,902.80,620.86,570.29,670.79
249,766.36,588.49,622.03,529.94,906.48,623.25,572.48,673.42
250,769.57,590.43,624.41,531.98,910.17,625.65,574.68,676.09
251,772.61,592.36,626.78,534.02,913.86,628.04,576.91,678.88
252,775.68,594.30,629.12,536.04,917.55,630.43,579.18,681.51
253,778.37,596.24,631.46,538.06,921.05,632.82,581.34,684.15
254,781.06,598.18,633.85,540.10,924.74,635.21,583.52,686.95
255,783.92,600.11,636.23,542.12,927.88,637.60,585.69,689.48
256,786.83,601.98,638.61,544.17,931.20,639.99,587.86,692.06
257,789.61,603.85,640.95,546.20,934.71,642.38,589.99,694.85
258,792.39,605.79,643.36,548.26,938.03,644.77,592.17,697.43
259,795.10,607.80,645.84,550.36,941.72,647.16,594.51,700.11
260,797.72,609.67,648.15,552.37,945.23,649.55,596.83,702.74
261,800.57,611.81,650.59,554.44,949.11,652.17,599.13,705.59
262,803.42,614.91,653.20,556.59,952.61,654.80,601.33,708.35
263,806.20,620.00,655.53,558.60,956.12,657.19,603.52,711.03
264,808.98,622.01,657.95,560.66,959.99,659.58,605.71,713.87
265,811.73,623.95,660.24,562.65,963.13,661.97,607.88,716.42
266,814.73,625.90,662.60,564.67,966.82,664.36,610.00,719.14
267,817.43,627.84,664.85,566.65,969.59,666.51,612.14,721.77
268,820.16,629.78,667.22,568.66,973.28,668.90,614.34,724.48
269,822.92,631.79,669.76,570.79,976.97,671.29,616.52,727.19
270,825.54,633.66,672.00,572.77,979.74,673.45,618.66,729.68
271,828.29,635.60,674.36,574.82,983.06,675.84,620.82,732.27
272,831.28,637.47,676.67,576.83,986.57,678.23,622.97,734.91
273,834.27,639.35,678.94,578.81,989.89,680.62,625.14,737.47
274,836.98,641.29,681.10,580.74,992.48,682.77,627.43,739.87
275,839.69,644.54,683.30,582.68,995.26,684.92,629.73,742.35
276,842.38,647.03,685.66,584.72,998.95,687.31,631.98,745.11
277,845.09,649.24,687.97,586.74,1002.45,689.70,634.29,747.92
278,847.81,651.32,690.27,588.75,1005.77,692.09,636.62,750.49
279,850.94,653.47,692.58,590.76,1009.10,694.48,638.93,753.13
280,853.98,656.65,694.87,592.76,1012.23,696.87,641.14,755.83
281,857.04,660.67,697.20,594.76,1015.19,699.02,643.47,758.45
282,860.05,662.96,699.62,596.82,1018.70,701.41,645.79,761.12
283,862.74,665.19,702.02,598.88,1022.20,703.80,648.09,763.94
284,865.46,667.41,704.43,600.94,1025.52,706.19,650.29,766.54
285,868.35,669.56,706.68,602.93,1028.30,708.34,652.46,769.04
286,871.34,672.06,709.03,604.96,1031.98,710.73,654.64,771.73
287,874.32,674.56,711.47,607.06,1035.49,713.12,656.85,774.51
288,877.09,676.64,713.78,609.07,1038.45,715.51,659.02,777.07
289,880.20,679.21,716.17,611.12,1042.13,717.90,661.21,779.80
290,882.84,681.85,718.44,613.12,1045.64,720.29,663.35,782.57
291,885.56,684.56,720.78,615.16,1049.33,722.68,665.52,785.36
292,888.23,687.26,723.13,617.20,1053.20,725.07,667.84,788.20
293,890.95,690.11,725.51,619.25,1057.07,727.46,670.11,791.08
294,894.55,694.62,727.86,621.29,1060.93,729.85,672.26,793.94
295,898.11,697.46,730.21,623.32,1064.62,732.24,674.41,796.84
296,901.64,700.24,732.57,625.33,1068.31,734.63,676.57,799.58
297,905.15,703.15,735.00,627.39,1072.18,737.01,678.73,802.38
298,908.67,707.56,737.47,629.52,1076.60,739.40,680.91,805.15
299,911.37,710.05,739.81,631.55,1080.47,741.79,683.08,807.84
300,915.10,714.61,742.30,633.67,1084.33,744.42,685.41,810.55
301,918.56,717.30,744.76,635.75,1088.39,747.05,687.59,813.34
302,921.49,719.38,747.13,637.75,1091.34,749.44,689.76,815.99
303,924.62,721.80,749.41,639.74,1094.67,751.83,691.93,818.57
304,927.66,724.09,751.73,641.76,1098.35,754.22,694.13,821.20
305,931.09,726.65,754.13,643.80,1102.04,756.61,696.44,823.90
306,933.87,729.48,756.61,645.90,1106.09,759.24,698.62,826.76
307,936.65,732.31,759.09,648.01,1110.14,761.86,700.83,829.53
308,939.41,735.08,761.49,650.06,1114.01,764.49,703.05,832.29
309,942.66,737.77,763.88,652.12,1118.25,766.88,705.36,835.25
310,945.48,740.75,766.44,654.27,1122.30,769.51,707.58,838.02
311,948.15,743.03,768.72,656.26,1125.62,771.90,709.77,840.56
312,950.89,745.93,771.24,658.39,1129.85,774.53,711.99,843.36
313,953.60,749.60,773.59,660.40,1133.72,776.92,714.26,846.15
314,956.29,752.50,775.99,662.46,1137.41,779.31,716.43,849.04
315,959.20,756.09,778.38,664.48,1140.73,781.69,718.59,851.74
316,962.23,760.03,780.86,666.58,1144.78,784.08,720.80,854.52
317,965.29,764.18,783.34,668.66,1148.83,786.47,723.02,857.32
318,968.06,766.19,785.68,670.65,1151.97,788.86,725.20,860.02
319,970.90,768.27,788.10,672.71,1155.48,791.25,727.53,862.65
320,973.79,770.28,790.40,674.70,1158.80,793.64,729.84,865.41
321,976.50,772.23,792.54,676.63,1161.39,795.79,732.08,867.98
322,979.33,774.24,794.80,678.63,1164.35,797.95,734.25,870.59
323,982.24,776.32,797.10,680.60,1167.85,800.10,736.52,873.30
324,984.87,778.40,799.36,682.59,1171.54,802.49,738.77,876.04
325,987.80,780.48,801.64,684.59,1174.86,804.88,740.94,878.63
326,990.51,782.62,804.03,686.64,1178.54,807.27,743.17,881.44
327,993.68,784.77,806.34,688.64,1182.05,809.66,745.49,884.10
328,996.87,786.99,808.59,690.63,1185.37,812.04,747.77,886.68
329,1000.00,789.07,810.84,692.61,1189.06,814.20,750.06,889.35
330,1003.06,791.22,813.17,694.63,1192.56,816.59,752.27,892.16
331,1005.77,793.30,815.53,696.68,1195.89,818.97,754.60,894.77
332,1008.46,795.38,817.81,698.66,1199.02,821.13,756.91,897.43
333,1011.14,798.42,819.95,700.58,1201.62,823.28,759.16,899.97
334,1013.83,801.60,822.34,702.62,1205.48,825.67,761.32,902.79
335,1016.52,804.17,824.77,704.69,1209.17,828.06,763.52,905.59
336,1019.52,808.04,827.21,706.77,1213.04,830.45,765.72,908.45
337,1022.22,811.71,829.51,708.77,1216.36,832.83,767.89,911.08
338,1024.93,813.66,831.81,710.78,1219.86,835.22,770.04,913.73
339,1027.57,815.53,834.08,712.77,1223.55,837.61,772.21,916.51
340,1030.27,817.47,836.37,714.77,1227.23,840.00,774.52,919.34
341,1033.28,819.41,838.78,716.82,1231.10,842.39,776.86,922.14
342,1036.56,821.35,841.13,718.83,1234.79,844.78,779.10,924.90
343,1039.83,823.29,843.51,720.84,1238.66,847.17,781.45,927.67
344,1042.51,825.23,845.94,722.89,1242.34,849.56,783.78,930.40
345,1045.80,827.24,848.29,724.94,1246.03,851.95,786.11,933.13
346,1048.90,829.32,850.81,727.00,1249.90,854.33,788.30,935.96
347,1052.37,831.47,853.46,729.17,1254.31,856.72,790.47,938.88
348,1055.18,833.48,855.94,731.28,1258.00,859.35,792.69,941.55
349,1057.89,836.73,858.38,733.35,1261.87,861.74,795.01,944.29
350,1061.20,839.36,860.83,735.43,1266.10,864.37,797.23,947.16
351,1064.00,841.71,863.32,737.54,1270.52,866.99,799.54,950.02
352,1067.38,845.35,865.78,739.65,1274.57,869.38,801.84,952.74
353,1070.07,847.28,868.06,741.62,1277.71,871.53,804.09,955.19
354,1072.75,849.22,870.42,743.65,1281.21,873.92,806.27,957.77
355,1075.45,851.15,872.86,745.73,1284.89,876.31,808.54,960.34
356,1079.10,853.16,875.27,747.79,1288.94,878.70,810.73,963.11
357,1082.67,855.09,877.62,749.82,1292.45,881.09,813.00,965.70
358,1085.31,856.96,879.88,751.81,1295.59,883.48,815.24,968.25
359,1088.01,858.96,882.25,753.84,1299.09,885.87,817.43,970.84
360,1090.82,860.97,884.72,755.95,1303.14,888.49,819.66,973.61
361,1093.52,862.97,887.07,757.98,1306.46,890.88,821.84,976.19
362,1096.20,864.97,889.34,759.97,1309.05,893.03,824.01,978.54
363,1099.54,866.98,891.79,762.03,1312.92,895.42,826.23,981.19
364,1102.72,869.05,894.11,764.04,1316.61,897.81,828.54,983.82
365,1106.07,871.59,896.55,766.12,1320.66,900.20,830.87,986.58
366,1108.99,876.06,898.91,768.12,1323.79,902.59,833.15,989.10
367,1112.02,878.47,901.19,770.11,1326.93,904.74,835.49,991.57
368,1115.08,881.77,903.46,772.10,1330.43,907.13,837.79,994.19
369,1118.20,885.08,905.74,774.09,1334.12,909.52,840.12,996.85
370,1121.39,888.38,908.10,776.13,1337.62,911.91,842.30,999.44
371,1124.36,890.72,910.35,778.12,1341.13,914.30,844.40,1002.10
372,1127.27,893.07,912.58,780.09,1344.45,916.69,846.56,1004.68
373,1129.91,896.37,914.81,782.08,1348.13,919.08,848.86,1007.50
374,1132.54,899.68,917.10,784.07,1351.45,921.46,851.12,1010.08
375,1135.24,902.08,919.39,786.07,1354.77,923.85,853.29,1012.63
376,1137.89,905.52,921.66,788.07,1358.46,926.24,855.54,1015.31
377,1140.77,910.13,923.93,790.07,1361.78,928.63,857.80,1017.91
378,1143.70,914.01,926.37,792.11,1365.28,931.02,860.10,1020.58
379,1146.62,916.02,928.65,794.10,1368.60,933.41,862.38,1023.26
380,1149.32,918.31,931.12,796.16,1372.66,935.80,864.61,1026.00
381,1152.03,920.39,933.57,798.24,1376.52,938.19,866.80,1028.71
382,1154.89,922.54,936.03,800.34,1380.57,940.58,869.06,1031.45
383,1157.54,924.56,938.23,802.29,1383.53,942.73,871.22,1033.91
384,1160.45,926.71,940.55,804.32,1387.40,945.12,873.34,1036.62
385,1163.30,928.86,942.87,806.34,1390.72,947.51,875.50,1039.37
386,1166.00,931.00,945.17,808.35,1394.40,949.90,877.66,1042.20
387,1168.70,933.22,947.46,810.34,1398.09,952.28,879.86,1044.84
388,1171.42,935.37,949.88,812.40,1401.78,954.67,882.17,1047.55
389,1174.34,937.59,952.26,814.44,1405.64,957.06,884.36,1050.39
390,1177.07,939.81,954.67,816.50,1409.51,959.45,886.59,1053.04
391,1179.91,941.96,957.08,818.55,1413.01,961.84,888.85,1055.60
392,1182.81,944.32,959.56,820.59,1416.70,964.47,891.03,1058.24
393,1185.42,947.50,961.81,822.55,1420.02,966.86,893.17,1060.80
394,1188.15,949.58,964.17,824.60,1423.52,969.24,895.36,1063.41
395,1190.83,951.66,966.47,826.60,1426.66,971.63,897.65,1065.92
396,1193.55,953.75,968.84,828.60,1429.98,974.02,899.97,1068.53
397,1196.38,958.59,971.21,830.60,1433.12,976.41,902.25,1071.21
398,1199.34,962.47,973.45,832.56,1436.62,978.80,904.46,1073.79
399,1202.08,964.75,975.74,834.56,1440.31,981.19,906.61,1076.40
400,1205.05,966.96,978.11,836.61,1443.99,983.58,908.77,1079.08
