Mesh_Sizes,AmgClassCPU,AmgFreeCPU,CgDiagCPU,CgLusgsCPU,GmresDiagCPU,GmresLusgsCPU,CgDiagGPU,GmresDiagGPU
19684,0.24844,0.19429,0.1803416667,0.1651627778,0.2191386111,0.1838122222,0.5173036111,0.3657861111
98304,2.8604813889,2.2740005556,2.2230336111,1.9675463889,2.9236380556,2.2369416667,2.2216111111,2.5837777778
169708,5.8145541667,4.8386602778,4.6820141667,3.9905636111,6.3406905556,4.5153691667,4.0665261111,4.6035286111
243165,9.8795605556,8.4694705556,8.1148055556,6.82845,11.1483197222,7.7392997222,6.6806475,7.3947463889
515679,29.1440611111,25.8094641667,24.9077719444,20.7155313889,36.4418519444,23.6620922222,17.8938516667,20.6850272222
1101351,89.0821369444,85.3470458333,79.9043819444,65.3800969444,128.1385705556,76.5207227778,56.283895,62.2742163889
