Timesteps,AMG Class,AMG Free,CG Diag,CG Lusgs,GMRES Diag,GMRES Lusgs,CgDiagGPU,GmresDiagGPU
403,224.767,185.009,177.257,158.403,217.947,175.741,526.136,340.722
404,225.284,185.396,177.672,158.782,218.451,176.164,527.985,341.571
405,225.844,185.77,178.085,159.158,218.987,176.588,529.257,342.469
406,226.381,186.143,178.508,159.540,219.49,177.012,530.553,343.311
407,226.947,186.517,178.939,159.929,220.027,177.435,531.85,344.184
408,227.511,186.891,179.368,160.318,220.53,177.859,533.735,345.024
409,228.089,187.277,179.802,160.705,221.067,178.282,537.212,345.88
410,228.667,187.651,180.241,161.090,221.603,178.706,539.082,346.747
411,229.259,188.024,180.666,161.473,222.139,179.13,540.952,347.649
412,229.891,188.411,181.129,161.871,222.676,179.553,541.678,348.54
413,230.47,188.784,181.541,162.248,223.213,179.977,542.421,349.395
414,231.062,189.158,181.972,162.629,223.716,180.401,543.166,350.237
415,231.666,189.532,182.411,163.014,224.219,180.824,545.066,351.11
416,232.248,189.931,182.841,163.402,224.755,181.248,546.968,351.969
417,232.756,190.317,183.256,163.780,225.292,181.672,548.258,352.823
418,233.263,190.704,183.671,164.159,225.795,182.095,549.53,353.667
419,233.781,191.116,184.099,164.545,226.331,182.519,551.362,354.573
420,234.315,191.652,184.582,164.951,226.901,182.942,552.639,355.475
421,234.836,192.038,185.016,165.335,227.437,183.366,553.883,356.346
422,235.355,192.424,185.433,165.713,227.941,183.79,555.782,357.199
423,235.862,192.797,185.846,166.092,228.477,184.214,556.527,358.044
424,236.385,193.171,186.259,166.475,228.98,184.637,557.77,358.895
425,236.909,193.544,186.669,166.851,229.45,185.061,558.493,359.741
426,237.419,193.917,187.078,167.227,229.954,185.485,559.205,360.622
427,238.017,194.29,187.487,167.602,230.457,185.908,559.915,361.472
428,238.524,194.664,187.889,167.973,230.927,186.332,561.165,362.324
429,239.078,195.037,188.295,168.347,231.431,186.756,561.928,363.141
430,239.658,195.41,188.705,168.723,231.934,187.18,563.228,363.976
431,240.221,195.796,189.119,169.100,232.437,187.603,563.981,364.813
432,240.754,196.207,189.575,169.486,232.974,188.027,565.32,365.691
433,241.277,196.593,189.998,169.872,233.543,188.451,566.048,366.619
434,241.803,196.979,190.41,170.252,234.08,188.874,567.887,367.483
435,242.31,197.365,190.813,170.625,234.55,189.298,568.616,368.312
436,242.822,197.751,191.22,171.000,235.053,189.722,569.378,369.175
437,243.329,198.137,191.628,171.376,235.59,190.146,570.109,370.05
438,243.96,198.51,192.039,171.753,236.126,190.569,570.839,370.933
439,244.589,198.896,192.459,172.135,236.696,190.993,571.587,371.834
440,245.11,199.282,192.888,172.520,237.266,191.417,572.859,372.737
441,245.632,199.68,193.31,172.905,237.802,191.841,574.771,373.645
442,246.271,200.091,193.751,173.299,238.305,192.264,576.016,374.495
443,246.795,200.515,194.198,173.688,238.842,192.688,578.461,375.369
444,247.321,200.939,194.626,174.072,239.378,193.112,579.759,376.244
445,247.831,201.352,195.026,174.446,239.849,193.535,581.075,377.071
446,248.338,201.751,195.436,174.823,240.352,193.959,582.933,377.921
447,248.848,202.15,195.847,175.200,240.856,194.383,583.691,378.783
448,249.447,202.548,196.269,175.584,241.359,194.807,585.022,379.673
449,250.021,202.947,196.684,175.964,241.864,195.23,585.744,380.526
450,250.638,203.345,197.13,176.355,242.401,195.654,587.592,381.404
451,251.27,203.744,197.585,176.748,242.938,196.078,588.891,382.28
452,251.873,204.13,197.998,177.127,243.475,196.502,590.184,383.144
453,252.453,204.516,198.41,177.507,243.978,196.925,590.917,384.02
454,253.058,204.915,198.821,177.886,244.449,197.349,591.643,384.897
455,253.647,205.313,199.23,178.264,244.985,197.773,593.465,385.774
456,254.212,205.712,199.655,178.643,245.489,198.197,595.352,386.638
457,254.791,206.111,200.083,179.029,245.992,198.621,596.642,387.523
458,255.408,206.497,200.493,179.407,246.528,199.044,597.952,388.396
459,255.921,206.87,200.904,179.783,247.032,199.468,598.65,389.244
460,256.435,207.256,201.311,180.157,247.535,199.892,599.389,390.109
461,256.947,207.642,201.718,180.531,248.005,200.316,600.148,390.973
462,257.458,208.028,202.127,180.907,248.508,200.739,601.448,391.819
463,257.969,208.427,202.537,181.283,249.011,201.163,602.21,392.665
464,258.577,208.838,202.948,181.660,249.514,201.587,602.941,393.532
465,259.217,209.262,203.359,182.037,250.05,202.011,603.702,394.461
466,259.74,209.724,203.776,182.417,250.554,202.435,604.981,395.374
467,260.38,210.545,204.2,182.796,251.057,202.858,607.322,396.235
468,261,211.048,204.7,183.188,251.594,203.282,608.081,397.118
469,261.603,211.524,205.111,183.566,252.096,203.706,608.814,397.98
470,262.209,211.988,205.524,183.944,252.6,204.13,610.146,398.842
471,262.787,212.452,205.928,184.318,253.136,204.554,611.459,399.73
472,263.39,212.929,206.339,184.698,253.639,204.978,612.186,400.588
473,263.903,213.406,206.747,185.078,254.142,205.401,612.911,401.451
474,264.412,213.883,207.156,185.456,254.645,205.825,613.645,402.343
475,264.922,214.372,207.568,185.835,255.149,206.249,614.378,403.197
476,265.434,214.849,207.964,186.205,255.619,206.673,615.654,404.035
477,265.942,215.326,208.364,186.576,256.088,207.097,616.35,404.874
478,266.447,215.841,208.783,186.958,256.625,207.52,617.07,405.751
479,266.953,216.357,209.216,187.352,257.161,207.944,618.957,406.636
480,267.464,216.821,209.626,187.729,257.631,208.368,619.714,407.484
481,267.973,217.285,210.034,188.105,258.134,208.792,621.573,408.344
482,268.48,217.723,210.435,188.478,258.67,209.216,622.868,409.254
483,268.986,218.187,210.845,188.855,259.173,209.641,623.597,410.105
484,269.504,218.69,211.254,189.231,259.71,210.065,624.916,410.976
485,270.014,219.205,211.686,189.619,260.279,210.489,627.346,411.864
486,270.62,219.733,212.12,190.010,260.849,210.913,628.102,412.757
487,271.249,220.261,212.556,190.401,261.42,211.337,629.423,413.668
488,271.894,220.828,213.022,190.807,262.022,211.76,630.742,414.633
489,272.54,221.343,213.461,191.193,262.559,212.184,631.448,415.514
490,273.062,221.871,213.895,191.585,263.095,212.608,632.735,416.38
491,273.582,222.387,214.325,191.973,263.632,213.032,633.997,417.241
492,274.105,222.928,214.742,192.355,264.168,213.456,635.268,418.112
493,274.626,223.456,215.159,192.736,264.704,213.88,636.537,419.008
494,275.143,223.869,215.567,193.112,265.207,214.303,637.245,419.855
495,275.649,224.371,215.982,193.491,265.744,214.727,638.534,420.732
496,276.155,224.887,216.398,193.870,266.28,215.151,639.841,421.64
497,276.677,225.363,216.838,194.261,266.817,215.575,641.65,422.54
498,277.198,225.84,217.275,194.647,267.32,215.999,642.945,423.383
499,277.708,226.343,217.684,195.023,267.823,216.423,644.79,424.231
500,278.229,226.846,218.096,195.403,268.326,216.847,646.692,425.071
501,278.86,227.348,218.515,195.787,268.829,217.271,647.988,425.91
502,279.382,227.851,218.985,196.189,269.399,217.694,649.275,426.795
503,279.904,228.315,219.421,196.570,269.936,218.118,650.569,427.649
504,280.428,228.766,219.828,196.946,270.405,218.542,651.293,428.464
505,280.934,229.217,220.235,197.319,270.909,218.966,652.569,429.301
506,281.44,229.655,220.647,197.687,271.38,219.39,653.319,430.124
507,281.951,230.12,221.05,198.060,271.85,219.814,655.108,430.953
508,282.458,230.648,221.479,198.440,272.388,220.238,656.42,431.834
509,282.966,231.163,221.894,198.819,272.925,220.662,657.144,432.728
510,283.475,231.678,222.306,199.197,273.462,221.086,657.868,433.596
511,283.984,232.181,222.716,199.576,274,221.51,659.139,434.47
512,284.494,232.658,223.12,199.950,274.503,221.933,660.442,435.348
513,285.013,233.135,223.55,200.334,275.007,222.357,662.281,436.196
514,285.532,233.638,223.996,200.719,275.544,222.781,663.02,437.064
515,286.169,234.14,224.409,201.098,276.048,223.205,664.326,437.938
516,286.689,234.656,224.82,201.476,276.552,223.629,666.159,438.772
517,287.456,235.223,225.239,201.858,277.089,224.053,669.108,439.646
518,287.973,235.738,225.649,202.235,277.593,224.477,670.445,440.485
519,288.492,236.241,226.059,202.614,278.13,224.901,671.193,441.347
520,289.011,236.756,226.47,202.992,278.667,225.325,672.44,442.233
521,289.529,237.271,226.879,203.369,279.204,225.749,673.162,443.129
522,290.035,237.774,227.287,203.746,279.707,226.173,673.902,443.978
523,290.542,238.277,227.694,204.121,280.211,226.597,675.211,444.853
524,291.08,238.779,228.1,204.495,280.681,227.021,675.97,445.676
525,291.642,239.282,228.506,204.866,281.152,227.445,677.263,446.533
526,292.161,239.997,228.961,205.251,281.689,227.869,678.024,447.406
527,292.761,240.394,229.437,205.648,282.26,228.293,679.303,448.291
528,293.307,240.78,229.839,206.019,282.73,228.717,680.051,449.112
529,293.824,241.165,230.249,206.394,283.234,229.141,681.316,449.948
530,294.409,241.551,230.658,206.768,283.737,229.565,682.616,450.795
531,294.992,241.936,231.074,207.143,284.241,229.989,683.321,451.652
532,295.509,242.322,231.477,207.517,284.712,230.413,684.588,452.479
533,296.057,242.707,231.868,207.883,285.182,230.837,686.433,453.333
534,296.623,243.093,232.271,208.257,285.686,231.261,687.722,454.171
535,297.253,243.478,232.676,208.632,286.156,231.685,688.446,454.993
536,297.881,243.864,233.084,209.008,286.66,232.11,689.17,455.843
537,298.497,244.237,233.491,209.385,287.164,232.534,690.477,456.716
538,299.006,244.622,233.906,209.768,287.701,232.958,691.772,457.578
539,299.514,245.008,234.32,210.146,288.238,233.382,693.065,458.461
540,300.031,245.393,234.731,210.524,288.774,233.806,694.92,459.363
541,300.546,245.791,235.149,210.906,289.344,234.23,695.669,460.251
542,301.329,246.323,235.567,211.288,289.881,234.654,696.926,461.119
543,301.887,246.882,235.969,211.663,290.351,235.079,697.622,461.931
544,302.406,247.294,236.383,212.041,290.888,235.503,698.351,462.79
545,302.924,247.694,236.796,212.419,291.425,235.927,699.104,463.662
546,303.446,248.093,237.212,212.799,291.962,236.351,700.366,464.536
547,304.061,248.493,237.639,213.186,292.498,236.775,701.652,465.4
548,304.692,248.893,238.073,213.573,293.068,237.199,702.959,466.289
549,305.209,249.292,238.482,213.948,293.604,237.623,704.791,467.163
550,305.783,249.692,238.889,214.323,294.108,238.047,706.634,468.001
551,306.374,250.091,239.305,214.697,294.611,238.471,707.359,468.83
552,306.972,250.491,239.712,215.073,295.114,238.895,708.106,469.668
553,307.555,250.89,240.121,215.450,295.617,239.32,709.929,470.542
554,308.148,251.29,240.534,215.829,296.154,239.743,711.21,471.404
555,308.789,251.702,240.951,216.216,296.724,240.168,711.925,472.284
556,309.31,252.102,241.406,216.606,297.294,240.592,713.742,473.159
557,309.828,252.488,241.868,217.004,297.863,241.016,715.612,474.035
558,310.345,252.888,242.27,217.376,298.366,241.44,716.34,474.866
559,310.862,253.3,242.686,217.754,298.903,241.864,717.06,475.727
560,311.38,253.712,243.114,218.140,299.406,242.288,717.776,476.564
561,311.897,254.125,243.519,218.513,299.909,242.712,719.034,477.391
562,312.415,254.537,243.926,218.888,300.412,243.136,719.741,478.224
563,312.99,255.077,244.344,219.267,300.949,243.56,720.459,479.082
564,313.54,255.731,244.762,219.645,301.452,243.984,721.172,479.933
565,314.112,256.306,245.151,220.014,301.922,244.408,721.905,480.743
566,314.752,256.784,245.572,220.396,302.492,244.832,723.751,481.621
567,315.464,257.249,245.992,220.779,303.029,245.256,725.015,482.477
568,316.236,257.662,246.406,221.158,303.566,245.68,726.355,483.338
569,316.751,258.088,246.816,221.539,304.069,246.104,727.663,484.174
570,317.273,258.528,247.224,221.918,304.539,246.529,728.383,485.006
571,317.789,258.993,247.632,222.294,305.042,246.953,730.19,485.831
572,318.314,259.458,248.04,222.671,305.546,247.377,731.507,486.66
573,318.917,259.923,248.447,223.046,306.049,247.801,732.221,487.49
574,319.522,260.388,248.855,223.423,306.552,248.225,733.516,488.319
575,320.113,260.853,249.263,223.799,307.056,248.649,734.276,489.141
576,320.703,261.32,249.671,224.175,307.592,249.073,735.024,489.96
577,321.304,261.784,250.077,224.551,308.096,249.497,737.441,490.792
578,321.824,262.25,250.483,224.926,308.599,249.921,738.158,491.623
579,322.342,262.702,250.889,225.302,309.103,250.345,739.407,492.447
580,322.864,263.154,251.296,225.677,309.606,250.769,740.676,493.266
581,323.38,263.606,251.7,226.052,310.076,251.193,741.395,494.067
582,323.897,264.045,252.098,226.425,310.546,251.617,742.704,494.877
583,324.513,264.472,252.52,226.808,311.049,252.041,743.964,495.706
584,325.117,264.885,252.968,227.194,311.585,252.465,746.357,496.551
585,325.723,265.35,253.416,227.585,312.122,252.889,747.078,497.396
586,326.349,265.802,253.862,227.970,312.625,253.313,748.919,498.216
587,327.004,266.229,254.272,228.349,313.095,253.736,749.625,499.016
588,327.663,266.655,254.682,228.726,313.598,254.16,751.47,499.861
589,328.318,267.081,255.09,229.104,314.102,254.584,752.216,500.689
590,328.844,267.52,255.503,229.483,314.638,255.008,752.946,501.533
591,329.619,267.986,255.925,229.866,315.208,255.432,754.234,502.403
592,330.391,268.438,256.346,230.248,315.745,255.856,754.963,503.249
593,331.166,268.89,256.767,230.632,316.281,256.28,756.813,504.093
594,331.817,269.342,257.181,231.012,316.785,256.704,757.537,504.91
595,332.333,269.794,257.589,231.387,317.288,257.128,759.366,505.738
596,333.124,270.233,257.985,231.757,317.758,257.551,760.086,506.574
597,333.899,270.673,258.398,232.137,318.261,257.975,761.958,507.395
598,334.673,271.125,258.812,232.518,318.765,258.399,763.81,508.214
599,335.262,271.577,259.294,232.914,319.268,258.823,765.099,509.033
600,336.036,272.042,259.712,233.297,319.804,259.247,765.817,509.875
601,336.715,272.507,260.13,233.679,320.341,259.671,766.516,510.725
602,337.506,272.959,260.545,234.059,320.878,260.095,767.786,511.569
603,338.306,273.411,260.954,234.439,321.381,260.519,768.514,512.403
604,339.098,273.863,261.362,234.819,321.885,260.943,769.265,513.259
605,339.871,274.303,261.772,235.199,322.388,261.367,769.994,514.085
606,340.642,274.742,262.186,235.579,322.891,261.791,771.85,514.904
607,341.413,275.194,262.601,235.960,323.394,262.215,772.576,515.725
608,342.192,275.646,263.015,236.333,323.864,262.639,773.896,516.52
609,342.845,276.137,263.464,236.722,324.367,263.063,775.19,517.338
610,343.483,276.602,263.882,237.105,324.904,263.486,777.105,518.179
611,344.174,277.093,264.312,237.495,325.507,263.91,780.079,519.065
612,345.302,277.975,264.737,237.883,326.076,264.334,781.908,519.929
613,346.078,278.737,265.161,238.269,326.646,264.758,783.784,520.793
614,346.858,279.162,265.583,238.653,327.215,265.182,786.22,521.656
615,347.629,279.702,266.003,239.036,327.785,265.606,787.554,522.519
616,348.432,280.853,266.426,239.420,328.355,266.03,788.26,523.382
617,349.674,281.861,266.852,239.812,328.925,266.454,789.559,524.246
618,350.952,282.874,267.513,240.412,329.81,267.104,791.964,525.728
619,352.078,283.796,268.171,241.010,330.662,267.754,793.832,527.208
620,353.28,284.616,268.827,241.608,331.514,268.403,796.276,528.686
621,354.497,285.524,269.478,242.198,332.332,269.053,798.115,530.146
622,355.667,286.416,270.12,242.786,333.151,269.704,799.373,531.613
623,356.786,287.257,270.758,243.371,333.97,270.354,800.645,533.072
624,357.891,288.004,271.392,243.954,334.755,271.003,801.884,534.517
625,359.005,288.782,272.007,244.526,335.541,271.653,803.167,535.99
626,359.681,289.298,272.431,245.100,336.11,272.077,804.484,536.854
627,360.472,289.952,272.856,245.485,336.68,272.501,805.802,537.717
628,361.588,290.824,273.281,245.869,337.25,272.925,807.048,538.581
629,362.361,291.223,273.704,246.253,337.819,273.349,808.293,539.445
630,363.481,292.101,274.128,246.637,338.356,273.773,809.041,540.292
631,364.278,292.87,274.55,247.021,338.892,274.197,810.305,541.144
632,364.882,293.388,274.972,247.403,339.429,274.621,811.054,541.985
633,365.675,294.054,275.393,247.785,339.965,275.045,812.348,542.829
634,366.314,294.693,275.812,248.167,340.502,275.469,814.151,543.674
635,366.916,295.198,276.231,248.549,341.039,275.893,816.028,544.519
636,367.54,295.703,276.65,248.930,341.575,276.317,817.952,545.36
637,368.333,296.207,277.069,249.311,342.112,276.74,819.804,546.204
638,369.121,296.712,277.486,249.692,342.648,277.165,820.531,547.045
639,369.71,297.216,277.902,250.073,343.185,277.588,822.362,547.884
640,370.311,297.721,278.317,250.452,343.722,278.013,823.6,548.726
641,371.089,298.213,278.731,250.831,344.225,278.437,824.355,549.548
642,371.686,298.704,279.145,251.209,344.728,278.861,825.67,550.371
643,372.263,299.209,279.56,251.589,345.265,279.285,826.401,551.214
644,373.375,299.713,279.973,251.969,345.801,279.709,828.268,552.054
645,374.481,300.231,280.404,252.355,346.371,280.133,830.106,552.919
646,375.587,300.736,280.816,252.734,346.941,280.557,830.864,553.783
647,376.693,301.227,281.229,253.112,347.477,280.981,833.295,554.624
648,377.806,301.719,281.639,253.491,347.98,281.405,834.6,555.444
649,378.922,302.211,282.049,253.869,348.484,281.829,835.88,556.262
650,380.038,302.703,282.459,254.247,348.987,282.254,837.17,557.079
651,380.664,303.194,282.868,254.624,349.491,282.678,838.985,557.899
652,381.25,303.686,283.278,255.002,349.994,283.102,839.738,558.717
653,381.847,304.178,283.689,255.379,350.497,283.526,841.026,559.536
654,382.953,304.682,284.103,255.758,351.034,283.95,841.788,560.382
655,384.087,305.2,284.52,256.138,351.571,284.374,843.087,561.233
656,384.686,305.717,284.937,256.519,352.14,284.798,844.364,562.097
657,385.477,306.235,285.355,256.900,352.677,285.222,845.094,562.944
658,386.282,306.739,285.77,257.279,353.213,285.646,846.373,563.787
659,387.078,307.244,286.182,257.657,353.717,286.07,847.672,564.617
660,388.223,307.736,286.593,258.035,354.22,286.494,848.931,565.472
661,389.012,308.227,287.003,258.415,354.724,286.918,850.182,566.293
662,389.8,308.706,287.417,258.794,355.227,287.342,850.917,567.109
663,390.589,309.185,287.837,259.173,355.73,287.766,852.193,567.927
664,391.377,309.651,288.256,259.553,356.234,288.19,852.911,568.743
665,392.157,310.129,288.686,259.935,356.737,288.614,853.646,569.563
666,392.944,310.608,289.111,260.316,357.241,289.038,854.953,570.383
667,393.721,311.074,289.519,260.694,357.744,289.462,856.807,571.198
668,394.227,311.526,289.929,261.067,358.215,289.886,858.075,571.992
669,395.018,311.992,290.335,261.443,358.685,290.31,859.355,572.786
670,395.55,312.458,290.742,261.819,359.155,290.734,860.088,573.581
671,396.072,312.924,291.149,262.197,359.626,291.158,861.934,574.376
672,396.608,313.389,291.555,262.573,360.129,291.582,862.665,575.194
673,397.126,313.855,291.96,262.948,360.6,292.006,863.961,575.99
674,397.664,314.321,292.367,263.330,361.07,292.43,864.681,576.783
675,398.222,314.774,292.771,263.707,361.541,292.854,865.952,577.574
676,398.739,315.239,293.178,264.083,362.044,293.278,867.251,578.394
677,399.246,315.718,293.586,264.460,362.548,293.702,867.981,579.212
678,399.808,316.184,293.993,264.835,363.051,294.126,869.831,580.037
679,400.311,316.637,294.388,265.204,363.521,294.55,871.125,580.832
680,400.834,317.064,294.78,265.571,363.991,294.93,871.88,581.63
681,401.424,317.568,295.202,265.955,364.527,295.354,874.304,582.479
682,401.969,318.047,295.611,266.332,365.031,295.778,875.066,583.303
683,402.519,318.487,296.008,266.701,365.501,296.202,875.792,584.103
684,403.081,318.914,296.41,267.073,365.971,296.626,877.078,584.912
685,403.643,319.328,296.811,267.445,366.441,297.05,878.379,585.746
686,404.149,319.741,297.212,267.817,366.911,297.474,879.101,586.545
687,404.654,320.155,297.612,268.188,367.381,297.898,879.789,587.345
688,405.164,320.569,297.996,268.551,367.818,298.278,880.513,588.119
689,405.668,320.996,298.39,268.917,368.288,298.702,881.228,588.895
690,406.168,321.424,298.781,269.283,368.725,299.083,881.982,589.668
691,406.672,321.851,299.165,269.644,369.161,299.463,883.245,590.446
692,407.172,322.278,299.557,270.009,369.598,299.844,884.534,591.223
693,407.675,322.692,299.949,270.374,370.068,300.224,885.233,592.024
694,408.177,323.106,300.344,270.741,370.539,300.648,885.956,592.82
695,408.677,323.546,300.755,271.117,371.042,301.072,887.285,593.639
696,409.178,323.986,301.164,271.494,371.545,301.496,887.981,594.462
697,409.678,324.747,301.558,271.861,372.015,301.92,888.7,595.263
698,410.234,325.132,301.983,272.240,372.519,302.344,889.983,596.086
699,410.783,325.505,302.375,272.607,373.022,302.768,891.828,596.91
700,411.344,325.878,302.771,272.976,373.493,303.192,892.541,597.707
701,411.861,326.251,303.144,273.334,373.896,303.572,893.217,598.46
702,412.382,326.625,303.536,273.700,374.367,303.996,895.041,599.26
703,412.905,326.998,303.928,274.066,374.837,304.377,896.345,600.06
704,413.43,327.371,304.319,274.432,375.274,304.801,897.076,600.839
705,413.941,327.744,304.707,274.797,375.711,305.181,898.348,601.618
706,414.465,328.117,305.083,275.155,376.148,305.562,900.238,602.395
707,414.987,328.49,305.471,275.516,376.585,305.942,901,603.171
708,415.52,328.864,305.864,275.883,377.055,306.366,901.725,603.97
709,416.065,329.237,306.257,276.250,377.525,306.79,903.003,604.769
710,416.612,329.61,306.649,276.617,377.995,307.215,904.263,605.578
711,417.172,329.983,307.041,276.982,378.465,307.638,904.984,606.414
712,417.719,330.393,307.454,277.364,379.002,308.062,905.708,607.26
713,418.269,330.944,307.863,277.744,379.539,308.486,906.44,608.109
714,418.842,331.369,308.267,278.116,380.042,308.91,907.174,608.933
715,419.359,331.782,308.665,278.484,380.512,309.335,907.903,609.735
716,419.876,332.183,309.064,278.852,380.983,309.759,908.651,610.538
717,420.393,332.583,309.456,279.220,381.454,310.184,909.367,611.34
718,420.909,332.983,309.847,279.588,381.924,310.608,910.056,612.142
719,421.412,333.37,310.237,279.954,382.394,311.034,910.815,612.945
720,421.916,333.758,310.627,280.320,382.864,311.458,911.574,613.746
721,422.417,334.171,311.02,280.688,383.334,311.882,912.324,614.548
722,422.918,334.571,311.419,281.062,383.804,312.307,913.022,615.348
723,423.432,334.971,311.825,281.438,384.274,312.731,913.768,616.154
724,424.058,335.397,312.262,281.863,384.843,313.155,914.494,617.029
725,424.827,335.836,312.705,282.295,385.413,313.579,915.245,617.903
726,425.428,336.3,313.12,282.676,385.916,314.004,915.964,618.726
727,426.029,336.751,313.555,283.075,386.452,314.428,916.67,619.582
728,426.645,337.177,313.999,283.534,386.955,314.852,917.993,620.407
729,427.185,337.578,314.421,283.950,387.459,315.276,918.717,621.231
730,427.736,337.991,314.812,284.325,387.928,315.657,919.412,622.032
731,428.273,338.416,315.209,284.698,388.398,316.081,920.168,622.835
732,428.83,338.842,315.608,285.066,388.868,316.505,920.901,623.64
733,429.396,339.255,316.007,285.444,389.338,316.929,922.221,624.442
734,429.947,339.668,316.406,285.821,389.808,317.353,922.952,625.24
735,430.487,340.056,316.816,286.196,390.278,317.777,923.685,626.042
736,431.011,340.443,317.223,286.570,390.748,318.201,924.441,626.862
737,431.56,340.843,317.629,286.946,391.251,318.625,925.717,627.701
738,432.111,341.256,318.036,287.322,391.754,319.049,926.436,628.54
739,432.65,341.643,318.441,287.699,392.224,319.474,927.155,629.34
740,433.163,342.031,318.831,288.063,392.661,319.854,927.913,630.122
741,433.674,342.431,319.23,288.433,393.131,320.278,928.67,630.923
742,434.181,342.857,319.627,288.801,393.634,320.703,930.005,631.744
743,434.772,343.309,320.029,289.173,394.17,321.127,930.728,632.59
744,435.389,343.786,320.438,289.550,394.707,321.551,931.983,633.434
745,435.981,344.25,320.845,289.926,395.243,321.975,932.712,634.283
746,436.655,344.753,321.266,290.311,395.846,322.399,934.576,635.175
747,437.286,345.23,321.678,290.692,396.382,322.823,935.304,636.018
748,437.903,345.656,322.101,291.086,396.919,323.248,936.602,636.862
749,438.506,346.133,322.515,291.469,397.455,323.672,937.874,637.707
750,439.112,346.597,322.924,291.849,397.991,324.097,939.115,638.53
751,439.705,347.036,323.326,292.220,398.462,324.521,939.847,639.329
752,440.313,347.487,323.737,292.595,398.965,324.945,940.569,640.155
753,440.921,347.939,324.146,292.972,399.468,325.369,941.286,640.985
754,441.511,348.39,324.553,293.347,399.971,325.793,941.98,641.806
755,442.099,348.829,324.956,293.718,400.441,326.217,942.695,642.602
756,442.612,349.268,325.347,294.085,400.911,326.641,943.404,643.402
757,443.203,349.719,325.789,294.474,401.414,327.065,945.274,644.227
758,443.796,350.158,326.186,294.848,401.917,327.49,946.016,645.053
759,444.396,350.609,326.591,295.222,402.421,327.914,946.748,645.877
760,444.997,351.061,326.994,295.596,402.924,328.338,948.617,646.706
761,445.499,351.5,327.395,295.970,403.427,328.762,949.919,647.531
762,446.014,351.938,327.802,296.347,403.897,329.187,951.762,648.351
763,446.516,352.377,328.221,296.730,404.401,329.613,953.003,649.218
764,447.017,352.816,328.638,297.112,404.904,330.037,954.29,650.045
765,447.521,353.254,329.047,297.491,405.407,330.461,955.54,650.877
766,448.024,353.693,329.455,297.870,405.911,330.885,956.84,651.714
767,448.593,354.119,329.858,298.248,406.414,331.309,958.154,652.549
768,449.152,354.545,330.264,298.627,406.918,331.734,959.451,653.377
769,449.709,354.971,330.676,299.012,407.388,332.158,960.725,654.179
770,450.266,355.397,331.079,299.394,407.858,332.582,961.424,654.985
771,450.822,355.823,331.475,299.773,408.328,333.006,962.181,655.794
772,451.377,356.249,331.871,300.151,408.798,333.43,962.891,656.6
773,451.931,356.675,332.267,300.528,409.268,333.854,963.577,657.408
774,452.435,357.101,332.662,300.904,409.738,334.279,964.825,658.212
775,452.937,357.527,333.058,301.281,410.208,334.703,966.14,659.017
776,453.441,357.953,333.453,301.656,410.678,335.127,966.829,659.831
777,453.947,358.379,333.854,302.036,411.148,335.551,967.56,660.673
778,454.453,358.805,334.245,302.406,411.619,335.976,968.274,661.479
779,454.958,359.231,334.636,302.776,412.089,336.4,969.009,662.285
780,455.463,359.657,335.027,303.147,412.559,336.824,969.734,663.094
781,455.969,360.083,335.423,303.522,413.029,337.248,971.031,663.901
782,456.57,360.522,335.839,303.901,413.532,337.672,972.823,664.728
783,457.156,360.96,336.244,304.271,414.002,338.096,973.56,665.531
784,457.719,361.412,336.653,304.644,414.506,338.521,974.822,666.357
785,458.295,361.863,337.054,305.014,415.009,338.945,976.019,667.188
786,458.875,362.52,337.486,305.396,415.545,339.369,976.729,668.038
787,459.392,363.038,337.878,305.764,416.015,339.793,977.454,668.84
788,460.033,363.437,338.311,306.151,416.585,340.218,978.208,669.711
789,460.595,364.001,338.724,306.532,417.122,340.642,980.008,670.561
790,461.369,364.429,339.135,306.913,417.626,341.066,982.442,671.392
791,461.971,364.844,339.546,307.292,418.129,341.49,983.168,672.217
792,462.535,365.259,339.938,307.660,418.6,341.914,983.908,673.021
793,463.083,365.688,340.338,308.031,419.07,342.338,984.628,673.825
794,463.646,366.116,340.731,308.401,419.54,342.762,985.855,674.635
795,464.195,366.531,341.118,308.764,420.011,343.143,987.117,675.429
796,464.732,366.933,341.5,309.124,420.448,343.523,988.377,676.215
797,465.258,367.335,341.9,309.497,420.918,343.947,989.634,677.032
798,465.842,367.777,342.311,309.873,421.422,344.372,991.499,677.895
799,466.444,368.231,342.726,310.251,421.925,344.796,992.215,678.728
800,467.012,368.659,343.117,310.618,422.396,345.22,992.932,679.543
801,467.584,369.101,343.561,310.998,422.866,345.644,994.193,680.354
802,468.144,369.542,343.955,311.366,423.336,346.068,994.93,681.156
803,468.716,369.997,344.365,311.754,423.84,346.492,996.26,681.98
804,469.301,370.464,344.798,312.152,424.376,346.916,998.13,682.828
805,469.881,370.919,345.207,312.533,424.88,347.34,999.957,683.655
806,470.451,371.36,345.615,312.910,425.384,347.764,1001.199,684.477
807,471.009,371.802,346.018,313.286,425.887,348.189,1002.527,685.302
808,471.511,372.243,346.416,313.659,426.391,348.612,1003.276,686.13
809,472.015,372.672,346.813,314.031,426.895,349.037,1004.003,686.96
810,472.517,373.1,347.209,314.401,427.365,349.461,1004.759,687.764
811,473.019,373.528,347.605,314.771,427.869,349.885,1006.048,688.566
