Timesteps,AMG Class,AMG Free,CG Diag,CG Lusgs,GMRES Diag,GMRES Lusgs,CgDiagGPU,GmresDiagGPU
812,473.52,373.957,348.001,315.141,428.34,350.309,1007.349,689.369
813,474.026,374.385,348.398,315.511,428.843,350.733,1008.606,690.171
814,474.543,374.813,348.795,315.880,429.314,351.157,1009.325,690.978
815,475.064,375.241,349.197,316.248,429.784,351.581,1010.562,691.784
816,475.586,375.683,349.603,316.619,430.255,352.005,1011.321,692.586
817,476.169,376.137,349.995,316.988,430.725,352.429,1012.654,693.389
818,476.754,376.579,350.39,317.356,431.196,352.853,1013.375,694.19
819,477.326,377.02,350.784,317.724,431.667,353.277,1014.085,694.992
820,477.903,377.462,351.182,318.093,432.137,353.701,1015.357,695.799
821,478.478,377.89,351.579,318.462,432.608,354.125,1016.655,696.602
822,479.037,378.318,351.976,318.831,433.078,354.549,1018.54,697.404
823,479.609,378.746,352.372,319.200,433.549,354.973,1019.82,698.213
824,480.113,379.175,352.767,319.571,434.019,355.398,1021.597,699.026
825,480.673,379.59,353.161,319.943,434.49,355.822,1022.28,699.831
826,481.237,380.005,353.558,320.315,434.961,356.246,1023.043,700.632
827,481.864,380.486,353.989,320.701,435.498,356.67,1023.794,701.48
828,482.531,381.006,354.444,321.101,436.068,357.094,1024.52,702.353
829,483.184,381.502,354.877,321.490,436.638,357.518,1025.273,703.202
830,483.798,381.969,355.294,321.881,437.175,357.942,1027.656,704.049
831,484.388,382.424,355.732,322.279,437.678,358.366,1029.545,704.875
832,484.964,382.865,356.133,322.657,438.149,358.79,1030.791,705.676
833,485.539,383.307,356.538,323.030,438.619,359.214,1031.484,706.482
834,486.155,383.775,357,323.431,439.156,359.638,1032.22,707.333
835,486.687,384.268,357.479,323.845,439.726,360.062,1033.476,708.204
836,487.215,384.749,357.942,324.240,440.263,360.487,1034.194,709.048
837,487.73,385.217,358.368,324.627,440.8,360.911,1034.932,709.891
838,488.244,385.659,358.772,325.002,441.304,361.335,1035.627,710.711
839,488.749,386.087,359.167,325.374,441.774,361.759,1036.926,711.513
840,489.258,386.528,359.574,325.746,442.278,362.183,1037.664,712.334
841,489.762,386.97,359.967,326.114,442.748,362.607,1038.383,713.133
842,490.266,387.398,360.367,326.484,443.252,363.032,1039.085,713.954
843,490.771,387.8,360.769,326.858,443.722,363.456,1040.344,714.752
844,491.318,388.202,361.173,327.230,444.192,363.88,1041.031,715.553
845,491.824,388.618,361.569,327.598,444.663,364.304,1041.756,716.351
846,492.345,389.033,361.974,327.970,445.166,364.728,1042.487,717.155
847,492.853,389.435,362.376,328.343,445.67,365.152,1043.243,717.978
848,493.356,389.837,362.775,328.712,446.173,365.577,1044.001,718.799
849,493.931,390.265,363.169,329.081,446.643,366.001,1044.727,719.612
850,494.517,390.707,363.572,329.454,447.147,366.425,1045.481,720.442
851,495.101,391.148,363.979,329.831,447.651,366.849,1046.749,721.271
852,495.673,391.59,364.384,330.206,448.154,367.273,1047.499,722.104
853,496.257,392.044,364.787,330.580,448.658,367.697,1048.724,722.944
854,496.829,392.486,365.184,330.949,449.161,368.122,1050.034,723.773
855,497.428,392.927,365.587,331.321,449.665,368.546,1050.759,724.602
856,498.012,393.369,365.991,331.694,450.168,368.97,1051.444,725.427
857,498.517,394.083,366.399,332.066,450.672,369.394,1053.287,726.257
858,499.035,394.469,366.819,332.446,451.175,369.819,1054.038,727.088
859,499.54,394.843,367.225,332.818,451.679,370.243,1054.748,727.92
860,500.046,395.217,367.628,333.189,452.182,370.667,1056.046,728.745
861,500.554,395.59,368.029,333.560,452.653,371.092,1057.34,729.548
862,501.116,395.964,368.432,333.931,453.123,371.516,1058.589,730.349
863,501.623,396.337,368.83,334.299,453.593,371.94,1059.312,731.149
864,502.13,396.711,369.223,334.664,454.063,372.364,1060.592,731.95
865,502.651,397.084,369.632,335.039,454.567,372.788,1062.366,732.775
866,503.257,397.47,370.063,335.424,455.103,373.213,1064.771,733.621
867,503.773,397.856,370.496,335.804,455.64,373.637,1065.496,734.472
868,504.303,398.255,370.915,336.184,456.11,374.061,1066.763,735.276
869,504.856,398.641,371.33,336.562,456.58,374.486,1067.489,736.082
870,505.371,399.026,371.745,336.946,457.084,374.91,1068.215,736.907
871,505.887,399.412,372.141,337.317,457.554,375.334,1068.901,737.711
872,506.401,399.798,372.55,337.698,458.024,375.758,1070.202,738.517
873,506.918,400.185,372.951,338.069,458.494,376.183,1070.936,739.325
874,507.455,400.571,373.343,338.436,458.964,376.607,1071.692,740.129
875,507.993,400.957,373.748,338.808,459.435,377.031,1072.419,740.934
876,508.531,401.343,374.14,339.173,459.872,377.412,1074.232,741.726
877,509.095,401.716,374.536,339.541,460.342,377.836,1074.961,742.577
878,509.599,402.09,374.929,339.908,460.845,378.261,1076.19,743.404
879,510.149,402.464,375.321,340.277,461.316,378.685,1077.494,744.224
880,510.699,402.838,375.723,340.648,461.786,379.11,1078.764,745.085
881,511.275,403.211,376.126,341.020,462.257,379.534,1080.64,745.934
882,511.89,403.597,376.531,341.395,462.793,379.958,1081.364,746.803
883,512.454,403.971,376.931,341.767,463.264,380.382,1082.123,747.63
884,513.018,404.345,377.329,342.138,463.734,380.807,1082.873,748.441
885,513.585,404.718,377.726,342.509,464.204,381.231,1083.596,749.25
886,514.136,405.092,378.123,342.879,464.675,381.655,1084.889,750.065
887,514.701,405.466,378.519,343.249,465.145,382.08,1086.747,751.017
888,515.252,405.839,378.915,343.617,465.616,382.504,1088.014,751.845
889,515.802,406.213,379.308,343.984,466.086,382.928,1089.298,752.667
890,516.354,406.587,379.7,344.351,466.556,383.353,1091.089,753.45
891,516.892,406.96,380.092,344.717,467.027,383.777,1091.802,754.26
892,517.43,407.347,380.484,345.082,467.464,384.158,1092.518,755.053
893,517.993,407.72,380.885,345.453,467.934,384.582,1093.214,755.869
894,518.568,408.094,381.29,345.827,468.438,385.006,1093.969,756.701
895,519.16,408.48,381.696,346.202,468.942,385.431,1094.666,757.533
896,519.709,408.866,382.102,346.576,469.445,385.855,1097.117,758.363
897,520.235,409.252,382.494,346.942,469.915,386.279,1098.961,759.174
898,520.851,409.638,382.899,347.316,470.419,386.704,1100.239,760.133
899,521.453,410.024,383.303,347.689,470.923,387.128,1100.971,760.972
900,522.043,410.41,383.706,348.062,471.426,387.552,1101.7,761.813
901,522.64,410.797,384.112,348.435,471.93,387.976,1102.426,762.669
902,523.217,411.183,384.519,348.808,472.4,388.4,1104.219,763.475
903,523.719,411.569,384.925,349.182,472.871,388.825,1105.521,764.297
904,524.229,411.955,385.331,349.555,473.342,389.249,1106.82,765.115
905,524.735,412.341,385.71,349.914,473.779,389.631,1107.503,765.903
906,525.271,412.727,386.108,350.281,474.249,390.055,1108.768,766.719
907,525.849,413.113,386.506,350.652,474.72,390.48,1110.028,767.53
908,526.413,413.499,386.905,351.023,475.19,390.904,1110.727,768.341
909,526.98,413.886,387.305,351.394,475.66,391.328,1112.565,769.151
910,527.625,414.296,387.718,351.773,476.197,391.752,1113.83,770.005
911,528.207,414.881,388.12,352.144,476.701,392.176,1115.126,770.845
912,528.713,415.311,388.522,352.514,477.171,392.601,1116.425,771.702
913,529.277,415.741,388.931,352.883,477.641,393.025,1117.14,772.514
914,529.841,416.184,389.363,353.262,478.112,393.449,1118.411,773.323
915,530.421,416.654,389.786,353.645,478.616,393.873,1120.288,774.173
916,530.94,417.124,390.261,354.037,479.119,394.297,1121.595,775.053
917,531.517,417.567,390.668,354.412,479.589,394.721,1123.437,775.888
918,532.08,417.997,391.081,354.788,480.093,395.146,1124.193,776.721
919,532.672,418.467,391.495,355.168,480.597,395.57,1125.484,777.557
920,533.267,418.95,391.903,355.544,481.1,395.994,1127.325,778.398
921,533.883,419.434,392.31,355.920,481.638,396.418,1128.08,779.285
922,534.467,419.904,392.716,356.295,482.141,396.842,1128.804,780.145
923,535.028,420.347,393.117,356.667,482.612,397.266,1129.506,780.974
924,535.617,420.804,393.52,357.040,483.115,397.69,1130.794,781.809
925,536.258,421.313,393.931,357.417,483.652,398.114,1132.091,782.671
926,536.847,421.783,394.335,357.791,484.155,398.539,1133.384,783.511
927,537.436,422.253,394.738,358.164,484.659,398.963,1135.772,784.35
928,538.007,422.723,395.142,358.537,485.163,399.387,1137.016,785.189
929,538.569,423.18,395.544,358.910,485.666,399.811,1138.346,786.023
930,539.145,423.637,395.946,359.282,486.17,400.235,1139.082,786.861
931,539.709,424.08,396.344,359.647,486.641,400.66,1139.827,787.679
932,540.246,424.484,396.736,360.013,487.111,401.084,1141.129,788.496
933,540.807,424.9,397.131,360.381,487.582,401.508,1141.855,789.339
934,541.358,425.317,397.528,360.749,488.052,401.932,1142.576,790.151
935,541.906,425.734,397.924,361.118,488.523,402.356,1143.868,790.97
936,542.412,426.177,398.322,361.489,488.993,402.78,1144.582,791.781
937,543.077,426.7,398.747,361.875,489.53,403.205,1145.278,792.646
938,543.581,427.144,399.138,362.242,490.034,403.629,1146.57,793.515
939,544.158,427.574,399.532,362.610,490.505,404.053,1147.295,794.325
940,544.735,428.004,399.926,362.979,490.975,404.477,1147.972,795.132
941,545.311,428.434,400.321,363.348,491.445,404.901,1149.242,795.947
942,545.877,428.864,400.718,363.717,491.916,405.325,1149.971,796.755
943,546.389,429.28,401.114,364.085,492.386,405.75,1151.856,797.567
944,546.885,429.737,401.517,364.459,492.89,406.174,1153.11,798.41
945,547.395,430.194,401.922,364.834,493.393,406.598,1153.843,799.25
946,547.901,430.677,402.329,365.211,493.931,407.022,1155.173,800.103
947,548.405,431.134,402.736,365.587,494.435,407.447,1156.455,800.934
948,548.909,431.59,403.138,365.959,494.905,407.871,1157.766,801.745
949,549.42,432.061,403.542,366.333,495.409,408.295,1158.528,802.579
950,550.022,432.57,403.956,366.711,495.913,408.719,1159.821,803.408
951,550.543,433.041,404.368,367.089,496.417,409.144,1160.578,804.237
952,551.07,433.497,404.777,367.468,496.887,409.568,1162.427,805.05
953,551.68,433.954,405.184,367.845,497.391,409.992,1163.19,805.881
954,552.283,434.411,405.589,368.220,497.895,410.416,1165.051,806.709
955,552.87,434.867,406.004,368.596,498.398,410.84,1165.812,807.541
956,553.459,435.324,406.413,368.976,498.902,411.265,1167.673,808.373
957,554.047,435.781,406.819,369.353,499.373,411.689,1168.954,809.18
958,554.611,436.211,407.208,369.718,499.843,412.07,1169.712,809.963
959,555.159,436.614,407.604,370.088,500.314,412.45,1170.403,810.773
960,555.721,437.031,408.001,370.458,500.785,412.874,1171.126,811.587
961,556.297,437.448,408.4,370.830,501.256,413.299,1171.847,812.399
962,556.87,437.878,408.802,371.202,501.727,413.723,1172.543,813.211
963,557.65,438.414,409.224,371.587,502.264,414.147,1174.436,814.074
964,558.201,438.844,409.624,371.959,502.768,414.571,1175.159,814.909
965,558.739,439.248,410.012,372.325,503.238,414.995,1175.886,815.724
966,559.281,439.678,410.408,372.691,503.709,415.42,1176.601,816.537
967,559.843,440.121,410.82,373.067,504.179,415.844,1177.347,817.349
968,560.39,440.551,411.212,373.435,504.65,416.268,1178.628,818.168
969,560.895,441.008,411.626,373.816,505.153,416.693,1179.885,819.014
970,561.538,441.507,412.034,374.192,505.657,417.118,1181.145,819.855
971,562.172,442.003,412.442,374.568,506.194,417.542,1181.84,820.715
972,562.678,442.42,412.844,374.941,506.665,417.966,1183.129,821.523
973,563.184,442.89,413.25,375.317,507.169,418.39,1183.857,822.357
974,563.689,443.374,413.66,375.695,507.706,418.815,1184.608,823.189
975,564.193,443.897,414.077,376.079,508.244,419.239,1185.325,824.043
976,564.699,444.381,414.485,376.455,508.747,419.663,1186.014,824.878
977,565.202,444.851,414.892,376.830,509.251,420.087,1186.713,825.713
978,565.705,445.321,415.298,377.205,509.755,420.512,1188.54,826.554
979,566.209,445.791,415.702,377.579,510.259,420.936,1189.266,827.393
980,566.715,446.248,416.105,377.952,510.763,421.36,1191.075,828.233
981,567.22,446.705,416.508,378.325,511.234,421.785,1191.833,829.049
982,567.722,447.162,416.908,378.697,511.704,422.209,1192.593,829.864
983,568.226,447.618,417.309,379.069,512.175,422.633,1194.407,830.679
984,568.728,448.035,417.694,379.433,512.612,423.014,1195.131,831.468
985,569.229,448.452,418.09,379.801,513.083,423.438,1196.464,832.284
986,569.729,448.882,418.485,380.169,513.553,423.863,1197.214,833.099
987,570.288,449.313,418.882,380.538,514.024,424.287,1197.909,833.913
988,570.847,449.756,419.281,380.907,514.495,424.711,1199.207,834.732
989,571.513,450.293,419.712,381.286,515.032,425.135,1200.534,835.599
990,572.073,450.696,420.113,381.658,515.536,425.56,1201.266,836.437
991,572.597,451.113,420.496,382.021,516.006,425.984,1201.99,837.248
992,573.148,451.53,420.879,382.383,516.444,426.408,1202.74,838.037
993,573.709,451.934,421.27,382.747,516.914,426.789,1203.487,838.85
994,574.305,452.417,421.677,383.123,517.418,427.213,1204.732,839.687
995,574.888,452.914,422.085,383.500,517.955,427.638,1205.469,840.548
996,575.462,453.385,422.491,383.875,518.459,428.062,1206.224,841.388
997,576.024,453.842,422.896,384.250,518.93,428.486,1208.552,842.204
998,576.587,454.312,423.301,384.626,519.434,428.911,1210.434,843.042
999,577.149,454.782,423.708,385.002,519.938,429.335,1211.744,843.88
1000,577.669,455.306,424.127,385.384,520.475,429.759,1213.591,844.74
1001,578.173,455.79,424.536,385.760,520.979,430.184,1214.861,845.576
1002,578.677,456.26,424.946,386.138,521.483,430.608,1216.127,846.415
1003,579.184,456.743,425.357,386.517,521.987,431.033,1217.977,847.25
1004,579.69,457.214,425.767,386.898,522.49,431.457,1219.859,848.088
1005,580.197,457.684,426.177,387.279,522.995,431.881,1220.588,848.925
1006,580.705,458.155,426.587,387.658,523.499,432.306,1221.322,849.762
1007,581.213,458.625,426.996,388.038,524.002,432.73,1222.062,850.601
1008,581.817,459.082,427.413,388.414,524.473,433.154,1222.823,851.414
1009,582.381,459.512,427.93,388.836,524.977,433.578,1224.097,852.249
1010,582.918,459.956,428.359,389.230,525.481,434.003,1224.837,853.092
1011,583.427,460.399,428.769,389.603,525.985,434.427,1226.742,853.922
1012,583.934,460.83,429.179,389.975,526.456,434.852,1227.493,854.733
1013,584.442,461.26,429.581,390.347,526.926,435.276,1228.21,855.547
1014,584.96,461.77,429.99,390.723,527.463,435.7,1228.907,856.405
1015,585.644,462.294,430.407,391.101,528,436.125,1229.623,857.264
1016,586.149,462.738,430.81,391.473,528.471,436.549,1230.327,858.078
1017,586.712,463.181,431.215,391.846,528.942,436.973,1231.602,858.898
1018,587.285,463.625,431.611,392.214,529.412,437.397,1232.359,859.717
1019,587.798,464.122,432.019,392.591,529.949,437.822,1233.65,860.588
1020,588.301,464.619,432.427,392.968,530.487,438.246,1234.964,861.45
1021,588.805,465.063,432.827,393.338,530.958,438.67,1235.659,862.267
1022,589.406,465.533,433.232,393.712,531.462,439.095,1237.493,863.105
1023,589.972,466.004,433.639,394.086,531.965,439.519,1239.348,863.945
1024,590.479,466.706,434.05,394.462,532.469,439.943,1240.105,864.782
1025,590.994,467.093,434.471,394.843,533.006,440.368,1243.071,865.643
1026,591.496,467.468,434.877,395.218,533.511,440.792,1243.807,866.481
1027,592.002,467.842,435.28,395.591,533.981,441.217,1244.515,867.296
1028,592.505,468.217,435.681,395.959,534.452,441.641,1245.211,868.117
1029,593.009,468.592,436.072,396.331,534.923,442.065,1246.454,868.931
1030,593.513,468.967,436.472,396.696,535.394,442.49,1247.184,869.746
1031,594.02,469.341,436.861,397.063,535.865,442.914,1249.019,870.566
1032,594.525,469.716,437.264,397.437,536.369,443.338,1249.753,871.405
1033,595.029,470.091,437.666,397.805,536.839,443.763,1250.491,872.221
1034,595.534,470.466,438.059,398.177,537.31,444.187,1251.212,873.036
1035,596.047,470.84,438.453,398.545,537.78,444.611,1253.09,873.851
1036,596.552,471.215,438.847,398.913,538.251,445.036,1253.812,874.669
1037,597.103,471.59,439.238,399.280,538.722,445.46,1255.101,875.488
1038,597.606,471.965,439.629,399.644,539.193,445.885,1255.859,876.305
1039,598.108,472.339,440.029,400.017,539.664,446.309,1257.188,877.124
1040,598.894,472.739,440.464,400.401,540.201,446.733,1258.487,878.009
1041,599.406,473.25,440.867,400.769,540.672,447.158,1259.766,878.826
1042,599.916,473.625,441.269,401.142,541.142,447.582,1261.667,879.668
1043,600.502,474,441.675,401.518,541.647,448.006,1262.386,880.519
1044,601.026,474.377,442.084,401.896,542.151,448.431,1263.108,881.396
1045,601.6,474.753,442.488,402.270,542.655,448.855,1263.811,882.231
1046,602.201,475.129,442.892,402.645,543.159,449.28,1265.099,883.073
1047,602.793,475.504,443.296,403.020,543.663,449.705,1265.848,883.912
1048,603.372,475.879,443.701,403.394,544.167,450.13,1267.698,884.75
1049,604.017,476.267,444.117,403.773,544.704,450.554,1268.969,885.604
1050,604.608,476.642,444.522,404.148,545.208,450.978,1271.386,886.436
1051,605.196,477.018,444.925,404.521,545.712,451.403,1273.215,887.268
1052,605.774,477.393,445.327,404.894,546.183,451.827,1273.913,888.088
1053,606.282,477.768,445.729,405.267,546.653,452.252,1275.202,888.916
1054,606.791,478.143,446.12,405.634,547.124,452.676,1277.08,889.726
1055,607.298,478.518,446.521,406.007,547.595,453.1,1278.905,890.537
1056,607.808,478.893,446.911,406.374,548.066,453.525,1280.151,891.358
1057,608.386,479.268,447.302,406.742,548.536,453.949,1281.44,892.179
1058,608.892,479.644,447.692,407.108,549.007,454.374,1282.721,892.99
1059,609.397,480.019,448.082,407.476,549.478,454.798,1283.407,893.801
1060,609.906,480.394,448.483,407.849,549.949,455.223,1284.136,894.613
1061,610.44,480.769,448.874,408.216,550.419,455.647,1285.414,895.427
1062,611.001,481.144,449.27,408.583,550.89,456.071,1286.676,896.242
1063,611.553,481.519,449.657,408.946,551.327,456.452,1288.478,897.032
1064,612.089,481.895,450.063,409.319,551.798,456.877,1290.858,897.844
1065,612.708,482.295,450.475,409.697,552.335,457.301,1292.145,898.701
1066,613.34,482.925,450.893,410.077,552.872,457.726,1292.875,899.557
1067,613.919,483.367,451.301,410.453,553.376,458.15,1294.749,900.412
1068,614.551,483.847,451.71,410.831,553.88,458.574,1295.482,901.291
1069,615.148,484.315,452.116,411.207,554.384,458.999,1296.2,902.137
1070,615.751,484.743,452.519,411.582,554.888,459.423,1297.472,902.99
1071,616.368,485.198,452.933,411.962,555.392,459.848,1298.21,903.844
1072,616.961,485.639,453.344,412.342,555.896,460.272,1298.895,904.687
1073,617.54,486.08,453.75,412.717,556.4,460.696,1299.597,905.529
1074,618.221,486.587,454.165,413.096,556.937,461.121,1300.333,906.399
1075,618.724,487.042,454.575,413.473,557.441,461.546,1301.088,907.244
1076,619.229,487.483,454.982,413.851,557.945,461.97,1303.521,908.09
1077,619.739,487.925,455.388,414.228,558.416,462.394,1304.275,908.912
1078,620.248,488.366,455.793,414.604,558.887,462.819,1304.993,909.726
1079,620.754,488.808,456.196,414.977,559.358,463.243,1305.679,910.539
1080,621.32,489.249,456.587,415.344,559.828,463.668,1306.977,911.35
1081,621.898,489.69,456.989,415.716,560.299,464.092,1307.708,912.16
1082,622.474,490.132,457.39,416.088,560.77,464.517,1308.981,912.975
1083,623.054,490.573,457.792,416.460,561.242,464.941,1309.74,913.792
1084,623.559,491.015,458.179,416.825,561.712,465.366,1311.041,914.611
1085,624.063,491.417,458.575,417.193,562.183,465.79,1312.334,915.431
1086,624.57,491.833,458.97,417.558,562.654,466.215,1313.006,916.251
1087,625.12,492.261,459.362,417.925,563.125,466.639,1313.69,917.064
1088,625.671,492.69,459.757,418.292,563.596,467.064,1315.506,917.876
1089,626.222,493.119,460.169,418.670,564.066,467.488,1317.374,918.693
1090,626.755,493.534,460.566,419.038,564.537,467.913,1319.178,919.507
1091,627.37,494.054,460.988,419.423,565.108,468.337,1319.909,920.392
1092,627.888,494.534,461.398,419.800,565.612,468.762,1320.638,921.228
1093,628.487,495.002,461.806,420.178,566.116,469.186,1321.897,922.067
1094,629.047,495.431,462.219,420.557,566.62,469.611,1322.649,922.906
1095,629.636,495.898,462.651,420.942,567.124,470.035,1323.355,923.746
1096,630.239,496.366,463.07,421.322,567.628,470.46,1324.639,924.576
1097,630.826,496.82,463.475,421.695,568.099,470.884,1325.915,925.384
1098,631.434,497.34,463.886,422.075,568.636,471.309,1327.757,926.239
1099,632.051,497.808,464.292,422.452,569.141,471.733,1329.009,927.074
1100,632.553,498.263,464.698,422.827,569.644,472.158,1329.704,927.911
1101,633.057,498.717,465.108,423.205,570.149,472.582,1331.009,928.742
1102,633.573,499.185,465.538,423.589,570.653,473.007,1332.304,929.573
1103,634.086,499.652,465.976,423.972,571.157,473.431,1333.58,930.407
1104,634.601,500.107,466.396,424.354,571.661,473.856,1334.856,931.242
1105,635.109,500.548,466.801,424.726,572.132,474.281,1336.164,932.054
1106,635.616,500.99,467.194,425.094,572.603,474.705,1337.431,932.862
1107,636.124,501.433,467.594,425.462,573.074,475.13,1338.131,933.672
1108,636.675,501.874,467.998,425.830,573.544,475.554,1338.865,934.478
1109,637.194,502.303,468.397,426.201,574.015,475.979,1339.595,935.31
1110,637.7,502.732,468.793,426.570,574.486,476.404,1340.27,936.156
1111,638.297,503.16,469.192,426.939,574.957,476.828,1341.568,936.967
1112,638.864,503.589,469.589,427.309,575.428,477.253,1342.286,937.774
1113,639.425,504.017,469.985,427.679,575.899,477.677,1343.028,938.588
1114,639.93,504.446,470.381,428.048,576.369,478.102,1344.317,939.402
1115,640.435,504.901,470.786,428.422,576.873,478.527,1345.622,940.232
1116,640.97,505.433,471.208,428.815,577.444,478.951,1346.92,941.11
1117,641.477,505.914,471.616,429.193,577.948,479.376,1347.618,941.944
1118,641.983,506.356,472.021,429.568,578.419,479.801,1348.367,942.758
1119,642.487,506.823,472.427,429.943,578.924,480.225,1349.693,943.592
1120,642.993,507.291,472.833,430.318,579.428,480.65,1350.411,944.423
1121,643.502,507.759,473.238,430.693,579.932,481.075,1351.127,945.255
1122,644.034,508.279,473.65,431.072,580.469,481.499,1352.399,946.112
1123,644.541,508.759,474.056,431.449,580.973,481.924,1353.121,946.945
1124,645.143,509.227,474.465,431.826,581.444,482.349,1353.818,947.761
1125,645.746,509.695,474.871,432.201,581.915,482.773,1354.561,948.578
1126,646.263,510.149,475.287,432.582,582.386,483.198,1355.833,949.384
1127,646.852,510.604,475.696,432.960,582.857,483.622,1356.566,950.196
1128,647.44,511.059,476.092,433.328,583.328,484.047,1357.286,951.013
1129,648.035,511.513,476.497,433.703,583.799,484.472,1358.554,951.828
1130,648.631,511.968,476.901,434.075,584.27,484.896,1359.855,952.638
1131,649.14,512.423,477.303,434.447,584.74,485.321,1361.136,953.447
1132,649.648,512.878,477.707,434.820,585.211,485.745,1361.86,954.255
1133,650.167,513.332,478.113,435.194,585.682,486.17,1363.63,955.063
1134,650.728,513.748,478.518,435.563,586.153,486.594,1366.053,955.87
1135,651.237,514.177,478.94,435.938,586.624,487.019,1366.778,956.679
1136,651.757,514.736,479.36,436.315,587.096,487.444,1368.063,957.486
1137,652.277,515.399,479.782,436.697,587.566,487.868,1369.385,958.294
1138,652.801,516.169,480.202,437.074,588.037,488.293,1370.151,959.102
1139,653.32,516.57,480.614,437.453,588.541,488.718,1371.428,959.931
1140,654.102,516.996,481.029,437.834,589.079,489.142,1372.73,960.783
1141,654.887,517.528,481.45,438.219,589.616,489.567,1373.477,961.637
1142,655.391,518.03,481.853,438.591,590.087,489.992,1374.199,962.449
1143,655.911,518.405,482.259,438.968,590.591,490.416,1375.476,963.279
1144,656.543,518.78,482.666,439.344,591.095,490.841,1376.785,964.117
1145,657.132,519.154,483.072,439.719,591.599,491.266,1378.056,964.951
1146,657.822,519.541,483.485,440.100,592.137,491.69,1379.895,965.804
1147,658.328,520.045,483.892,440.476,592.641,492.115,1381.7,966.635
1148,658.833,520.42,484.297,440.852,593.145,492.54,1382.455,967.472
1149,659.352,520.807,484.701,441.227,593.649,492.965,1383.705,968.304
1150,659.855,521.194,485.105,441.602,594.12,493.389,1384.453,969.113
1151,660.366,521.582,485.508,441.977,594.591,493.814,1385.686,969.923
1152,660.869,521.969,485.911,442.351,595.061,494.239,1386.985,970.744
1153,661.374,522.356,486.306,442.718,595.532,494.664,1387.668,971.564
1154,661.88,522.743,486.71,443.092,596.003,495.088,1388.957,972.376
1155,662.386,523.131,487.105,443.459,596.474,495.513,1391.397,973.187
1156,662.894,523.518,487.508,443.833,596.945,495.938,1392.114,973.998
1157,663.401,523.905,487.899,444.200,597.415,496.362,1393.97,974.811
1158,663.92,524.292,488.296,444.571,597.886,496.787,1394.665,975.624
1159,664.442,524.679,488.688,444.939,598.357,497.212,1395.394,976.434
1160,664.947,525.067,489.083,445.306,598.828,497.637,1396.12,977.247
1161,665.459,525.454,489.48,445.676,599.299,498.061,1397.963,978.061
1162,666.033,525.841,489.877,446.046,599.769,498.486,1398.703,978.883
1163,666.645,526.228,490.284,446.422,600.274,498.911,1399.43,979.724
1164,667.282,526.628,490.696,446.802,600.811,499.335,1400.693,980.581
1165,667.962,527.04,491.117,447.187,601.349,499.76,1401.453,981.436
1166,668.611,527.685,491.534,447.568,601.887,500.185,1402.189,982.295
1167,669.225,528.16,491.941,447.943,602.391,500.61,1402.932,983.137
1168,669.828,528.648,492.347,448.319,602.895,501.034,1403.681,983.978
1169,670.454,529.187,492.763,448.701,603.433,501.459,1405.491,984.833
1170,671.093,529.675,493.171,449.079,603.937,501.884,1407.395,985.664
1171,671.711,530.15,493.578,449.458,604.442,502.309,1408.113,986.507
1172,672.214,530.626,493.984,449.834,604.946,502.733,1409.944,987.383
1173,672.832,531.089,494.387,450.209,605.417,503.158,1411.816,988.193
1174,673.419,531.551,494.784,450.577,605.887,503.583,1412.503,989.006
1175,673.99,532.014,495.188,450.953,606.358,504.008,1413.229,989.816
1176,674.576,532.477,495.595,451.328,606.862,504.433,1413.958,990.65
1177,675.163,532.928,496.004,451.707,607.333,504.857,1416.323,991.459
1178,675.748,533.378,496.412,452.084,607.804,505.282,1417.046,992.273
1179,676.258,533.829,496.819,452.460,608.275,505.707,1418.895,993.086
1180,676.764,534.279,497.225,452.836,608.746,506.131,1419.626,993.899
1181,677.273,534.73,497.62,453.203,609.217,506.556,1420.905,994.712
1182,677.825,535.13,498.01,453.570,609.688,506.981,1421.597,995.528
1183,678.332,535.58,498.412,453.944,610.159,507.406,1422.324,996.34
1184,678.88,536.031,498.814,454.317,610.63,507.83,1424.151,997.152
1185,679.433,536.481,499.217,454.690,611.101,508.255,1424.879,997.965
1186,679.978,536.919,499.613,455.057,611.572,508.68,1425.631,998.779
1187,680.557,537.407,500.022,455.435,612.076,509.105,1427.445,999.615
1188,681.077,537.921,500.437,455.817,612.614,509.53,1429.276,1000.471
1189,681.872,538.459,500.857,456.203,613.185,509.955,1430.535,1001.353
1190,682.39,538.975,501.275,456.585,613.722,510.38,1431.852,1002.214
1191,682.895,539.35,501.684,456.962,614.226,510.805,1433.108,1003.05
1192,683.399,539.724,502.098,457.342,614.73,511.23,1434.97,1003.884
1193,683.917,540.111,502.516,457.726,615.269,511.655,1437.878,1004.743
1194,684.423,540.485,502.927,458.106,615.773,512.079,1438.571,1005.577
1195,685.042,540.86,503.335,458.484,616.277,512.504,1439.863,1006.413
1196,685.657,541.234,503.742,458.861,616.782,512.929,1440.585,1007.251
1197,686.166,541.609,504.149,459.237,617.253,513.354,1441.866,1008.068
1198,686.756,541.983,504.554,459.612,617.723,513.778,1442.598,1008.886
1199,687.348,542.357,504.957,459.987,618.194,514.203,1443.344,1009.7
1200,687.953,542.732,505.36,460.361,618.665,514.628,1444.599,1010.513
1201,688.541,543.106,505.75,460.728,619.136,515.053,1445.283,1011.323
1202,689.048,543.481,506.14,461.095,619.607,515.477,1445.983,1012.132
